SSC_CODE_2016,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC30181,13,16,3,0,77
SSC30182,0,0,0,0,0
SSC30183,42,34,17,7,376
SSC30184,182,157,92,32,1247
SSC30185,0,3,0,0,19
SSC30186,92,62,22,0,299
SSC30187,0,0,0,0,0
SSC30188,0,0,0,0,3
SSC30189,398,235,73,21,2018
SSC30190,4,9,3,0,16
SSC30191,378,359,182,32,1846
SSC30192,297,193,98,38,2263
SSC30193,13,7,0,0,39
SSC30194,372,330,190,73,2453
SSC30195,4,0,0,0,14
SSC30196,6,3,0,0,23
SSC30197,10,3,0,0,58
SSC30198,6,8,0,0,35
SSC30199,78,31,21,3,399
SSC30200,96,43,16,3,449
SSC30201,0,3,0,0,10
SSC30202,7,11,0,0,61
SSC30203,8,9,0,0,32
SSC30204,488,332,130,48,3351
SSC30205,53,64,30,10,374
SSC30206,0,0,0,0,6
SSC30207,445,345,151,98,2959
SSC30208,0,0,0,0,13
SSC30209,6,0,0,0,30
SSC30210,3,0,0,0,12
SSC30211,177,108,44,10,1124
SSC30212,39,15,10,0,156
SSC30213,36,19,13,4,180
SSC30214,8,3,0,0,22
SSC30215,279,317,155,62,1482
SSC30216,371,162,61,16,2970
SSC30217,471,318,115,31,2872
SSC30218,33,8,0,0,106
SSC30219,0,0,0,0,0
SSC30220,0,0,0,0,0
SSC30221,75,42,11,6,347
SSC30222,350,205,85,23,2351
SSC30223,19,16,4,0,86
SSC30224,3,6,3,3,41
SSC30225,10,18,5,0,74
SSC30226,384,153,75,19,2166
SSC30227,0,0,0,0,6
SSC30228,59,41,22,6,407
SSC30229,3,0,0,0,17
SSC30230,21,10,4,0,97
SSC30231,20,6,0,0,58
SSC30232,77,49,16,0,546
SSC30233,3,3,0,0,18
SSC30234,33,40,7,0,125
SSC30235,8,0,0,0,41
SSC30236,0,3,0,0,21
SSC30237,759,541,258,112,4440
SSC30238,370,182,58,6,3235
SSC30239,8,3,4,0,22
SSC30240,5,7,3,0,39
SSC30241,3,4,0,0,40
SSC30242,47,24,6,0,561
SSC30243,333,231,141,51,2699
SSC30244,356,301,246,146,2296
SSC30245,29,12,12,0,106
SSC30246,60,40,13,0,272
SSC30247,13,7,3,0,75
SSC30248,19,12,9,0,116
SSC30249,49,29,9,0,229
SSC30250,57,67,46,11,317
SSC30251,652,430,197,77,4482
SSC30252,202,159,57,32,1088
SSC30253,7,5,0,0,49
SSC30254,293,118,84,18,2320
SSC30255,16,14,6,0,74
SSC30256,0,4,0,0,4
SSC30257,3,0,0,0,10
SSC30258,65,40,6,6,234
SSC30259,9,7,0,0,38
SSC30260,0,0,0,0,4
SSC30261,12,3,0,0,69
SSC30262,6,3,4,0,44
SSC30263,1148,740,386,284,6963
SSC30264,10,4,6,0,46
SSC30265,9,4,0,0,31
SSC30266,136,83,31,0,1063
SSC30267,3,3,0,0,10
SSC30268,10,0,0,0,43
SSC30269,165,118,32,4,738
SSC30270,101,67,26,3,687
SSC30271,17,5,0,0,31
SSC30272,103,62,30,8,519
SSC30273,0,0,0,0,0
SSC30274,69,74,29,3,322
SSC30275,48,49,11,3,178
SSC30276,17,17,8,0,73
SSC30277,0,0,0,0,0
SSC30278,19,21,4,6,138
SSC30279,177,68,19,0,1667
SSC30280,15,4,3,0,37
SSC30281,68,27,11,3,431
SSC30282,5,3,4,0,26
SSC30283,196,40,6,0,2054
SSC30284,0,0,0,0,0
SSC30285,16,10,0,0,86
SSC30286,9,7,5,0,32
SSC30287,0,0,0,0,9
SSC30288,24,6,9,3,106
SSC30289,560,463,245,96,3754
SSC30290,30,18,3,0,117
SSC30291,48,36,9,0,245
SSC30292,3,0,3,0,31
SSC30293,160,79,21,0,529
SSC30294,83,52,8,5,457
SSC30295,67,52,5,0,466
SSC30296,30,10,0,0,154
SSC30297,3,0,3,0,16
SSC30298,0,0,0,0,8
SSC30299,0,4,3,0,8
SSC30300,8,6,0,0,70
SSC30301,18,10,0,0,44
SSC30302,91,59,14,3,1360
SSC30303,8,0,0,0,102
SSC30304,128,57,20,8,646
SSC30305,27,12,4,0,89
SSC30306,19,21,0,0,85
SSC30307,0,0,0,0,0
SSC30308,16,3,4,0,65
SSC30309,0,0,0,0,6
SSC30310,60,30,3,0,251
SSC30311,642,824,576,302,3383
SSC30312,11,0,0,0,25
SSC30313,25,4,10,0,170
SSC30314,393,176,61,6,2274
SSC30315,4,0,0,0,17
SSC30316,3,5,3,0,32
SSC30317,3,3,0,0,49
SSC30318,12,3,0,0,49
SSC30319,90,66,19,3,449
SSC30320,4,3,0,0,23
SSC30321,3,0,0,0,4
SSC30322,7,3,0,0,35
SSC30323,158,161,88,37,971
SSC30324,0,3,0,0,24
SSC30325,4,3,0,0,19
SSC30326,624,419,210,57,4340
SSC30327,0,0,0,0,0
SSC30328,7,3,4,0,33
SSC30329,42,48,7,0,144
SSC30330,0,0,0,0,0
SSC30331,143,72,28,3,672
SSC30332,54,19,3,0,133
SSC30333,6,0,3,0,37
SSC30334,190,115,70,38,1155
SSC30335,22,20,3,0,112
SSC30336,3,10,0,0,36
SSC30337,61,49,20,7,197
SSC30338,360,193,102,57,2969
SSC30339,36,24,8,3,160
SSC30340,3,0,0,0,4
SSC30341,113,36,21,3,449
SSC30342,31,4,5,0,119
SSC30343,0,0,0,0,0
SSC30344,749,553,240,86,4435
SSC30345,168,93,21,0,2281
SSC30346,16,3,3,0,107
SSC30347,69,48,9,0,422
SSC30348,310,135,47,31,2120
SSC30349,29,26,4,0,129
SSC30350,0,3,0,0,5
SSC30351,3,5,0,0,20
SSC30352,12,3,3,0,91
SSC30353,12,4,5,0,50
SSC30354,13,8,4,0,80
SSC30355,1054,678,240,57,7806
SSC30356,23,17,6,0,127
SSC30357,13,9,0,0,41
SSC30358,15,21,15,0,87
SSC30359,0,3,0,0,11
SSC30360,0,0,0,0,8
SSC30361,71,58,19,6,423
SSC30362,12,3,0,0,60
SSC30363,296,211,59,17,1667
SSC30364,534,393,205,42,4409
SSC30365,611,332,131,98,4362
SSC30366,0,0,0,0,8
SSC30367,13,0,0,0,98
SSC30368,39,23,8,3,191
SSC30369,119,83,34,11,1214
SSC30370,0,0,0,0,0
SSC30371,748,441,177,62,4312
SSC30372,35,11,3,0,141
SSC30373,11,8,0,0,63
SSC30374,5,3,0,0,27
SSC30375,723,419,189,68,4687
SSC30376,50,54,5,0,351
SSC30377,0,3,0,0,9
SSC30378,5,3,0,0,31
SSC30379,460,186,48,17,2670
SSC30380,0,0,0,0,0
SSC30381,629,287,101,18,6371
SSC30382,495,353,202,55,3340
SSC30383,632,504,229,75,4133
SSC30384,3,0,0,0,26
SSC30385,27,22,6,0,136
SSC30386,4,0,0,0,9
SSC30387,16,3,6,0,57
SSC30388,430,274,133,112,2062
SSC30389,19,0,0,0,32
SSC30390,25,21,8,0,118
SSC30391,3,0,0,0,74
SSC30392,148,41,3,0,1086
SSC30393,40,30,6,0,173
SSC30394,16,0,3,0,32
SSC30395,49,30,8,0,260
SSC30396,0,0,0,0,0
SSC30397,353,173,52,31,2554
SSC30398,12,8,0,0,63
SSC30399,7,0,0,0,16
SSC30400,12,0,3,0,26
SSC30401,7,7,7,0,46
SSC30402,22,11,4,3,84
SSC30403,3,0,0,0,0
SSC30404,275,135,35,3,2035
SSC30405,106,66,15,7,471
SSC30406,159,72,10,3,841
SSC30407,0,0,0,0,0
SSC30408,9,0,0,0,22
SSC30409,326,210,107,54,1993
SSC30410,2718,2075,1155,577,15559
SSC30411,3,0,0,0,19
SSC30412,7,4,0,0,27
SSC30413,29,14,7,3,110
SSC30414,514,249,103,31,4023
SSC30415,0,0,0,0,0
SSC30416,3,8,6,0,26
SSC30417,0,0,0,0,0
SSC30418,0,0,0,0,3
SSC30419,0,0,0,0,0
SSC30420,16,18,8,0,81
SSC30421,3,6,6,0,28
SSC30422,9,6,5,0,41
SSC30423,19,22,9,0,182
SSC30424,190,144,81,16,1102
SSC30425,358,313,263,82,2198
SSC30426,221,131,72,21,1369
SSC30427,170,115,78,25,1148
SSC30428,355,303,106,26,2293
SSC30429,381,242,114,24,2818
SSC30430,0,0,0,0,23
SSC30431,0,3,0,0,5
SSC30432,3,0,3,0,28
SSC30433,39,14,13,0,133
SSC30434,175,97,37,15,1157
SSC30435,3,3,3,0,25
SSC30436,0,0,0,0,14
SSC30437,70,32,9,0,255
SSC30438,9,0,0,0,28
SSC30439,12,8,3,3,57
SSC30440,208,77,15,0,994
SSC30441,6,3,0,0,39
SSC30442,5,14,0,0,72
SSC30443,114,86,30,0,535
SSC30444,148,63,8,4,2718
SSC30445,0,0,0,0,12
SSC30446,25,7,0,0,111
SSC30447,0,5,0,0,19
SSC30448,860,609,265,133,5623
SSC30449,920,712,466,186,6862
SSC30450,16,3,3,3,81
SSC30451,0,0,0,0,4
SSC30452,280,217,76,18,1150
SSC30453,146,115,68,34,1083
SSC30454,951,540,225,82,6042
SSC30455,422,381,209,56,2788
SSC30456,6,7,0,0,13
SSC30457,0,0,0,0,0
SSC30458,257,288,96,13,982
SSC30459,32,16,7,0,103
SSC30460,15,25,10,0,69
SSC30461,0,0,0,0,25
SSC30462,43,14,8,0,359
SSC30463,338,187,40,5,2740
SSC30464,5,0,0,0,9
SSC30465,5,6,8,0,53
SSC30466,52,53,10,5,182
SSC30467,0,0,0,0,4
SSC30468,0,0,0,0,14
SSC30469,0,0,0,0,0
SSC30470,46,18,11,0,130
SSC30471,0,3,0,0,7
SSC30472,4,4,0,0,13
SSC30473,98,60,17,0,520
SSC30474,1475,1070,600,466,11198
SSC30475,321,226,90,43,2063
SSC30476,3,0,0,0,4
SSC30477,0,0,0,0,3
SSC30478,3,3,0,0,27
SSC30479,13,0,0,0,42
SSC30480,0,6,0,0,26
SSC30481,278,176,85,20,1826
SSC30482,399,219,60,19,3238
SSC30483,893,422,160,49,8618
SSC30484,23,11,8,0,155
SSC30485,0,0,0,0,11
SSC30486,0,0,0,0,7
SSC30487,14,16,13,4,133
SSC30488,0,0,0,0,0
SSC30489,12,13,3,0,76
SSC30490,0,0,0,0,9
SSC30491,0,0,0,0,10
SSC30492,0,8,0,0,7
SSC30493,3,0,0,0,31
SSC30494,245,128,36,17,2089
SSC30495,368,352,248,227,2088
SSC30496,288,285,166,35,2802
SSC30497,25,18,7,0,134
SSC30498,3,0,3,0,36
SSC30499,126,67,25,6,713
SSC30500,0,0,0,0,18
SSC30501,27,25,8,0,114
SSC30502,8,3,0,0,26
SSC30503,0,0,0,0,0
SSC30504,535,289,79,24,3278
SSC30505,5,0,0,0,11
SSC30506,17,9,5,0,79
SSC30507,16,7,8,0,81
SSC30508,677,320,133,80,5953
SSC30509,159,108,13,5,755
SSC30510,3,0,0,0,44
SSC30511,0,0,0,0,3
SSC30512,0,3,0,0,34
SSC30513,59,29,7,5,245
SSC30514,4,0,0,0,35
SSC30515,0,0,0,0,6
SSC30516,5,0,4,0,16
SSC30517,39,24,8,0,165
SSC30518,0,0,0,0,10
SSC30519,0,0,0,0,0
SSC30520,12,3,3,0,59
SSC30521,13,5,3,0,30
SSC30522,3,3,5,0,23
SSC30523,311,139,87,37,2952
SSC30524,83,21,9,0,470
SSC30525,404,263,73,11,2994
SSC30526,7,3,0,0,33
SSC30527,110,67,22,7,605
SSC30528,1319,762,274,120,7892
SSC30529,17,9,0,3,68
SSC30530,0,0,0,0,0
SSC30531,3,14,0,0,29
SSC30532,8,5,0,0,32
SSC30533,9,8,0,0,65
SSC30534,52,18,7,0,411
SSC30535,42,25,3,0,170
SSC30536,8,12,0,0,33
SSC30537,189,90,30,7,1010
SSC30538,0,0,0,0,7
SSC30539,111,86,28,25,570
SSC30540,0,0,0,0,6
SSC30541,126,116,66,18,578
SSC30542,664,411,303,210,5868
SSC30543,465,259,82,41,3649
SSC30544,1594,782,327,124,8122
SSC30545,30,12,10,0,122
SSC30546,29,20,5,0,102
SSC30547,0,0,0,0,3
SSC30548,3,5,0,0,13
SSC30549,0,0,0,0,3
SSC30550,3,0,0,0,13
SSC30551,4,4,3,0,61
SSC30552,0,0,0,0,7
SSC30553,0,0,0,0,0
SSC30554,1045,749,329,70,6002
SSC30555,20,16,0,0,96
SSC30556,19,13,7,0,105
SSC30557,663,470,365,288,5048
SSC30558,8,4,3,0,40
SSC30559,54,28,10,8,233
SSC30560,422,148,39,7,2423
SSC30561,17,0,0,0,65
SSC30562,99,56,13,3,378
SSC30563,0,0,0,0,9
SSC30564,137,48,18,0,540
SSC30565,3,3,0,0,8
SSC30566,3,3,0,0,6
SSC30567,8,10,7,4,66
SSC30568,86,42,16,0,385
SSC30569,21,5,3,0,159
SSC30570,29,11,11,0,152
SSC30571,72,48,9,0,410
SSC30572,71,48,12,0,396
SSC30573,155,66,30,3,925
SSC30574,56,30,3,0,162
SSC30575,177,70,20,7,1189
SSC30576,13,10,0,0,61
SSC30577,0,0,0,0,10
SSC30578,392,295,163,63,2860
SSC30579,0,7,3,0,8
SSC30580,4,0,0,0,16
SSC30581,200,117,32,6,978
SSC30582,11,8,0,0,66
SSC30583,140,70,30,3,686
SSC30584,1117,779,267,111,6009
SSC30585,8,0,0,0,32
SSC30586,205,76,61,24,1248
SSC30587,12,3,0,0,46
SSC30588,14,14,0,0,61
SSC30589,134,99,57,22,834
SSC30590,107,56,27,4,478
SSC30591,0,0,0,0,3
SSC30592,293,169,81,28,1647
SSC30593,7,7,0,0,40
SSC30594,10,0,0,0,51
SSC30595,0,0,0,0,4
SSC30596,26,3,0,0,229
SSC30597,444,309,315,354,5110
SSC30598,432,265,222,103,3215
SSC30599,5,3,0,0,15
SSC30600,0,0,3,0,0
SSC30601,0,0,0,0,3
SSC30602,37,27,10,0,188
SSC30603,18,10,3,0,85
SSC30604,108,125,80,27,657
SSC30605,28,22,8,0,118
SSC30606,317,166,95,44,2771
SSC30607,3,0,0,0,8
SSC30608,0,4,0,0,10
SSC30609,7,7,0,0,31
SSC30610,3,4,0,0,23
SSC30611,23,28,7,0,125
SSC30612,98,57,28,12,742
SSC30613,180,64,27,4,1060
SSC30614,8,3,0,0,31
SSC30615,64,33,8,0,305
SSC30616,20,17,3,0,66
SSC30617,5,3,0,0,18
SSC30618,0,0,0,0,0
SSC30619,15,4,3,0,75
SSC30620,18,3,0,3,89
SSC30621,0,0,0,0,10
SSC30622,821,459,203,83,6148
SSC30623,368,330,202,120,2140
SSC30624,94,40,19,3,384
SSC30625,0,0,0,0,0
SSC30626,153,109,33,15,1269
SSC30627,1517,1129,652,297,7549
SSC30628,3,0,0,0,14
SSC30629,99,87,44,17,558
SSC30630,320,216,65,21,1726
SSC30631,329,119,42,0,2517
SSC30632,3,3,0,0,30
SSC30633,181,76,30,12,1233
SSC30634,626,476,212,131,3860
SSC30635,3,0,0,0,8
SSC30636,69,42,15,0,329
SSC30637,6,8,3,0,47
SSC30638,34,24,7,0,176
SSC30639,6,3,4,0,35
SSC30640,7,0,0,0,20
SSC30641,3,0,0,0,11
SSC30642,69,35,15,5,407
SSC30643,8,3,3,0,47
SSC30644,0,0,0,0,7
SSC30645,8,7,0,0,30
SSC30646,0,0,0,0,9
SSC30647,25,19,14,3,110
SSC30648,22,10,3,0,165
SSC30649,118,85,36,10,663
SSC30650,7,6,0,0,22
SSC30651,0,0,0,0,3
SSC30652,20,7,3,0,93
SSC30653,6,5,0,0,31
SSC30654,0,0,0,0,4
SSC30655,0,5,0,0,36
SSC30656,373,144,55,6,2733
SSC30657,91,63,30,7,521
SSC30658,23,8,0,0,83
SSC30659,4,4,0,0,36
SSC30660,5,3,0,0,39
SSC30661,20,11,5,0,206
SSC30662,0,0,0,0,7
SSC30663,3,6,0,0,25
SSC30664,4,5,3,0,19
SSC30665,3,0,3,0,18
SSC30666,21,11,0,0,162
SSC30667,0,0,0,0,15
SSC30668,4,3,0,0,37
SSC30669,273,254,165,62,2279
SSC30670,0,0,0,0,0
SSC30671,105,79,24,3,448
SSC30672,0,3,0,0,8
SSC30673,15,12,4,0,82
SSC30674,7,4,5,0,33
SSC30675,109,132,41,6,427
SSC30676,10,9,4,0,55
SSC30677,3,0,0,0,37
SSC30678,85,57,26,0,450
SSC30679,0,0,0,0,4
SSC30680,309,213,69,18,1398
SSC30681,5,13,0,0,46
SSC30682,23,12,3,0,85
SSC30683,3,0,0,0,4
SSC30684,33,9,0,0,85
SSC30685,632,417,236,119,3340
SSC30686,4,3,0,0,37
SSC30687,16,4,4,0,57
SSC30688,3,3,0,0,3
SSC30689,259,309,107,12,1109
SSC30690,30,24,3,3,127
SSC30691,766,504,261,118,4469
SSC30692,712,758,488,175,4852
SSC30693,524,263,57,10,5864
SSC30694,0,0,0,0,5
SSC30695,0,0,0,0,0
SSC30696,93,81,33,7,494
SSC30697,0,0,0,0,6
SSC30698,4,0,4,0,13
SSC30699,4,6,0,0,32
SSC30700,33,24,6,0,108
SSC30701,14,5,0,0,41
SSC30702,0,5,0,0,4
SSC30703,295,176,103,31,2924
SSC30704,0,0,0,0,0
SSC30705,200,114,37,11,857
SSC30706,7,4,0,0,46
SSC30707,185,161,40,8,987
SSC30708,0,0,0,0,0
SSC30709,3,3,8,0,46
SSC30710,337,242,141,48,1792
SSC30711,21,13,4,0,75
SSC30712,1087,566,329,168,9844
SSC30713,10,6,6,0,45
SSC30714,0,0,0,0,0
SSC30715,114,74,23,3,437
SSC30716,31,13,9,0,113
SSC30717,51,27,7,3,274
SSC30718,25,18,3,0,87
SSC30719,28,3,0,0,330
SSC30720,7,15,10,0,41
SSC30721,124,105,17,3,573
SSC30722,13,3,0,0,81
SSC30723,0,0,0,0,3
SSC30724,28,32,10,0,159
SSC30725,24,8,3,3,90
SSC30726,5,3,3,0,34
SSC30727,16,7,3,0,63
SSC30728,426,281,110,80,2764
SSC30729,4,3,3,0,19
SSC30730,3,4,0,0,15
SSC30731,0,0,0,0,8
SSC30732,651,348,77,25,3621
SSC30733,0,0,0,0,6
SSC30734,15,0,0,0,134
SSC30735,0,0,0,0,0
SSC30736,121,73,16,4,582
SSC30737,12,15,0,0,53
SSC30738,21,9,3,0,84
SSC30739,22,8,3,0,71
SSC30740,39,11,4,4,123
SSC30741,8,8,0,0,16
SSC30742,6,6,0,0,37
SSC30743,9,17,3,0,39
SSC30744,0,3,0,0,5
SSC30745,5,0,0,0,42
SSC30746,86,55,53,36,533
SSC30747,174,125,38,4,866
SSC30748,436,333,154,45,2737
SSC30749,83,105,88,11,664
SSC30750,19,4,3,0,64
SSC30751,8,0,0,0,35
SSC30752,10,0,0,0,20
SSC30753,16,11,7,0,49
SSC30754,4,0,0,0,12
SSC30755,467,211,76,17,4156
SSC30756,0,0,0,0,3
SSC30757,9,4,0,0,33
SSC30758,18,14,6,0,61
SSC30759,20,12,7,0,111
SSC30760,0,4,0,0,12
SSC30761,10,9,0,0,34
SSC30762,9,4,0,0,53
SSC30763,4,9,3,0,41
SSC30764,3,4,0,0,19
SSC30765,153,167,124,34,923
SSC30766,27,9,0,0,115
SSC30767,10,7,3,0,40
SSC30768,14,3,0,0,68
SSC30769,0,3,0,0,5
SSC30770,0,0,0,0,6
SSC30771,25,28,10,4,221
SSC30772,38,24,12,0,135
SSC30773,83,38,18,6,399
SSC30774,10,10,3,0,30
SSC30775,148,128,43,7,816
SSC30776,9,0,0,3,18
SSC30777,151,100,40,22,1143
SSC30778,30,17,8,0,109
SSC30779,481,333,227,91,2996
SSC30780,321,201,80,18,1610
SSC30781,211,135,37,14,976
SSC30782,707,488,269,108,4207
SSC30783,21,9,3,0,223
SSC30784,14,4,0,0,42
SSC30785,0,0,0,0,15
SSC30786,0,0,0,0,6
SSC30787,0,0,3,0,8
SSC30788,13,9,4,0,43
SSC30789,68,49,24,8,542
SSC30790,0,0,0,0,0
SSC30791,17,7,3,0,66
SSC30792,16,12,3,0,66
SSC30793,493,333,92,17,3294
SSC30794,5,3,0,0,64
SSC30795,183,67,20,3,1583
SSC30796,12,4,0,0,47
SSC30797,0,0,0,0,13
SSC30798,655,381,199,100,5179
SSC30799,12,13,5,0,59
SSC30800,0,0,0,0,0
SSC30801,19,19,5,0,80
SSC30802,10,0,0,0,33
SSC30803,6,10,0,0,48
SSC30804,7,3,3,0,25
SSC30805,39,38,19,3,161
SSC30806,3,0,0,0,12
SSC30807,6,6,4,0,42
SSC30808,7,9,3,0,37
SSC30809,4,3,0,0,22
SSC30810,8,3,0,0,28
SSC30811,3,0,0,0,19
SSC30812,4,3,0,0,18
SSC30813,3,7,0,0,37
SSC30814,8,3,0,0,62
SSC30815,278,191,65,16,2372
SSC30816,3,6,0,0,39
SSC30817,0,0,0,0,6
SSC30818,209,88,53,9,1958
SSC30819,14,6,3,0,65
SSC30820,6,0,0,0,80
SSC30821,5,0,0,0,10
SSC30822,139,111,22,11,994
SSC30823,3,0,0,0,16
SSC30824,238,148,97,39,1759
SSC30825,1178,839,460,246,8065
SSC30826,0,0,0,0,0
SSC30827,85,21,6,0,958
SSC30828,0,0,0,0,5
SSC30829,33,19,4,0,88
SSC30830,209,99,42,6,1642
SSC30831,14,13,3,0,68
SSC30832,17,9,3,0,65
SSC30833,13,15,5,0,64
SSC30834,32,24,8,0,131
SSC30835,93,60,21,0,504
SSC30836,68,35,16,6,401
SSC30837,16,5,0,0,56
SSC30838,9,7,0,0,34
SSC30839,0,0,0,0,0
SSC30840,26,17,4,0,136
SSC30841,29,8,0,3,154
SSC30842,0,0,0,0,24
SSC30843,3,0,0,0,10
SSC30844,61,24,3,0,242
SSC30845,5,3,0,0,23
SSC30846,5,0,0,0,18
SSC30847,168,134,72,45,890
SSC30848,4,4,0,0,15
SSC30849,128,81,46,12,685
SSC30850,4,3,3,0,13
SSC30851,84,54,25,5,398
SSC30852,13,12,4,0,112
SSC30853,36,22,6,6,95
SSC30854,5,4,0,0,34
SSC30855,45,44,16,3,345
SSC30856,3,0,0,0,12
SSC30857,52,25,14,5,260
SSC30858,10,0,0,0,29
SSC30859,21,13,6,0,98
SSC30860,6,0,0,0,24
SSC30861,0,0,0,0,12
SSC30862,10,3,0,0,40
SSC30863,0,0,0,0,0
SSC30864,12,3,0,0,42
SSC30865,0,3,0,0,9
SSC30866,54,19,7,0,220
SSC30867,0,0,0,0,0
SSC30868,48,62,26,3,259
SSC30869,156,71,25,9,2067
SSC30870,11,3,10,0,47
SSC30871,26,3,3,0,213
SSC30872,370,265,86,9,1766
SSC30873,7,0,3,0,9
SSC30874,10,4,3,0,44
SSC30875,10,3,0,0,18
SSC30876,14,3,0,0,51
SSC30877,363,166,43,14,3604
SSC30878,0,0,0,0,0
SSC30879,15,7,4,0,35
SSC30880,11,9,0,0,74
SSC30881,73,28,6,0,372
SSC30882,133,72,35,12,805
SSC30883,202,81,55,16,1940
SSC30884,5,0,0,0,42
SSC30885,4,4,0,0,32
SSC30886,16,9,3,0,78
SSC30887,0,0,0,0,3
SSC30888,0,0,0,0,9
SSC30889,18,8,8,3,99
SSC30890,0,3,0,0,17
SSC30891,0,0,0,0,3
SSC30892,23,24,7,0,129
SSC30893,42,37,16,0,235
SSC30894,14,0,0,0,33
SSC30895,15,10,3,0,74
SSC30896,89,49,15,3,301
SSC30897,21,9,4,0,60
SSC30898,16,16,10,4,115
SSC30899,4,3,3,0,27
SSC30900,0,0,0,0,7
SSC30901,0,0,0,0,0
SSC30902,12,0,0,0,41
SSC30903,25,15,4,5,124
SSC30904,73,71,21,3,391
SSC30905,233,202,66,7,1083
SSC30906,9,0,0,0,13
SSC30907,7,0,0,0,18
SSC30908,25,17,3,0,112
SSC30909,4,0,0,0,11
SSC30910,3,6,7,0,30
SSC30911,0,0,0,0,8
SSC30912,60,45,24,7,351
SSC30913,348,272,217,143,3192
SSC30914,0,0,0,0,0
SSC30915,4,0,0,0,28
SSC30916,6,4,0,0,51
SSC30917,32,13,3,0,98
SSC30918,122,72,37,5,1156
SSC30919,0,0,0,0,6
SSC30920,0,0,0,0,0
SSC30921,0,0,0,0,4
SSC30922,155,38,8,0,1385
SSC30923,0,0,0,0,0
SSC30924,682,698,367,91,5121
SSC30925,0,0,0,0,0
SSC30926,257,202,118,52,1855
SSC30927,27,20,10,0,115
SSC30928,372,202,83,21,3663
SSC30929,0,0,0,0,6
SSC30930,0,0,0,0,0
SSC30931,52,52,7,0,291
SSC30932,0,5,0,0,21
SSC30933,22,8,4,3,104
SSC30934,31,27,15,0,166
SSC30935,0,0,0,0,12
SSC30936,141,77,46,10,763
SSC30937,158,84,56,12,1095
SSC30938,252,141,80,76,1659
SSC30939,27,32,12,3,130
SSC30940,12,14,3,0,75
SSC30941,11,12,3,0,45
SSC30942,479,271,119,42,2771
SSC30943,31,13,0,0,97
SSC30944,234,168,142,63,1676
SSC30945,0,3,0,0,22
SSC30946,568,261,76,15,3886
SSC30947,34,24,24,8,217
SSC30948,26,20,3,0,139
SSC30949,277,154,68,26,2118
SSC30950,396,203,71,24,2116
SSC30951,541,314,107,20,4367
SSC30952,0,0,0,0,0
SSC30953,77,60,8,0,336
SSC30954,5,0,3,0,8
SSC30955,37,20,23,0,210
SSC30956,0,0,0,0,9
SSC30957,0,0,0,0,24
SSC30958,0,0,0,0,0
SSC30959,957,545,274,99,7919
SSC30960,217,80,24,5,1503
SSC30961,3,4,0,0,29
SSC30962,23,15,14,0,125
SSC30963,4,6,5,0,30
SSC30964,949,673,358,145,5813
SSC30965,10,5,5,0,40
SSC30966,14,13,0,0,59
SSC30967,0,0,0,0,12
SSC30968,7,0,0,0,12
SSC30969,204,267,129,25,1378
SSC30970,251,168,51,10,1741
SSC30971,7,3,0,0,54
SSC30972,110,59,18,8,1019
SSC30973,21,22,4,0,89
SSC30974,28,27,3,0,147
SSC30975,3,5,0,0,15
SSC30976,8,4,0,0,11
SSC30977,7,3,3,3,59
SSC30978,115,80,44,4,504
SSC30979,3,8,0,0,18
SSC30980,3,3,0,0,7
SSC30981,4,6,3,0,34
SSC30982,758,228,69,28,6413
SSC30983,13,10,0,0,34
SSC30984,221,168,70,25,959
SSC30985,23,12,5,0,67
SSC30986,3,0,0,0,8
SSC30987,221,107,70,38,2687
SSC30988,3,3,0,0,15
SSC30989,0,0,0,0,3
SSC30990,43,20,11,0,251
SSC30991,3,0,0,0,6
SSC30992,0,0,3,0,43
SSC30993,11,7,0,0,122
SSC30994,161,170,71,12,717
SSC30995,4,4,0,0,18
SSC30996,3,0,0,0,8
SSC30997,33,8,7,0,645
SSC30998,46,18,13,0,265
SSC30999,37,22,13,3,196
SSC31000,21,14,15,0,122
SSC31001,140,65,21,4,581
SSC31002,18,21,6,4,77
SSC31003,17,8,5,0,72
SSC31004,7,3,0,0,30
SSC31005,11,0,0,0,30
SSC31006,232,143,43,11,1152
SSC31007,17,13,4,0,88
SSC31008,0,0,0,0,3
SSC31009,0,0,0,0,0
SSC31010,4,5,0,0,58
SSC31011,12,14,5,0,60
SSC31012,0,0,0,0,3
SSC31013,0,0,0,0,0
SSC31014,9,3,0,0,27
SSC31015,3,9,0,0,31
SSC31016,25,4,0,3,148
SSC31017,0,3,0,0,40
SSC31018,0,0,0,0,11
SSC31019,36,25,4,0,125
SSC31020,4,4,0,0,20
SSC31021,334,285,61,16,2978
SSC31022,526,361,215,79,4735
SSC31023,0,0,0,0,0
SSC31024,5,0,0,0,11
SSC31025,203,70,26,16,1803
SSC31026,18,6,8,0,84
SSC31027,12,7,4,0,43
SSC31028,6,0,0,0,35
SSC31029,3,3,0,0,15
SSC31030,61,31,19,5,356
SSC31031,60,41,19,7,235
SSC31032,13,5,0,0,53
SSC31033,0,0,0,0,0
SSC31034,0,3,0,0,13
SSC31035,3,3,0,0,32
SSC31036,25,21,4,0,139
SSC31037,23,13,5,0,114
SSC31038,4,6,0,0,26
SSC31039,16,3,3,0,102
SSC31040,10,3,0,0,30
