SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC51188,3,0,3,0,0,0,8,0,4,3,0,0,0,0,0,7,0,14,9,7,0,0,0,0,38,0,14,8,7,4,0,0,0,33,10,53,48,42,18,0,0,0,168,3,3,0,0,0,0,0,0,7,0,4,5,3,0,0,0,0,11,15,55,52,45,18,0,0,0,188,0,0,0,0,0,0,0,0,0,7,10,14,12,6,0,0,0,39,22,101,93,70,29,0,0,0,318
SSC51189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,3,0,0,0,22
SSC51190,4,0,0,0,0,0,14,0,0,3,0,0,0,0,0,10,4,33,35,10,4,3,0,0,84,3,17,36,17,0,0,0,0,76,18,77,90,47,30,3,0,0,258,4,5,7,3,0,0,0,0,13,0,0,4,3,0,0,0,0,6,20,79,92,54,30,3,0,0,275,0,0,0,0,0,0,0,0,3,21,50,43,40,18,3,0,0,164,50,185,210,117,58,9,0,0,626
SSC51191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,14,0,0,3,0,4,0,0,0,13,5,5,3,7,3,3,0,0,31,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,4,5,3,3,6,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,5,9,17,8,15,8,0,4,67
SSC51192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,8,4,0,3,6,0,0,25,0,10,5,7,7,13,0,0,37
SSC51193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51194,8,16,15,3,0,0,58,0,3,10,16,9,5,0,0,41,13,36,78,70,43,21,7,0,263,9,20,31,55,30,23,3,0,167,42,65,78,111,69,31,10,3,403,11,3,3,0,7,0,0,0,26,4,0,4,4,3,4,3,0,24,52,68,88,116,77,31,8,3,447,0,0,3,5,5,0,0,0,17,19,18,13,29,23,12,11,0,137,90,154,230,306,212,96,32,3,1127
SSC51195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,6,3,3,3,0,0,0,13
SSC51196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,13,0,8,8,6,4,0,0,0,25
SSC51197,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,15,3,3,10,4,11,11,3,0,41,0,4,10,9,17,8,0,0,45,14,16,17,27,26,4,3,0,114,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,11,13,19,21,28,33,10,3,0,128,0,0,0,0,0,0,0,0,5,9,6,0,11,5,6,4,0,40,25,33,41,57,69,32,15,3,275
SSC51198,63,43,34,11,3,3,248,3,25,24,24,10,3,0,0,96,82,309,206,129,92,59,20,3,897,28,86,83,82,96,59,12,7,463,79,152,132,158,166,96,33,3,830,9,13,8,8,9,3,0,0,50,3,18,13,24,23,19,8,3,107,94,183,161,187,199,120,41,7,989,6,0,8,8,7,13,3,0,46,24,31,34,31,39,47,27,3,222,244,705,574,502,485,313,109,25,2962
SSC51199,11,7,3,0,0,0,46,3,8,11,12,5,4,0,0,38,15,84,101,46,27,13,6,0,283,25,64,70,55,56,20,3,3,293,114,211,179,172,120,68,41,8,902,24,24,11,14,4,4,0,0,81,14,16,23,26,14,12,3,0,111,152,249,210,208,143,88,46,8,1095,0,11,4,3,3,3,0,0,30,81,102,93,110,95,81,59,16,647,280,535,497,441,327,213,116,25,2435
SSC51200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,3,0,7,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,8,3,3,4,15,8,8,0,0,34
SSC51201,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,3,0,3,0,0,7,4,0,0,5,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,3,4,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,0,3,8,10,5,0,0,44
SSC51202,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,8,0,0,0,0,3,0,0,0,3,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,3,3,3,12,3,3,0,31
SSC51203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,5,9,3,7,4,3,0,31
SSC51204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,3,4,0,3,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,4,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,3,5,5,10,11,0,0,31
SSC51206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,17,0,0,0,0,5,0,0,0,7,5,11,12,7,4,0,0,0,41,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,17,9,7,4,0,0,0,41,0,0,0,0,0,0,0,0,0,3,16,8,5,5,0,0,0,28,15,35,23,17,12,0,0,0,97
SSC51207,27,3,0,0,0,0,62,3,15,15,10,3,4,0,0,52,41,211,141,50,21,8,4,0,477,29,94,77,51,46,16,0,0,319,81,175,133,131,79,28,9,0,634,13,11,4,3,3,0,0,0,31,8,13,19,16,12,11,3,0,73,96,202,155,143,92,38,12,0,747,0,7,7,3,4,3,0,0,25,39,45,25,29,21,17,8,0,201,217,607,451,289,188,95,28,0,1877
SSC51208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,4
SSC51209,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,7
SSC51210,9,4,3,0,0,0,35,0,5,4,8,0,0,0,0,16,21,83,40,20,19,6,0,0,190,5,33,20,28,22,8,0,0,121,37,84,94,69,38,9,0,0,334,3,13,3,3,4,0,0,0,27,3,10,12,11,3,0,0,0,37,45,109,104,79,48,12,0,0,397,0,0,5,0,0,0,0,0,8,51,84,62,63,45,23,3,0,322,126,332,237,206,141,54,3,0,1091
SSC51211,4,4,3,4,0,0,21,0,0,3,3,3,0,0,0,10,3,12,25,24,22,15,4,0,93,3,3,12,20,16,11,3,0,72,7,17,18,23,35,24,3,0,134,0,0,0,0,0,0,0,0,4,0,0,4,3,8,3,0,0,18,11,22,24,31,46,23,3,0,154,0,0,0,4,0,3,0,0,11,3,0,8,14,12,8,3,3,59,21,40,75,102,101,77,12,0,428
SSC51212,3,3,4,0,0,0,6,0,0,0,3,0,0,0,0,4,0,14,11,12,12,6,3,0,67,3,3,8,13,17,12,0,0,58,5,18,24,26,16,18,8,3,116,0,0,4,0,0,3,0,0,11,0,0,4,3,0,3,3,0,14,9,22,34,31,18,21,7,3,144,0,0,0,0,0,0,0,0,3,15,14,19,10,14,12,7,3,102,29,55,74,80,70,57,23,4,393
SSC51213,19,36,26,10,3,7,124,0,4,6,12,6,0,0,0,29,53,60,53,99,92,49,31,8,444,3,3,15,17,30,18,20,3,103,0,15,3,8,3,8,5,4,47,0,0,0,0,0,0,0,0,3,0,0,3,3,10,4,0,0,23,3,15,11,7,12,11,7,5,75,0,0,0,0,4,3,0,0,5,23,18,6,21,17,14,14,7,116,87,117,115,199,180,108,71,23,896
SSC51214,8,0,3,0,0,0,12,0,0,0,0,0,0,0,0,3,3,9,15,21,9,9,3,0,62,0,3,6,14,11,15,7,0,51,4,13,15,23,13,8,0,0,78,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,5,10,13,14,25,16,10,0,0,93,0,0,0,0,3,0,0,0,4,5,3,9,14,15,11,6,0,52,15,29,50,72,50,45,18,0,285
SSC51215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,5,0,0,3,0,0,3,0,0,7,5,12,4,11,7,3,3,0,40,3,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,9,5,12,4,9,7,3,3,0,50,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,5,29,8,21,13,19,17,8,9,5,96
SSC51216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,7,0,0,0,19
SSC51217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,3,4,3,0,0,12
SSC51218,294,117,57,44,12,0,1044,7,105,77,35,29,8,3,0,261,276,1568,534,212,151,67,18,10,2844,114,370,170,109,93,49,8,3,919,165,387,163,127,98,48,23,8,1018,20,18,11,10,8,8,0,0,69,22,41,28,16,22,7,3,0,137,201,452,200,149,124,66,25,9,1225,20,49,13,10,11,11,0,0,112,282,689,297,210,182,92,58,18,1821,912,3732,1587,849,656,323,125,38,8225
SSC51219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,12,3,0,0,0,28,3,7,7,12,3,0,0,0,28
SSC51220,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,10,0,0,0,0,3,0,0,0,9,0,3,3,11,6,4,0,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,5,3,12,4,7,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,11,3,11,6,21,13,15,0,0,66
SSC51221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC51222,182,57,14,0,0,0,491,0,79,46,18,11,5,0,0,157,76,779,470,136,54,15,3,0,1540,58,310,221,115,44,10,3,0,755,138,489,265,128,86,29,13,3,1145,36,27,11,3,3,4,0,0,76,17,29,33,24,11,4,0,0,115,187,543,303,157,98,33,9,3,1338,4,20,17,8,7,0,0,0,63,34,110,75,30,15,14,3,0,291,362,2071,1323,515,248,84,24,3,4627
SSC51223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,7,3,0,0,0,22
SSC51224,11,13,5,0,0,0,53,0,8,3,0,5,3,0,0,24,16,83,56,31,17,5,0,0,212,9,37,40,26,20,3,0,0,127,54,131,68,67,60,19,3,0,397,12,9,3,4,0,0,0,0,31,3,5,15,5,0,0,3,0,29,71,144,86,74,60,17,4,0,457,4,4,0,0,0,0,0,0,9,25,44,54,38,27,15,8,0,216,129,339,250,182,130,38,15,0,1091
SSC51225,3,0,0,3,3,0,10,0,0,0,3,3,0,0,0,11,4,7,11,13,7,7,0,0,54,0,4,7,3,9,7,3,0,34,11,13,11,22,13,5,8,0,78,0,0,4,0,0,0,0,0,3,0,0,3,3,0,0,0,0,10,8,13,18,29,13,12,8,0,91,0,0,0,0,0,0,0,0,4,7,3,3,7,5,11,5,0,45,22,29,42,55,32,39,17,3,249
SSC51226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,17,0,4,8,13,6,7,3,0,37
SSC51227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,0,0,0,0,0,3,0,0,3,0,0,0,7,7,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,8,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,11,10,11,0,0,34
SSC51228,0,0,0,3,0,0,11,0,0,0,4,0,0,0,0,6,0,0,6,9,4,5,0,0,27,0,0,0,6,3,4,0,0,17,0,3,3,9,4,5,0,0,26,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,3,3,4,8,4,5,3,0,32,0,0,0,0,0,0,0,0,0,8,0,4,6,5,6,0,0,26,13,10,19,29,19,24,7,0,113
SSC51229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,7,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,7,8,0,0,23
SSC51230,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7
SSC51231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,4,3,0,0,0,0,25
SSC51232,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,4,7,0,0,27,0,4,9,8,8,3,4,0,37,3,15,12,10,31,31,3,0,106,0,0,0,4,4,0,0,0,8,0,0,3,3,3,0,0,0,12,3,12,16,16,39,32,3,0,124,0,0,0,0,0,0,0,0,5,19,8,10,14,22,25,15,3,115,24,30,36,47,77,66,26,10,310
SSC51233,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,12,0,4,0,0,0,27,0,3,3,3,0,0,0,0,12,0,5,12,6,5,3,0,0,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,6,5,3,3,0,37,0,0,0,4,0,0,0,0,4,0,5,10,5,7,3,0,0,35,0,19,43,19,15,8,3,0,114
SSC51234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,8,6,0,4,0,0,21,0,0,0,0,0,0,0,0,0,6,0,5,3,0,0,3,0,16,7,0,12,9,3,6,3,0,47
SSC51235,0,3,3,3,0,0,20,0,9,8,11,3,5,0,0,37,3,31,42,38,28,24,14,0,190,14,30,38,46,40,28,14,3,214,73,165,165,157,118,84,35,11,811,24,8,6,9,4,0,0,0,67,4,13,10,8,9,22,0,0,78,102,184,186,179,135,107,39,13,947,0,4,3,0,5,4,0,0,25,63,66,68,68,64,87,79,20,514,177,333,356,347,274,259,151,45,1943
SSC51236,0,0,7,0,0,0,9,0,0,3,3,0,0,0,0,4,0,7,14,12,11,3,3,0,54,3,4,11,12,20,3,0,0,50,18,34,43,47,25,3,3,0,176,0,3,3,0,3,0,0,0,15,0,0,3,4,3,0,0,0,8,19,35,52,51,35,4,3,0,203,3,0,0,4,0,0,0,0,3,19,8,20,28,21,15,3,5,113,36,58,103,106,94,25,14,9,436
SSC51237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7
SSC51238,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,4,0,0,0,6,0,3,7,5,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,8,11,3,3,0,0,33,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,3,0,19,4,5,9,21,14,3,5,0,64
SSC51239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,3,4,4,0,0,0,0,12,0,4,3,5,3,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,6,6,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,22,17,7,6,0,0,0,56,8,32,25,17,9,3,0,0,99
SSC51240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,13,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,3,4,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,4,9,11,8,5,0,0,35
SSC51241,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,8,0,3,3,0,0,0,19,0,3,5,3,0,0,0,0,12,11,18,6,16,5,3,0,0,71,4,3,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,9,15,22,15,23,9,3,0,0,85,0,0,0,0,0,0,0,0,0,7,15,8,11,4,3,0,0,43,26,45,31,40,20,6,0,0,166
SSC51242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,4,0,0,0,25,0,0,3,3,3,0,0,0,16,0,5,10,17,12,4,0,0,49,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,11,9,17,12,4,0,0,62,0,0,0,0,0,0,0,0,0,3,3,3,6,7,0,0,0,27,9,23,28,38,27,7,4,0,127
SSC51244,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,5,0,0,3,3,3,0,0,0,8,0,0,6,6,5,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,3,10,5,8,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,3,0,29,7,0,17,14,18,14,7,0,75
SSC51245,4,0,3,7,0,0,14,0,0,0,0,0,3,0,0,8,0,0,6,4,5,7,3,5,38,0,0,0,8,5,9,0,0,32,3,5,8,11,8,3,0,0,34,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,3,4,11,14,9,3,0,0,45,0,0,0,0,0,0,0,0,0,3,5,3,12,4,10,5,0,46,10,11,27,38,30,39,16,5,182
SSC51246,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,3,4,0,0,4,0,0,7,0,4,0,0,4,3,0,0,19,0,3,3,3,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,15,0,11,8,12,23,4,4,3,69
SSC51247,0,0,0,5,0,0,8,0,0,3,4,8,3,0,0,12,3,9,12,15,10,8,0,0,59,4,4,18,14,18,17,11,3,89,16,45,26,35,39,29,17,0,221,3,4,7,3,10,4,0,0,22,0,3,3,0,5,6,7,0,27,22,47,36,43,54,43,28,0,271,0,0,0,0,0,3,0,0,6,6,19,17,20,29,54,20,10,167,34,73,86,95,118,123,63,13,614
SSC51248,42,22,6,0,3,0,98,0,26,27,9,6,0,0,0,72,22,182,129,56,25,13,0,0,429,5,80,109,71,47,6,3,0,323,61,291,196,146,92,12,0,0,809,9,18,11,3,3,0,0,0,45,5,17,23,8,9,0,0,0,53,79,319,222,160,105,16,0,0,902,0,8,5,4,0,3,0,0,31,71,138,105,107,78,31,3,4,531,171,785,639,428,267,71,12,4,2378
SSC51249,36,31,20,10,0,0,122,3,9,27,38,13,3,0,0,95,49,158,194,151,75,40,19,8,689,75,145,257,274,137,46,25,3,957,286,525,532,576,292,132,49,13,2395,59,49,30,24,9,6,0,0,184,33,43,54,49,39,18,9,0,246,375,622,607,641,340,161,56,11,2818,9,5,9,16,15,8,3,0,72,174,176,171,191,117,85,102,107,1119,674,1136,1302,1339,722,354,210,126,5862
