SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC51126,0,0,4,0,0,0,7,0,0,0,0,3,0,0,0,8,0,8,16,10,5,11,4,0,49,4,6,0,11,15,4,0,0,40,14,24,40,31,25,14,3,0,144,4,0,0,0,0,0,0,0,7,0,3,7,3,0,3,0,0,14,22,22,42,32,24,17,3,0,167,0,0,0,0,0,0,0,0,0,12,7,18,10,10,8,5,0,66,35,45,74,60,63,36,7,3,334
SSC51127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,3,0,3,0,0,7
SSC51128,59,67,50,40,4,0,286,0,21,19,23,23,14,3,0,102,52,212,145,137,125,108,34,7,822,7,38,29,59,61,66,28,5,295,12,51,30,44,48,31,12,3,237,0,4,0,3,4,4,0,0,21,0,4,3,13,10,16,7,0,57,16,62,40,55,63,51,19,7,312,0,0,0,3,8,5,3,0,24,23,69,56,45,51,67,45,28,389,105,453,353,397,384,349,136,48,2233
SSC51129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,3,3,0,0,13,3,0,4,4,4,3,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,6,5,3,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,3,4,8,10,13,11,5,0,53
SSC51130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,3,7,8,5,3,0,0,25
SSC51131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,3,0,17
SSC51132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,11,0,0,3,0,3,0,0,0,7,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,3,3,11,4,5,0,0,0,31
SSC51133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,3,3,0,12
SSC51134,17,25,21,0,0,0,69,0,0,3,6,5,4,0,0,19,33,68,53,62,25,8,4,3,245,8,10,15,39,24,11,3,0,102,22,22,26,44,36,12,7,0,172,4,3,0,3,3,0,0,0,13,3,0,3,11,11,3,0,0,29,34,24,29,55,53,18,9,0,219,0,0,3,3,0,0,0,0,8,4,8,11,13,12,3,4,0,59,79,116,134,193,131,47,19,8,725
SSC51135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,3,0,0,11
SSC51136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11
SSC51137,166,134,74,24,17,0,555,6,69,68,72,46,19,3,0,293,143,689,527,343,214,78,26,0,2015,39,144,130,127,108,59,19,5,639,84,191,123,123,112,55,44,15,739,20,14,5,16,4,3,0,0,57,14,16,18,29,22,11,5,4,111,113,216,142,172,137,64,51,19,908,3,10,7,7,6,0,3,5,47,65,135,93,112,98,64,60,57,698,373,1400,1143,969,689,313,173,90,5156
SSC51138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,6,7,0,0,0,17,0,0,3,0,0,0,0,0,6,5,6,3,6,3,0,0,0,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,5,5,6,7,3,0,0,32,0,0,0,0,0,0,0,0,0,3,8,8,7,7,4,3,0,40,10,20,21,20,24,9,4,0,104
SSC51139,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,12
SSC51140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,13,0,0,0,4,0,0,0,0,10,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,3,6,11,13,7,3,0,0,40
SSC51141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,0,0,0,10
SSC51142,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,5,0,0,0,7,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,3,0,12,3,3,6,10,8,8,3,0,40
SSC51143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,17,0,0,3,3,0,0,0,0,8,0,3,7,12,7,6,0,0,34,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,11,7,6,0,0,36,0,0,0,0,0,0,0,0,4,0,0,5,0,3,3,3,0,19,4,9,21,12,15,8,0,0,77
SSC51144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC51145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC51146,0,0,0,3,0,0,5,0,0,0,0,3,0,0,0,10,3,5,6,8,6,11,7,3,46,0,5,0,11,21,13,4,0,54,9,21,37,17,40,19,10,4,160,3,3,0,0,0,0,0,0,6,0,0,4,0,3,3,0,0,14,16,28,44,16,41,21,13,4,185,0,0,0,0,0,3,0,0,9,11,6,5,11,9,17,10,3,70,29,43,61,47,84,66,35,13,375
SSC51147,11,14,20,3,3,0,69,3,8,17,7,6,9,0,0,49,21,89,90,51,62,26,8,3,342,10,41,59,61,65,43,17,3,296,102,182,167,160,161,95,39,10,912,36,26,20,5,14,3,7,0,105,14,8,17,21,28,11,3,0,106,150,219,199,184,206,109,52,13,1131,0,3,5,7,10,9,7,0,37,102,72,96,104,136,131,101,71,799,280,447,468,433,498,320,174,91,2715
SSC51148,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,4,12,6,3,6,3,0,40,0,4,0,6,14,3,9,3,41,10,10,10,34,30,22,3,0,115,0,0,4,0,4,0,0,0,10,0,0,3,3,0,0,0,0,7,11,10,14,31,31,24,3,0,131,0,0,0,0,0,0,0,0,4,6,0,11,13,26,16,22,18,120,24,24,40,58,74,53,39,20,338
SSC51149,21,15,10,5,0,0,84,0,12,7,3,3,0,0,0,28,18,160,46,13,9,9,4,0,257,12,53,21,10,6,5,0,0,107,24,43,10,7,5,0,0,0,96,6,3,0,0,0,0,0,0,12,3,6,0,0,3,0,0,0,7,26,48,10,8,11,0,0,0,118,7,8,3,0,0,0,0,0,14,66,190,73,41,25,6,7,0,408,133,509,184,88,62,24,15,3,1021
SSC51150,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,3,5,3,4,0,3,0,17,0,0,3,0,4,0,0,0,6,3,7,9,14,4,4,0,0,42,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,6,3,7,9,15,9,8,0,0,52,0,0,0,0,0,0,0,0,3,3,6,4,3,4,3,3,0,27,10,16,17,28,20,9,6,0,120
SSC51151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
SSC51152,0,0,4,0,0,0,6,0,0,0,0,5,0,0,0,3,0,3,8,7,4,3,0,0,22,0,0,0,5,0,3,0,0,10,4,4,5,9,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10,3,6,11,9,7,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,15,8,7,25,25,26,9,0,0,106
SSC51153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9
SSC51154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,7,7,0,0,0,18
SSC51155,0,3,3,0,0,0,16,0,5,7,0,0,0,0,0,11,3,32,24,15,5,0,0,0,83,5,25,26,22,6,0,0,0,93,35,208,126,120,48,5,0,0,547,5,11,3,3,0,0,0,0,27,0,10,8,8,7,0,0,0,26,40,228,137,129,52,5,0,0,597,0,4,4,0,0,0,0,0,6,18,93,66,60,32,8,0,0,269,67,392,270,231,106,12,0,0,1080
SSC51156,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,5,6,3,0,21
SSC51157,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,7,0,3,0,0,13,0,9,7,8,10,3,0,0,44,18,33,15,29,22,7,3,0,132,7,3,3,0,3,0,0,0,27,0,0,0,3,3,0,0,0,8,30,43,19,37,22,9,4,0,166,0,0,0,3,3,4,0,0,12,34,26,24,29,24,22,5,0,165,68,83,57,86,56,41,17,7,403
SSC51158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,8,0,0,4,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,7,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,14,3,7,6,5,16,6,3,3,52
SSC51159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,3,0,0,0,0,7,0,3,0,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,4,0,5,3,3,3,0,0,12,0,3,7,13,6,10,7,0,45
SSC51161,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,4,3,0,0,0,0,19,0,4,3,7,3,3,0,0,18,0,6,4,11,4,3,0,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,4,0,6,3,9,8,7,0,0,41,0,0,0,0,0,0,0,0,0,0,12,3,0,8,12,0,0,33,4,24,22,22,17,22,4,0,116
SSC51162,5,3,0,3,3,0,23,0,11,0,5,0,3,0,0,13,4,36,23,17,3,0,0,0,85,0,11,9,12,3,3,0,0,41,10,15,9,13,5,0,3,0,60,4,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,3,10,15,12,14,7,0,3,0,72,0,0,0,0,0,0,0,0,0,4,11,8,6,3,3,4,0,44,24,88,53,58,24,18,18,0,280
SSC51163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51164,7,12,12,0,0,0,39,0,3,10,13,7,0,0,0,25,15,24,52,56,18,12,5,0,195,11,22,38,50,26,10,3,0,174,59,67,93,133,95,46,3,0,493,14,3,3,5,5,0,0,0,27,3,4,14,13,14,0,0,0,50,76,76,106,152,115,46,5,0,568,3,0,3,3,0,0,0,0,13,18,14,18,35,22,18,7,3,129,127,137,235,321,204,94,24,5,1144
SSC51165,5,12,3,3,3,0,28,0,4,3,3,9,3,0,0,29,0,12,15,24,23,22,15,3,120,0,3,12,19,22,12,12,3,87,7,32,19,37,13,14,10,0,139,3,0,4,0,0,0,0,0,6,0,5,6,7,11,4,3,0,31,12,28,29,46,22,18,14,0,172,0,0,0,3,0,3,0,0,7,12,7,11,13,19,19,15,3,103,28,60,79,120,105,83,59,12,544
SSC51166,66,71,49,16,10,3,244,6,17,26,51,27,17,0,0,143,97,177,250,298,160,86,26,0,1104,33,66,130,212,167,79,28,4,716,112,136,192,269,249,139,46,6,1145,17,10,11,9,9,6,0,0,59,6,13,32,42,32,19,7,0,162,142,156,230,318,295,166,52,6,1368,0,3,5,20,16,6,5,0,71,70,28,41,77,75,54,28,9,387,356,478,746,1055,784,425,150,25,4023
SSC51167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,17
SSC51168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,8,0,7,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,3,0,0,0,19
SSC51169,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,7,4,3,5,0,0,0,20,0,3,3,0,4,0,3,0,16,8,10,8,12,4,6,0,0,49,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,9,10,8,13,4,11,0,0,58,0,0,0,0,0,0,0,0,3,0,3,3,0,11,4,8,0,31,16,26,26,22,22,16,9,0,134
SSC51170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,0,0,0,3,4,3,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,5,4,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,5,7,5,7,12,0,0,31
SSC51171,3,0,0,0,0,0,8,0,0,3,3,0,0,0,0,11,3,24,9,8,7,0,0,0,56,0,7,10,5,9,4,0,0,38,12,43,44,31,29,5,3,0,166,3,3,0,0,0,0,0,0,7,4,4,7,0,7,0,0,0,13,17,52,53,28,33,5,3,0,188,0,0,0,0,0,0,0,0,0,17,20,19,28,36,7,3,0,126,42,107,93,77,84,15,8,0,426
SSC51172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10
SSC51173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51174,4,3,0,0,0,0,6,0,3,3,0,0,0,0,0,4,3,15,19,13,7,9,0,0,79,10,15,20,18,14,6,4,0,83,45,88,57,69,43,32,16,0,352,20,8,6,6,3,0,0,0,47,8,11,14,6,5,3,0,0,48,77,107,81,75,58,33,15,0,446,3,0,4,3,0,0,3,0,16,35,23,20,23,21,38,23,9,197,126,163,146,135,105,90,45,18,835
SSC51175,0,6,0,0,0,0,5,0,0,0,0,3,0,0,0,5,7,14,5,5,13,6,0,0,49,6,0,0,19,14,7,0,0,48,15,21,20,30,44,14,7,0,149,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,8,15,20,23,28,50,22,7,0,164,0,0,0,0,0,0,0,0,7,3,3,8,21,23,19,10,4,90,30,44,40,77,106,54,21,4,368
SSC51176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,9
SSC51177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9
SSC51178,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,3,3,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,10,8,4,15,11,5,3,0,0,47
SSC51179,13,8,3,0,0,0,36,0,8,7,9,4,0,0,0,36,13,66,53,24,23,11,3,0,203,23,47,59,44,44,16,0,0,232,87,177,147,121,95,67,36,12,734,20,25,10,7,5,4,0,0,70,7,12,18,18,11,13,6,0,79,113,210,178,147,110,80,37,12,889,3,3,3,5,12,4,3,0,34,63,73,73,92,76,67,42,14,501,219,419,382,337,269,184,97,25,1924
SSC51180,66,16,5,3,0,0,209,0,29,14,14,3,0,0,0,66,89,434,134,49,48,19,3,0,781,48,157,78,32,44,25,9,0,384,55,168,91,65,41,33,13,7,467,10,10,8,4,3,4,0,0,44,3,17,18,9,10,3,3,0,74,67,198,119,84,57,39,14,7,580,5,11,10,6,3,4,0,0,40,39,108,58,46,52,30,27,14,374,253,1057,475,240,204,120,57,19,2431
SSC51181,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,19,0,0,0,0,3,0,0,0,12,0,0,5,3,0,4,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5,3,0,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,19,4,3,14,14,16,12,3,0,65
SSC51182,66,42,24,17,0,0,196,7,35,48,37,24,10,0,0,165,66,349,321,150,119,61,16,4,1090,20,138,148,121,127,75,12,3,645,109,320,290,234,228,156,47,11,1392,24,14,12,13,7,9,0,0,74,5,18,26,27,28,11,11,3,133,137,345,328,280,266,177,56,20,1604,4,3,15,7,11,15,4,0,58,37,66,63,58,74,71,40,15,420,279,969,994,691,650,427,122,35,4167
SSC51183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,3,0,3,3,0,0,9,3,0,6,5,4,3,0,0,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,5,4,3,0,0,29,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,3,0,15,8,5,15,20,11,8,6,0,66
SSC51184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,3,5,4,3,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,4,7,6,3,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,15,8,8,7,17,6,0,0,0,53
SSC51185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,4,6,0,0,0,0,0,13
SSC51186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,3,0,17,3,6,0,9,5,9,3,0,32
SSC51187,93,55,46,23,6,0,279,3,51,51,49,40,11,8,0,206,67,404,330,209,139,63,26,0,1237,29,103,152,116,92,57,26,9,590,84,189,157,154,101,93,48,20,850,15,8,12,8,9,0,3,0,57,7,10,24,24,17,13,8,3,120,105,211,199,183,133,108,57,27,1025,4,11,4,9,8,12,4,3,55,47,78,64,73,58,63,66,41,488,253,907,902,700,516,337,193,80,3886
