SSC_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC12276,0,0,9,3,0,5,0,0,0,17,0,0,7,4,4,8,0,4,0,26,35,34,63,115,106,89,22,8,0,465
SSC12277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,16
SSC12278,0,8,7,12,7,5,3,0,0,43,0,4,3,7,8,4,3,0,0,32,73,73,199,219,212,134,24,3,0,931
SSC12279,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,8,3,0,15,34,30,35,9,4,0,125
SSC12280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,28
SSC12281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7,19,5,3,0,0,42
SSC12282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC12283,0,0,5,0,9,0,3,0,0,19,0,0,0,4,3,8,0,0,0,14,13,16,52,70,120,115,30,8,0,413
SSC12284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9
SSC12285,0,3,8,0,3,3,0,0,0,15,0,3,9,4,0,3,0,3,0,22,5,54,171,121,82,63,44,6,0,550
SSC12286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,0,20
SSC12287,15,35,63,42,37,45,8,3,0,245,10,22,50,32,44,36,19,8,0,222,320,523,1113,963,1002,940,189,22,3,5079
SSC12288,3,0,0,3,0,3,0,0,0,9,0,0,0,0,4,7,3,0,0,14,26,11,50,42,93,77,20,8,0,330
SSC12289,3,10,11,7,11,13,3,0,0,50,4,7,6,5,14,8,0,0,0,43,72,94,178,230,324,280,57,4,0,1235
SSC12290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,13,16,0,0,0,45
SSC12291,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,9,12,8,23,17,0,0,0,72
SSC12292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12293,9,13,30,21,22,17,8,3,0,130,11,17,43,25,36,30,6,0,0,170,221,327,705,712,891,709,161,24,3,3751
SSC12294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,4,0,4,0,0,21
SSC12295,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,5,16,17,24,30,6,0,0,112
SSC12296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,12,21,12,13,0,0,63
SSC12297,0,24,73,63,45,43,9,3,0,260,3,18,73,84,46,29,19,0,0,271,164,664,2030,2382,1565,894,228,22,0,7952
SSC12298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,4,0,0,33
SSC12300,0,3,3,8,10,9,3,0,0,34,0,4,10,10,8,12,6,0,0,42,33,58,141,162,215,222,48,6,0,888
SSC12301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,9,13,0,0,0,0,29
SSC12303,3,3,16,18,19,20,3,0,0,76,7,3,14,47,27,16,4,3,0,127,207,180,478,751,795,626,137,13,0,3179
SSC12304,4,0,9,16,9,3,9,0,0,42,3,5,13,19,11,3,3,0,0,55,86,103,189,320,288,207,83,3,0,1278
SSC12305,6,5,9,13,9,8,4,0,0,60,3,13,22,36,19,19,8,3,0,116,80,145,424,340,317,196,55,10,0,1559
SSC12306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,0,13
SSC12307,0,10,5,7,13,3,0,0,0,40,18,25,35,32,31,20,0,0,0,153,107,183,285,270,330,174,28,4,0,1377
SSC12308,4,21,37,29,37,31,3,0,0,166,14,33,64,61,48,38,5,0,0,258,199,450,1106,939,814,665,154,3,0,4331
SSC12309,0,7,9,12,14,12,4,0,0,53,3,3,15,7,16,12,13,3,0,76,77,118,242,335,414,415,183,23,0,1818
SSC12310,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,20
SSC12311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,10
SSC12312,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,6,4,10,9,17,17,12,6,3,0,78
SSC12313,0,3,21,15,14,5,0,0,0,52,3,7,21,14,14,4,0,0,0,55,52,185,530,409,306,214,48,4,0,1753
SSC12314,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,6,7,6,15,21,0,0,0,69
SSC12315,0,4,13,13,9,5,0,0,0,37,3,3,22,12,12,3,0,0,0,59,27,90,361,359,203,126,20,0,0,1172
SSC12316,9,32,101,68,57,53,9,0,0,326,19,93,285,151,119,107,8,3,0,781,230,1035,2993,1834,1630,1207,171,10,0,9121
SSC12317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12318,0,3,3,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,9,14,17,27,40,47,28,13,0,0,180
SSC12319,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,3,5,5,15,27,49,39,12,8,0,158
SSC12320,0,0,0,4,0,0,0,0,0,15,0,3,3,9,9,11,8,0,0,38,16,41,101,115,158,131,58,7,0,628
SSC12321,0,0,4,3,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,7,22,17,31,53,52,56,10,0,0,242
SSC12322,5,3,3,0,9,4,3,0,0,36,0,3,0,6,4,14,0,0,0,31,59,81,85,140,180,152,48,12,0,750
SSC12323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,11,25,18,6,0,0,71
SSC12324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10
SSC12325,4,12,23,31,27,13,0,0,0,111,3,7,27,35,44,22,8,0,0,144,96,235,689,1153,1006,515,134,5,0,3836
SSC12326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12327,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,4,0,8,22,3,0,0,46
SSC12328,0,0,5,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,4,30,17,38,27,3,0,0,134
SSC12329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC12330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,13,8,12,9,7,3,0,60
SSC12331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,0,0,0,29
SSC12332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12333,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,12,12,31,25,13,0,0,97
SSC12334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,6,5,0,0,25
SSC12335,0,0,0,0,0,0,0,0,0,4,3,0,0,5,10,0,0,0,0,15,9,18,43,47,60,60,10,3,0,254
SSC12336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,14,14,24,22,33,20,3,0,133
SSC12337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8
SSC12338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3
SSC12339,3,8,17,30,25,16,6,0,0,106,5,12,26,43,40,33,13,4,0,169,189,394,837,1008,1179,743,241,33,3,4629
SSC12340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,9,0,0,0,25
SSC12341,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,3,0,0,0,14,7,17,10,38,56,37,11,5,0,186
SSC12342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12343,7,9,24,21,26,17,3,0,0,107,7,8,6,11,15,22,7,0,0,77,206,235,378,559,633,438,64,3,0,2517
SSC12344,0,4,14,9,15,6,0,0,0,60,0,9,8,10,10,8,3,0,0,49,89,136,273,273,294,215,44,0,0,1322
SSC12345,0,6,8,3,9,10,4,0,0,46,0,0,6,6,5,10,0,0,0,31,41,81,204,217,209,180,49,4,3,986
SSC12346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,11,6,27,6,0,0,57
SSC12347,11,13,21,15,14,10,5,0,0,88,8,9,18,15,7,18,6,8,0,77,127,185,358,369,416,349,89,8,0,1903
SSC12348,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,0,4,6,3,0,0,0,21
SSC12349,0,7,10,19,21,13,0,4,0,73,3,6,26,22,16,13,5,0,0,90,49,126,470,564,426,296,100,15,0,2044
SSC12350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,18,14,3,0,0,69
SSC12351,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,4,12,23,18,10,0,0,68
SSC12352,0,0,3,4,3,0,0,0,0,13,0,0,0,0,3,6,6,0,0,13,16,13,24,49,74,64,22,0,0,264
SSC12353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,11
SSC12354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,3,4,0,0,29
SSC12355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC12356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,3,15,21,17,12,3,0,0,76
SSC12357,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,16,4,0,0,28
SSC12358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,0,0,21
SSC12359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,0,0,18
SSC12360,0,0,3,6,3,4,0,0,0,15,0,0,4,3,3,4,0,0,0,18,26,33,83,53,90,63,12,0,0,361
SSC12361,5,39,82,76,55,33,6,0,0,305,17,78,184,136,110,61,14,3,0,620,254,919,2497,2111,1541,982,173,19,0,8499
SSC12362,5,5,8,10,12,4,4,0,0,44,4,4,3,7,5,5,0,0,0,27,80,94,167,288,287,180,18,3,0,1124
SSC12363,0,7,7,12,10,0,3,0,0,35,3,11,9,12,12,4,0,0,0,56,62,102,121,186,151,97,49,3,0,771
SSC12364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,12,16,15,12,0,4,61
SSC12365,0,3,0,5,3,0,0,0,0,21,0,3,3,4,4,0,3,0,0,11,21,49,105,123,81,63,9,0,0,459
SSC12366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,13
SSC12367,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,12,27,34,47,26,5,0,0,164
SSC12368,0,3,6,4,5,3,0,0,0,25,0,0,3,0,3,5,0,4,0,16,28,34,59,61,92,88,16,9,0,388
SSC12369,0,0,0,0,0,0,0,0,0,9,0,0,0,4,6,0,0,0,0,12,21,36,56,73,101,93,46,10,3,432
SSC12370,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,18
SSC12371,3,6,11,19,23,15,6,0,0,86,3,3,16,19,15,5,8,0,0,70,132,169,353,534,507,257,71,5,0,2030
SSC12372,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,8,5,12,17,8,7,0,0,52
SSC12373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,15,15,8,7,0,0,53
SSC12374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,11,16,7,0,0,40
SSC12375,8,18,21,17,20,18,7,0,0,109,5,12,23,18,25,18,5,3,0,114,141,237,355,381,453,303,81,5,0,1965
SSC12376,0,0,10,8,8,5,0,0,0,27,0,0,3,0,3,3,0,0,0,21,42,23,104,108,127,134,21,8,0,563
SSC12377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,13,9,3,0,0,43
SSC12378,3,12,27,24,25,17,0,3,0,113,8,15,22,28,33,15,10,0,0,130,134,237,560,540,569,417,100,4,0,2561
SSC12379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,12
SSC12380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
