SSC_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC60098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60099,0,0,6,3,4,3,0,0,0,20,0,0,6,8,3,3,0,0,0,22,26,36,86,98,130,84,9,0,0,474
SSC60100,0,0,0,0,0,0,3,0,0,9,0,0,0,0,3,0,0,0,0,4,10,6,17,20,32,19,4,0,0,105
SSC60101,0,0,5,3,0,4,0,0,0,11,0,0,0,0,3,0,0,0,0,9,17,26,52,48,62,57,15,0,0,273
SSC60102,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,3,7,9,19,22,4,0,0,67
SSC60103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,6,10,0,0,0,0,20
SSC60104,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,14,6,13,11,4,3,0,62
SSC60105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SSC60108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,11
SSC60109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,7,0,0,0,26
SSC60110,0,9,13,12,3,4,0,0,0,46,0,0,10,6,6,0,3,0,0,30,46,89,207,169,162,94,14,0,0,781
SSC60111,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,3,7,15,9,14,0,0,0,57
SSC60112,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,5,3,15,15,20,11,7,0,0,85
SSC60113,9,28,29,18,20,8,3,3,0,122,6,12,34,27,24,14,0,0,0,128,192,314,747,646,712,492,86,12,5,3205
SSC60114,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,7,11,15,25,6,0,0,64
SSC60115,0,0,8,0,0,3,0,0,0,14,0,3,3,3,0,0,0,0,0,14,15,27,63,57,66,51,8,0,0,289
SSC60116,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,10,5,23,29,22,7,0,0,98
SSC60117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,3,0,0,0,21
SSC60118,0,0,0,7,4,0,0,0,0,13,0,0,0,6,3,0,0,0,0,6,10,9,65,81,88,62,4,0,0,325
SSC60119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,4,0,0,0,19
SSC60120,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,9,12,14,28,31,9,0,0,112
SSC60121,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,5,7,41,37,26,33,9,3,0,157
SSC60122,0,3,3,0,3,4,0,0,0,18,0,0,3,5,0,3,0,0,0,16,13,20,48,65,82,61,12,0,0,298
SSC60123,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,10,8,12,10,0,0,0,47
SSC60124,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,3,16,35,39,16,3,0,0,122
SSC60125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,6,4,0,0,20
SSC60126,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,15,19,38,45,43,57,13,0,0,222
SSC60127,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,9,18,7,19,19,0,0,0,78
SSC60128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12
SSC60129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC60130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,5
SSC60131,0,0,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,30,28,29,27,5,0,0,138
SSC60132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,20,8,0,0,0,0,0,44
SSC60133,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,5,30,38,61,45,3,0,0,193
SSC60134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60135,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,3,7,15,3,3,0,0,26
SSC60136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,11,0,0,0,38
SSC60137,0,0,0,3,6,0,0,0,0,8,0,0,0,0,3,0,0,0,0,7,6,9,54,83,55,43,4,0,0,255
SSC60138,0,0,9,3,3,0,0,0,0,19,0,3,3,3,3,4,0,0,0,17,21,36,94,113,114,96,19,0,0,490
SSC60139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,14,0,0,0,0,31
SSC60140,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,8,11,8,27,0,3,0,67
SSC60141,0,0,6,0,0,0,4,0,0,8,0,0,0,7,0,4,0,0,0,18,10,31,86,56,101,74,22,3,3,388
SSC60142,0,0,5,0,8,3,0,0,0,23,0,0,0,3,5,3,3,0,0,19,29,40,83,113,131,105,32,8,0,541
SSC60143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,7,3,0,0,36
SSC60144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,10,14,4,3,3,0,46
SSC60145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60146,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,12,18,13,30,7,0,0,89
SSC60147,3,3,3,4,6,4,4,0,0,32,0,3,8,3,10,6,4,0,0,41,59,89,170,176,248,194,56,15,4,1006
SSC60148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,0,0,17
SSC60149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,4,11,18,3,0,0,40
SSC60150,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,14
SSC60151,0,3,6,3,3,3,0,0,0,14,0,0,3,0,6,0,0,0,0,10,10,18,56,54,62,30,4,0,0,238
SSC60152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60153,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,10,16,30,51,14,0,0,127
SSC60154,0,0,0,3,12,4,0,0,0,17,0,0,0,3,3,3,4,0,0,11,14,17,21,37,59,62,11,0,0,217
SSC60155,3,25,51,51,43,32,18,0,0,233,8,14,40,35,37,24,11,5,6,180,338,441,1058,1019,1214,880,201,22,3,5175
SSC60156,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,6,18,47,38,83,64,14,0,0,270
SSC60157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60158,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,3,0,6,14,15,0,0,0,50
SSC60159,3,8,6,8,16,7,0,0,0,55,4,0,3,10,10,5,0,0,0,29,56,71,180,244,300,234,42,0,0,1128
SSC60160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,15,3,0,0,28
SSC60161,0,3,4,6,0,3,0,0,0,20,0,0,0,0,0,0,3,0,0,3,22,19,43,88,66,57,10,3,0,311
SSC60162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,3,0,0,22
SSC60163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60164,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,9,9,26,49,49,74,76,20,0,0,307
SSC60165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,8,25,25,15,15,3,0,0,104
SSC60166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,13,8,13,11,0,0,0,45
SSC60167,0,3,3,3,0,0,0,0,0,18,0,4,0,3,0,5,0,0,0,13,29,28,52,81,95,63,12,0,0,354
SSC60168,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,8,15,15,23,31,24,4,0,0,125
SSC60169,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,5,13,26,27,18,28,7,0,0,119
SSC60170,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,6,7,18,7,0,0,54
SSC60171,0,3,5,3,3,0,0,0,0,17,0,0,7,3,0,0,0,0,0,10,48,99,157,124,101,79,33,0,0,639
SSC60172,0,0,0,0,3,0,0,0,0,6,0,4,0,0,0,0,0,0,0,3,7,16,11,13,39,20,0,0,0,111
SSC60173,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,7,14,21,33,47,16,0,0,140
SSC60174,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,8,6,16,22,21,3,4,0,77
SSC60175,3,6,18,10,16,6,0,0,0,64,3,6,18,9,14,19,5,0,0,67,78,106,233,215,316,247,70,8,0,1268
SSC60176,0,6,9,14,3,3,0,0,0,33,0,3,4,0,5,3,0,0,0,18,48,74,176,217,255,195,54,3,0,1024
SSC60177,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,3,4,10,19,8,3,0,0,56
SSC60178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,10,0,0,0,19
SSC60180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,14,11,11,16,10,3,3,0,67
SSC60181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,14
SSC60182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,15,3,0,0,29
SSC60183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,10,9,15,17,0,0,0,58
SSC60184,0,0,4,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,8,10,7,74,45,22,23,3,0,0,177
SSC60185,3,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,10,3,15,29,28,25,3,0,0,120
SSC60186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,14,21,21,6,3,0,83
SSC60187,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,10,7,14,34,44,26,8,0,0,145
SSC60188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,4,0,0,21
SSC60189,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,8,11,14,25,19,18,0,0,0,88
SSC60190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,9,4,0,0,32
SSC60191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,4,0,0,0,21
SSC60192,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,10,17,29,31,19,7,3,0,110
SSC60193,0,0,0,3,4,7,0,0,0,24,0,3,0,10,11,3,3,0,0,35,26,42,54,104,153,144,30,10,0,568
SSC60194,0,3,3,3,3,3,0,0,0,14,0,0,0,0,3,0,0,0,0,7,11,18,40,52,73,48,11,0,0,255
SSC60195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,22,12,15,11,0,0,70
SSC60196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,10,5,0,0,42
SSC60197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,22
SSC60198,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,7,0,0,0,16,7,10,51,114,87,70,18,3,0,354
SSC60199,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,10,4,11,26,30,36,8,0,0,119
SSC60200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,10
SSC60201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC60202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60203,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,11,17,22,28,26,0,0,0,109
SSC60204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,15,0,0,0,30
SSC60205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,12,17,3,0,0,40
SSC60206,5,3,4,4,5,8,0,0,0,27,0,0,3,3,3,0,0,0,0,15,27,37,106,104,107,84,10,4,0,476
SSC60207,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,4,0,0,0,14,16,12,41,57,43,53,11,3,0,235
SSC60208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC60209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC60210,0,0,3,3,6,3,3,0,0,19,0,3,4,0,0,0,0,0,0,10,22,17,54,71,80,66,33,3,0,341
SSC60211,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,9,5,10,10,3,0,0,43
SSC60212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,15,0,0,0,28
SSC60213,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,3,10,13,17,0,3,0,55
SSC60214,0,3,3,5,3,3,0,0,0,21,0,0,0,3,3,4,0,0,0,14,11,21,42,92,117,88,16,7,0,395
SSC60215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC60216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC60217,3,0,6,4,4,3,0,0,0,20,0,3,4,3,4,0,0,0,0,21,19,41,80,56,55,44,0,0,0,294
SSC60218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,5,8,18,26,13,3,0,0,72
SSC60219,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,6,8,6,21,16,33,34,12,0,0,129
SSC60220,0,0,3,6,0,0,0,0,0,15,0,0,3,4,3,0,0,0,0,9,14,17,39,75,82,51,10,0,0,287
SSC60221,0,3,4,4,4,4,0,0,0,22,3,9,5,0,10,3,0,0,0,33,15,36,62,105,132,88,29,3,0,475
SSC60222,3,10,12,5,22,10,0,0,0,59,4,0,5,6,13,11,0,0,0,45,84,103,312,351,368,297,48,4,0,1571
SSC60223,0,8,3,0,10,6,3,4,0,31,4,6,9,13,13,22,3,0,0,72,57,109,203,237,314,262,51,9,3,1238
SSC60224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,3,14,5,14,3,0,0,50
SSC60225,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,13,13,3,0,0,41
SSC60226,0,0,3,3,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,15,35,76,56,77,44,10,0,0,319
SSC60227,0,0,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,18,17,42,79,62,43,7,4,0,275
SSC60228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,3,4,0,0,25
SSC60229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,14,15,13,14,5,0,0,73
SSC60230,0,0,3,7,0,3,0,0,0,14,0,0,0,3,3,0,0,0,0,10,11,10,26,47,76,45,16,0,0,226
SSC60231,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,11,13,20,32,20,0,0,0,102
SSC60232,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,9,7,4,8,4,0,0,35
SSC60233,10,18,48,32,34,32,11,0,0,179,7,19,38,33,32,21,6,0,3,153,230,410,887,850,854,631,109,9,6,3986
SSC60234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,15
SSC60235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,9,4,16,29,10,5,0,0,78
SSC60236,0,0,8,4,5,0,0,0,0,16,0,0,7,6,6,6,0,0,0,21,12,36,87,78,85,76,5,0,0,386
SSC60237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,4,17,16,17,3,0,0,64
SSC60238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC60239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,6,3,8,0,0,0,29
SSC60240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,7,3,3,0,36
SSC60241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,15
SSC60242,0,3,3,9,15,0,0,0,0,29,3,5,6,7,13,3,5,0,0,39,71,71,123,218,233,159,32,0,0,911
SSC60243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,13,12,8,0,0,0,45
SSC60245,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,17,5,10,8,7,0,0,53
SSC60246,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,10,19,23,55,64,52,6,0,0,232
SSC60247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,0,0,0,27
SSC60248,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,3,4,4,0,0,0,21
SSC60249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,6,3,12,24,5,0,0,51
SSC60250,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,4,12,24,26,10,5,0,0,90
SSC60251,0,0,3,12,4,5,0,0,0,24,3,0,0,3,3,0,0,0,0,15,31,19,52,99,104,79,15,3,0,409
SSC60252,0,0,3,0,3,0,0,0,0,9,0,0,3,0,3,0,0,0,0,8,15,6,47,59,50,36,8,0,0,228
SSC60253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60254,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,8,17,14,21,3,0,0,67
SSC60255,0,5,3,13,3,15,0,0,0,39,0,3,4,7,12,8,5,0,0,43,79,98,222,242,267,184,34,0,0,1129
SSC60256,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,8,8,4,27,36,43,22,16,0,3,161
SSC60257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,11,19,19,6,3,0,74
SSC60258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,8,3,0,0,29
SSC60259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,19,14,0,5,0,46
SSC60260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,22
SSC60261,3,0,3,4,3,0,0,0,0,14,7,0,3,3,7,0,0,0,0,17,36,24,54,55,69,44,3,0,0,280
SSC60262,3,3,3,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,9,16,21,43,54,38,24,0,0,207
SSC60263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,13,4,0,0,40
SSC60264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,9,22,3,0,0,62
SSC60265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,15,13,11,0,0,0,59
SSC60266,0,0,0,3,3,0,0,0,0,9,0,3,0,3,4,0,0,0,0,15,15,29,62,57,48,24,3,0,0,232
SSC60267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC60268,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,13
SSC60269,0,0,3,4,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,13,10,30,30,43,39,11,0,0,169
SSC60270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,13,13,20,3,0,0,0,57
SSC60271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,6,0,0,0,20
SSC60272,0,3,5,0,6,0,0,0,0,19,0,3,6,3,0,0,3,0,0,17,23,48,93,64,78,63,11,0,0,379
SSC60273,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,3,0,0,10,11,7,19,66,85,40,8,4,0,254
SSC60274,0,0,11,8,0,3,5,0,0,20,0,4,4,3,3,4,0,0,0,22,20,162,403,165,128,125,32,5,0,1044
SSC60275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,12
SSC60276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,7,3,0,0,0,24
SSC60277,0,0,0,10,3,0,0,0,0,12,0,3,0,4,0,3,0,0,0,9,22,24,53,86,50,34,7,0,0,280
SSC60278,0,0,3,0,5,4,0,0,0,12,3,0,0,0,0,4,0,0,0,5,26,25,43,84,94,56,17,3,0,346
SSC60279,9,5,27,38,26,13,6,0,0,125,0,5,10,20,20,15,10,3,0,85,189,268,758,946,909,675,184,26,0,3965
SSC60280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,0,0,0,14
SSC60281,0,0,0,3,0,3,0,0,0,6,0,4,3,0,0,3,0,0,0,7,10,13,59,52,46,27,3,0,0,215
SSC60282,3,7,17,6,12,8,0,0,0,52,4,3,3,9,16,15,0,0,3,52,56,88,211,210,259,188,38,6,3,1050
SSC60283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC60284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6
SSC60285,4,15,5,4,6,0,0,0,0,34,4,4,3,14,8,4,3,0,0,37,87,182,252,242,256,184,49,4,0,1240
SSC60286,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,3,14,32,30,41,20,10,0,0,149
SSC60287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,9
SSC60288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,3,3,0,0,24
SSC60289,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,8,9,19,17,3,0,0,59
SSC60290,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,9,6,9,17,31,44,30,5,0,0,139
SSC60291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SSC60292,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,4,21,23,28,16,0,0,0,91
SSC60293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,15
SSC60294,0,0,0,3,0,0,0,0,0,9,0,0,3,0,5,0,0,0,0,14,9,5,17,34,43,49,9,0,0,165
SSC60295,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,10,4,17,23,28,6,0,0,92
SSC60296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,6,24,24,3,0,0,77
SSC60297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,12,18,0,0,0,55
SSC60298,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,3,9,15,38,27,44,38,7,0,0,186
SSC60299,0,0,0,7,4,3,0,0,0,16,0,0,0,0,5,6,0,0,0,11,8,9,29,74,114,88,18,3,0,344
SSC60300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6
SSC60301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,8,21,12,0,0,58
SSC60302,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,11,6,11,14,39,26,7,3,0,112
SSC60303,0,4,12,17,17,7,0,0,0,56,0,9,16,11,4,8,0,3,0,52,79,147,371,327,329,224,43,10,0,1517
