SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL31596,18,23,9,13,24,17,16,4,0,137,299,201,132,180,240,192,181,108,8,1552
SAL31597,7,5,10,3,15,13,5,5,0,68,111,86,72,76,143,117,71,27,8,707
SAL31598,5,3,0,4,11,6,4,5,0,47,40,29,30,33,51,67,62,38,3,363
SAL31599,8,3,5,4,0,0,0,0,0,19,10,9,9,4,5,3,4,0,0,52
SAL31600,4,0,0,0,0,0,0,0,0,4,15,10,7,0,21,14,9,3,0,83
SAL31601,224,198,251,233,249,227,197,130,70,1781,2337,1909,2660,2385,2492,2512,2342,1430,573,18643
SAL31602,5,5,0,0,7,4,0,0,0,17,48,21,31,27,71,45,23,11,0,280
SAL31603,0,0,0,0,0,0,0,0,0,0,6,0,5,0,3,4,0,0,0,21
SAL31604,0,0,0,0,0,0,0,0,0,5,42,15,23,16,22,31,17,8,0,170
SAL31605,0,4,5,3,0,0,4,0,0,17,15,3,5,7,14,9,26,11,0,89
SAL31606,66,40,43,33,38,49,49,37,22,380,649,384,378,359,430,495,560,380,176,3809
SAL31607,0,0,0,0,0,0,0,0,0,3,15,15,12,8,28,27,13,14,3,143
SAL31608,32,23,11,26,9,22,6,10,0,135,265,139,113,169,187,240,189,105,17,1429
SAL31609,26,13,9,11,13,6,3,0,0,70,150,121,89,59,67,46,41,16,0,593
SAL31610,10,11,0,0,13,8,3,0,0,40,56,38,9,30,56,47,28,11,4,293
SAL31611,0,0,7,4,5,3,4,0,0,24,22,4,9,19,18,36,33,12,11,170
SAL31612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12
SAL31613,7,4,4,7,6,3,5,4,0,34,44,33,35,31,40,49,36,23,7,294
SAL31614,8,0,0,3,11,5,4,7,3,43,79,41,27,36,79,82,80,27,9,459
SAL31615,35,6,10,17,13,23,11,5,0,119,224,116,75,154,186,274,211,76,22,1352
SAL31616,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,17
SAL31617,3,0,7,0,5,0,0,0,0,14,14,10,9,11,16,9,15,3,0,96
SAL31618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL31620,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL31621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5
SAL31622,0,0,0,0,0,4,0,0,0,9,0,0,0,4,0,8,3,0,0,21
SAL31623,8,5,21,15,10,3,8,8,0,76,47,20,99,63,38,18,31,10,0,333
SAL31624,10,6,9,3,8,11,8,0,0,52,120,77,90,70,88,110,46,23,7,633
SAL31625,0,0,0,0,0,0,0,5,0,6,21,0,8,10,9,13,9,5,5,69
SAL31626,7,4,0,8,4,15,5,0,4,50,16,40,8,31,66,133,129,63,21,504
SAL31627,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
SAL31628,0,0,3,0,3,4,4,0,0,13,4,8,6,7,19,27,11,8,0,89
SAL31629,25,18,25,34,43,38,16,3,0,207,562,254,301,358,351,340,266,93,30,2551
SAL31630,4,7,0,4,5,9,0,0,0,32,58,42,19,37,63,44,25,16,0,308
SAL31631,65,41,34,49,71,48,22,22,8,351,826,491,596,518,659,603,473,224,55,4446
SAL31632,0,3,0,0,0,6,0,0,0,10,4,18,8,7,17,25,8,11,4,97
SAL31633,0,0,0,0,0,0,0,0,0,0,8,0,5,0,4,0,5,9,0,30
SAL31634,0,0,0,0,0,0,0,0,0,5,4,0,4,5,9,13,3,3,0,34
SAL31635,5,0,3,0,5,5,4,0,0,21,22,14,13,13,26,29,25,19,0,167
SAL31636,0,3,0,0,5,0,3,0,0,14,27,18,14,22,26,14,21,14,8,168
SAL31637,0,0,3,0,3,0,0,0,0,6,13,5,4,4,3,0,0,3,0,36
SAL31638,0,4,4,7,3,0,0,0,0,21,8,10,15,14,13,18,11,0,3,101
SAL31639,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,6
SAL31640,3,0,3,0,0,0,0,0,0,14,34,13,16,22,32,26,30,12,4,185
SAL31641,0,0,0,0,0,0,0,0,0,8,15,8,4,14,17,13,6,0,0,69
SAL31642,13,6,15,5,4,5,5,6,0,55,27,10,19,10,11,14,19,5,0,133
SAL31643,0,0,0,0,0,0,0,0,0,0,10,4,6,8,0,7,0,0,0,27
SAL31644,5,3,8,4,0,0,0,0,0,19,20,43,17,15,0,0,0,0,0,105
SAL31645,0,0,0,0,7,0,0,0,0,8,29,16,10,18,29,10,14,15,0,138
SAL31646,0,3,5,3,3,4,0,0,0,29,3,8,15,11,15,15,4,0,0,63
SAL31647,101,71,82,64,71,35,29,22,9,478,1119,771,900,788,753,621,522,308,133,5905
SAL31648,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,3,0,12
SAL31649,0,0,0,0,0,0,0,0,0,0,5,3,4,5,10,18,25,0,0,69
SAL31650,126,57,67,53,39,25,22,12,0,406,1092,663,698,555,527,432,301,155,41,4471
SAL31651,0,0,0,0,0,4,0,0,0,4,0,6,8,0,6,6,0,0,0,27
SAL31652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,12
SAL31653,6,0,0,0,3,0,10,0,0,22,22,13,3,9,18,17,25,5,3,118
SAL31654,0,0,0,0,5,0,0,0,0,4,7,4,0,0,15,17,4,4,0,51
SAL31655,16,5,7,5,10,18,8,11,0,80,75,58,39,52,70,123,100,46,3,566
SAL31656,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10
SAL31657,0,0,0,0,0,0,0,4,0,5,22,0,13,11,10,7,12,3,6,77
SAL31658,0,0,4,9,5,0,3,0,0,25,15,3,9,14,5,0,10,0,0,58
SAL31659,0,0,0,0,0,0,0,0,0,0,10,5,4,0,7,6,5,4,0,45
SAL31660,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,0,0,0,16
SAL31661,0,0,4,0,0,0,0,0,0,9,30,24,12,17,25,29,25,4,3,179
SAL31662,7,0,0,4,3,6,0,0,0,19,19,16,19,16,21,28,13,5,0,135
SAL31663,0,4,0,0,0,0,0,5,0,4,10,0,3,9,6,4,9,4,0,49
SAL31664,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5
SAL31665,4,4,0,3,6,6,12,4,0,42,84,35,30,51,61,80,49,20,5,416
SAL31666,0,4,3,0,0,0,6,0,0,13,10,11,6,8,17,33,34,9,0,133
SAL31667,144,123,79,98,124,85,94,64,80,900,2024,1350,908,1313,1546,1216,1270,996,447,11068
SAL31668,4,0,0,3,7,8,11,0,0,30,43,16,19,29,33,58,46,15,0,269
SAL31669,0,0,0,0,0,0,0,0,0,3,0,9,31,8,10,3,4,0,0,65
SAL31670,0,0,0,3,0,8,3,0,0,16,21,9,14,12,5,7,7,0,0,81
SAL31671,0,0,0,0,4,0,0,0,0,8,16,11,7,7,22,18,14,10,4,119
SAL31672,5,0,3,0,3,3,0,5,0,16,32,14,21,10,10,17,13,6,0,128
SAL31673,64,10,6,8,13,5,8,4,0,120,172,113,98,71,82,52,31,12,6,640
SAL31674,23,10,8,14,9,7,0,0,0,68,109,67,46,64,84,78,62,40,5,564
SAL31675,0,0,0,0,3,0,0,0,0,7,18,9,11,11,8,19,7,9,0,89
SAL31676,12,7,5,7,13,7,7,3,0,54,102,41,63,56,101,78,66,27,3,538
SAL31677,184,147,130,104,104,60,51,13,4,800,1460,982,887,788,733,562,528,232,49,6210
SAL31678,226,126,166,103,44,46,18,12,9,752,1926,1057,1624,899,609,494,256,119,38,7016
SAL31679,97,52,44,66,79,49,41,18,5,458,1026,613,557,683,765,697,635,296,41,5316
SAL31680,130,69,82,79,60,36,20,8,3,490,1561,839,1069,968,863,696,508,224,40,6764
SAL31681,331,223,206,166,137,70,64,19,6,1220,1999,1396,1528,1174,971,776,591,230,52,8716
SAL31682,9,6,7,7,3,3,0,4,0,31,34,17,31,29,18,24,14,12,0,173
SAL31683,0,0,0,0,5,5,0,0,0,9,33,7,11,15,11,11,3,0,0,98
SAL31684,0,0,0,3,4,0,0,0,0,15,29,15,9,15,29,17,23,6,0,150
SAL31685,81,57,56,62,54,79,43,11,10,466,596,361,411,398,364,460,303,145,88,3124
SAL31686,42,35,23,22,32,32,18,5,6,214,698,377,305,537,525,474,322,189,92,3518
SAL31687,8,8,0,4,3,5,4,0,0,27,26,15,16,8,23,14,4,0,0,113
SAL31688,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8
SAL31689,15,18,10,15,12,12,15,0,0,98,198,89,116,166,153,171,122,46,12,1067
SAL31690,0,0,0,0,0,0,0,0,0,3,15,5,0,7,4,11,13,4,0,55
SAL31691,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,9,0,0,0,21
SAL31692,0,3,0,3,0,0,0,0,0,15,10,8,5,17,12,12,18,3,0,83
SAL31693,4,0,3,0,7,7,3,3,0,32,28,19,16,13,30,41,26,11,3,192
SAL31694,0,0,3,0,4,0,0,4,0,10,39,29,35,16,44,38,29,15,3,236
SAL31695,0,0,0,0,4,0,0,0,0,6,14,9,5,0,9,9,15,12,3,88
SAL31696,4,0,9,0,4,11,5,4,0,32,49,29,32,23,52,60,37,22,7,310
SAL31697,0,0,0,0,0,0,0,0,0,0,3,6,0,3,4,0,6,0,0,21
SAL31698,0,0,0,0,0,0,5,0,0,9,10,0,5,5,0,7,8,0,0,36
SAL31699,8,0,0,3,7,9,3,0,0,32,20,14,0,18,28,47,37,12,4,179
SAL31700,99,58,45,48,54,42,33,35,18,431,862,495,442,440,491,563,476,257,59,4082
SAL31701,9,0,7,0,3,7,7,5,5,40,59,19,34,39,36,77,102,55,17,435
SAL31702,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11
SAL31703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31704,0,0,0,0,0,0,0,0,0,0,13,4,9,5,8,11,3,3,5,56
SAL31705,8,6,0,5,4,4,0,0,0,23,46,21,21,27,50,46,31,11,7,265
SAL31706,25,62,91,41,31,31,17,15,5,317,458,742,1363,669,485,359,251,166,105,4610
SAL31707,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8
SAL31708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,11
SAL31709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL31710,0,0,0,0,0,0,0,0,0,4,0,5,3,0,14,3,5,3,0,39
SAL31711,0,0,0,0,4,0,0,0,0,0,3,4,0,3,14,9,8,5,0,35
SAL31712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL31713,3,0,0,3,0,5,7,0,0,17,27,13,18,18,11,35,22,10,0,155
SAL31714,0,0,0,0,0,3,0,0,0,4,5,5,8,4,0,16,7,3,0,49
SAL31715,0,0,0,0,0,0,0,0,0,8,8,0,0,6,5,4,6,0,0,26
SAL31716,0,0,0,0,0,15,4,4,3,26,4,9,3,11,15,75,88,37,7,247
SAL31717,6,6,0,0,0,0,0,0,0,22,84,52,35,30,26,15,5,0,0,253
SAL31718,3,0,6,0,0,3,0,0,0,17,29,17,20,25,16,29,12,4,0,156
SAL31719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,17
SAL31721,38,62,91,49,26,24,25,11,0,333,797,995,1205,815,661,535,520,356,92,5980
SAL31722,14,0,3,9,11,15,14,0,0,78,158,73,85,119,149,178,125,46,10,943
SAL31723,0,0,3,0,0,4,5,0,0,14,32,4,16,14,13,23,17,7,0,131
SAL31724,106,116,160,130,100,95,52,23,10,790,491,580,746,592,541,546,320,148,66,4026
SAL31725,11,12,11,25,14,34,10,4,0,115,71,75,62,84,108,173,95,30,5,686
SAL31726,23,18,8,11,11,16,4,0,0,103,541,375,171,361,430,275,140,40,12,2336
SAL31727,0,0,3,0,0,0,0,0,0,3,5,4,3,7,4,5,0,0,0,30
SAL31728,0,0,0,0,4,0,0,0,0,13,18,8,8,11,21,8,11,5,0,84
SAL31729,4,3,0,3,0,0,0,0,0,16,37,17,14,23,31,30,27,20,3,203
SAL31730,0,0,0,0,0,0,0,0,0,3,23,3,13,16,24,12,22,8,0,130
SAL31731,41,30,29,30,32,52,62,31,14,327,243,163,143,212,369,689,887,402,82,3193
SAL31732,0,0,0,5,0,4,0,0,0,8,20,4,13,11,21,24,22,0,0,115
SAL31733,0,0,0,0,0,0,0,0,0,0,7,3,3,5,0,3,0,0,0,20
SAL31734,10,3,0,5,4,6,3,0,0,42,37,12,9,28,32,51,43,18,4,227
SAL31735,36,54,106,62,51,94,79,53,13,550,232,331,428,346,512,762,797,502,94,3998
SAL31736,6,3,5,11,13,18,3,4,0,59,45,25,21,40,58,66,52,12,9,327
SAL31737,36,13,18,15,12,19,35,29,29,215,359,171,135,191,242,302,314,202,89,2000
SAL31738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15
SAL31739,35,27,17,19,31,47,40,20,18,256,465,276,219,328,466,638,835,532,200,3959
SAL31740,0,0,0,0,0,0,0,0,0,4,13,0,9,0,0,4,8,0,0,40
SAL31741,0,0,0,0,0,0,0,0,0,3,0,4,3,3,10,11,0,0,0,37
SAL31742,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
SAL31743,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,3,0,18
SAL31744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31745,5,0,0,0,0,0,0,0,0,4,10,0,0,6,4,11,6,3,0,47
SAL31746,16,5,6,14,11,6,10,0,0,72,63,29,42,46,50,44,48,13,3,338
SAL31747,229,122,151,186,114,62,28,12,11,916,4143,1869,2338,2951,1793,912,599,204,114,14921
SAL31748,39,26,27,15,43,26,27,14,0,220,744,451,335,511,767,696,488,219,60,4273
SAL31749,162,85,79,89,108,72,54,48,19,716,2545,1370,1234,1808,1929,1401,1055,772,327,12436
SAL31750,3,0,4,0,0,3,0,0,0,5,6,9,7,7,10,24,12,0,0,87
SAL31751,253,153,154,138,112,102,68,36,3,1017,1249,803,916,805,755,735,541,283,89,6175
SAL31752,76,67,43,55,53,54,21,18,3,389,1848,1252,812,1270,1390,926,719,488,140,8851
SAL31753,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,6,8,0,0,23
SAL31754,0,0,0,0,0,0,0,0,0,8,9,0,3,5,6,3,3,0,0,38
SAL31755,125,109,107,79,93,81,57,28,3,683,829,700,754,701,695,636,527,273,74,5191
SAL31756,4,5,6,4,0,0,0,5,0,25,9,3,7,15,16,13,12,3,0,83
SAL31757,29,9,12,28,20,22,26,17,0,156,190,107,100,151,184,324,364,194,47,1661
SAL31758,21,14,12,13,16,9,3,0,0,82,128,74,88,54,50,50,29,7,0,469
SAL31759,5,0,0,3,0,0,0,0,0,9,5,4,3,3,3,5,0,0,0,28
SAL31760,29,14,13,14,10,9,11,5,4,110,217,105,103,149,135,133,126,45,13,1013
SAL31761,46,43,40,64,56,51,30,15,3,344,487,349,395,431,510,588,405,157,41,3355
SAL31762,19,3,6,15,21,4,3,8,0,71,137,77,81,89,139,148,104,59,7,839
SAL31763,299,182,241,160,170,160,124,79,38,1453,2173,1254,1581,1255,1481,1450,1340,954,340,11825
SAL31764,127,74,62,103,115,68,66,35,10,660,1220,735,730,1006,1147,1089,980,499,164,7575
SAL31765,11,3,4,10,6,4,0,0,0,32,25,12,9,26,28,26,17,4,0,143
SAL31766,75,61,73,77,81,55,27,6,0,462,1142,493,626,686,552,403,217,91,14,4224
SAL31767,0,0,6,4,8,8,4,5,0,27,19,0,20,15,25,36,24,7,3,154
SAL31768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,6,0,15
SAL31769,3,0,4,0,4,6,4,3,0,16,35,23,18,20,29,47,19,10,4,208
SAL31770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL31771,15,12,14,21,17,25,9,5,4,116,332,184,139,225,259,284,163,71,23,1667
SAL31772,260,225,346,279,256,286,288,201,191,2341,2227,2135,3182,2341,2278,2881,2921,1849,818,20629
SAL31773,5,3,0,4,3,0,0,0,0,19,28,16,14,18,19,30,30,8,0,152
SAL31774,5,4,5,3,7,0,10,0,0,38,49,25,25,28,54,60,71,29,4,346
SAL31775,508,272,266,257,166,130,69,25,13,1701,4121,2397,2220,1979,1566,1283,829,316,82,14795
SAL31776,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,7,3,0,23
SAL31777,8,0,0,4,0,0,0,0,0,13,25,11,8,19,17,15,22,5,0,116
SAL31778,288,169,136,154,167,172,149,104,70,1398,2364,1714,1388,1484,1801,2195,2273,1438,631,15287
SAL31779,8,3,7,5,3,12,3,8,0,39,84,45,49,45,78,102,95,61,11,568
SAL31780,3,0,0,0,3,0,0,0,0,16,14,4,6,16,5,23,8,4,0,86
SAL31781,7,5,0,5,3,0,0,0,0,22,12,8,0,12,10,3,9,0,0,48
SAL31782,11,10,4,11,3,6,11,0,3,51,55,35,28,30,50,79,87,19,6,392
SAL31783,6,0,0,3,0,0,0,0,0,23,98,26,58,28,24,27,13,3,0,283
SAL31784,0,0,0,0,0,0,3,0,0,12,11,11,15,8,17,24,17,10,0,113
SAL31785,157,68,58,82,74,38,26,9,0,506,2163,1077,898,1468,1232,667,394,139,28,8073
SAL31786,0,0,3,0,0,0,0,0,0,6,6,0,10,0,5,3,0,0,0,32
SAL31787,0,5,0,0,3,0,0,0,0,5,16,12,17,10,23,21,0,3,0,93
SAL31788,0,0,0,0,0,0,0,0,0,0,9,0,3,4,5,3,8,3,0,34
SAL31789,10,6,6,4,3,6,0,0,0,20,54,32,19,29,38,49,16,10,4,254
SAL31790,93,54,50,42,55,40,30,10,5,374,1567,980,806,1154,1080,896,703,343,83,7612
SAL31791,0,0,0,0,6,0,0,0,0,13,14,9,6,15,39,31,32,8,0,159
SAL31792,0,0,0,0,0,0,0,0,0,3,35,19,10,19,25,44,37,14,4,202
SAL31793,0,0,0,0,3,0,0,0,0,10,40,25,19,21,23,20,13,5,0,173
SAL31794,0,3,20,19,14,6,5,0,0,70,4,22,44,35,23,22,5,8,0,162
SAL31795,49,41,40,57,38,35,27,10,3,309,574,425,419,453,396,382,253,120,36,3069
SAL31796,11,6,5,6,4,7,6,0,0,46,90,52,33,50,63,62,53,32,9,434
SAL31797,10,4,5,6,10,10,6,0,0,51,30,23,17,27,49,41,48,18,0,244
SAL31798,8,5,8,3,0,8,5,0,0,34,67,39,47,47,44,97,77,32,9,450
SAL31799,0,0,0,0,3,0,0,0,0,10,9,3,0,7,5,3,6,0,0,34
SAL31800,0,0,0,3,3,7,3,4,0,25,19,10,17,28,34,46,53,18,3,230
SAL31801,5,0,0,0,0,0,0,6,0,10,14,5,5,4,6,9,7,6,0,39
SAL31802,22,4,7,7,5,0,0,0,0,52,85,46,33,44,40,38,37,11,0,338
SAL31803,0,8,0,9,5,6,0,0,0,27,49,23,19,31,25,31,17,6,5,210
SAL31804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31805,18,14,16,20,12,10,7,0,0,92,154,117,167,134,106,77,41,21,0,824
SAL31806,3,11,0,3,3,4,0,0,0,27,99,83,51,55,46,32,34,9,0,406
SAL31807,99,63,52,52,54,25,8,22,4,381,959,610,645,603,582,324,327,414,131,4589
SAL31808,24,7,7,13,5,0,4,3,0,52,152,65,55,83,79,50,33,7,3,530
SAL31809,37,11,16,22,18,18,5,0,0,134,725,275,353,398,277,254,137,50,11,2488
SAL31810,6,4,0,4,0,0,0,6,0,15,21,16,3,6,14,23,11,13,4,104
SAL31811,71,85,209,115,87,92,50,16,5,738,764,909,1878,1005,904,861,596,290,125,7329
SAL31812,183,101,173,136,123,122,104,70,26,1031,2269,1401,1797,1859,1801,1472,1395,806,288,13088
SAL31813,114,66,59,77,60,67,80,72,111,698,1362,854,984,1063,932,785,610,384,244,7212
SAL31814,10,3,0,4,4,0,4,0,0,15,24,10,7,14,15,21,11,0,0,102
SAL31815,4,0,6,0,8,3,0,0,0,27,46,12,19,27,25,23,19,10,5,189
SAL31816,3,0,4,0,0,0,3,0,0,17,5,0,8,0,0,0,4,0,0,32
SAL31817,3,4,3,4,7,4,6,0,0,32,25,14,9,16,25,10,14,0,0,118
SAL31818,12,8,7,9,12,7,5,3,0,57,75,35,40,47,58,72,50,26,4,406
SAL31819,75,78,161,110,78,83,48,34,5,666,1070,803,1485,1171,977,805,649,359,110,7445
SAL31820,0,0,0,0,0,0,3,0,0,5,6,3,0,0,3,4,6,5,0,28
SAL31821,0,0,0,0,4,3,0,0,0,12,35,20,27,23,32,23,17,8,0,182
SAL31822,39,15,15,43,27,23,22,4,4,192,694,473,388,525,511,536,468,186,62,3845
SAL31823,84,46,32,46,56,65,59,21,12,417,1546,788,611,993,976,974,871,571,268,7595
SAL31824,0,0,0,0,6,3,0,0,0,10,9,0,0,7,9,17,12,8,0,62
SAL31825,35,109,212,116,108,64,15,0,0,655,369,236,453,334,279,183,34,0,0,1899
SAL31826,0,4,0,0,0,0,0,0,0,9,7,5,4,3,4,11,9,0,0,45
SAL31827,11,0,8,17,11,11,5,0,0,53,51,21,18,45,57,100,89,40,8,435
SAL31828,0,0,4,0,4,12,6,6,0,36,7,8,10,8,7,27,22,6,0,90
SAL31829,3,0,3,0,0,0,0,0,0,8,17,5,11,14,12,8,7,4,0,76
SAL31830,0,0,0,0,6,0,8,0,0,12,14,3,5,12,9,18,13,0,0,75
SAL31831,15,5,14,3,5,4,0,3,7,52,53,27,67,36,26,61,35,30,18,363
SAL31832,8,6,5,0,10,6,3,3,0,35,32,20,16,25,29,26,21,6,0,190
SAL31833,55,34,36,31,35,28,21,16,21,279,378,233,253,187,233,225,178,125,57,1874
SAL31834,7,3,7,5,0,0,0,0,0,35,77,28,59,41,35,29,9,5,0,280
SAL31835,0,6,0,0,6,9,5,0,0,22,17,16,14,16,29,44,22,21,8,190
SAL31836,12,7,9,10,5,13,9,8,5,71,86,47,46,54,60,110,84,28,12,523
SAL31837,3,5,0,4,0,3,0,0,0,14,14,6,12,9,11,21,9,4,0,86
SAL31838,24,17,29,14,12,18,21,18,14,174,385,266,285,246,232,265,389,272,161,2499
SAL31839,29,14,9,16,15,13,8,3,0,111,111,76,73,71,62,67,49,27,5,543
SAL31840,28,13,27,14,21,17,11,10,4,145,277,142,187,164,186,191,183,152,60,1545
SAL31841,0,4,0,0,3,0,0,0,0,11,9,14,6,13,14,18,25,5,0,103
SAL31842,0,0,0,0,5,7,0,0,0,25,19,14,10,10,30,41,21,9,0,152
SAL31843,14,17,13,15,18,22,14,6,0,113,135,80,82,79,152,194,172,74,6,981
SAL31844,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,0,0,22
SAL31845,5,7,0,4,3,4,3,3,0,28,21,14,7,16,10,25,26,6,0,122
SAL31846,7,0,0,3,0,0,8,0,0,23,28,8,25,13,14,20,11,8,6,136
SAL31847,8,37,64,25,16,15,6,7,0,177,267,614,1051,504,307,224,126,48,11,3144
SAL31848,0,0,0,0,0,0,0,0,0,0,3,3,4,9,0,5,0,0,0,23
SAL31849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL31850,0,0,0,0,0,0,0,0,0,3,9,5,6,4,7,14,4,3,4,60
SAL31851,16,12,12,11,11,10,16,0,0,90,285,133,145,152,171,148,132,44,11,1227
SAL31852,0,0,0,0,0,0,0,0,0,6,15,0,9,8,3,6,4,0,0,55
SAL31853,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,7,0,0,0,14
SAL31854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,12
SAL31855,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,4,0,0,14
SAL31856,0,0,0,5,0,0,0,0,0,3,9,3,0,3,3,0,5,3,0,27
SAL31857,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,12
SAL31858,25,23,21,17,24,40,21,20,10,201,331,277,221,232,387,470,450,276,95,2726
SAL31859,84,58,39,58,45,26,17,12,3,337,470,224,235,249,198,162,138,83,43,1806
SAL31860,6,11,12,4,5,7,8,9,3,55,76,41,35,48,71,94,66,57,10,493
SAL31861,15,11,8,10,13,13,5,9,0,85,83,44,34,50,68,75,74,40,12,492
SAL31862,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,5,3,0,0,21
SAL31863,21,16,21,9,22,22,10,5,0,122,139,77,141,100,150,195,133,66,11,1014
SAL31864,70,39,69,47,40,38,16,0,0,312,251,162,150,138,119,98,43,7,0,974
SAL31865,19,15,11,20,18,12,17,4,7,120,184,109,97,100,116,139,151,71,28,995
SAL31866,126,77,97,107,88,64,33,15,12,609,1867,1092,1290,1480,1288,899,620,404,303,9244
SAL31867,0,0,0,0,6,0,0,0,0,7,9,7,3,8,10,7,13,3,0,55
SAL31868,17,7,7,3,13,7,4,3,0,57,132,35,76,53,51,52,18,13,0,432
SAL31869,28,39,28,26,39,54,15,16,0,249,394,308,244,290,394,438,369,190,59,2691
SAL31870,14,6,3,3,8,8,0,0,0,48,44,25,16,23,30,38,59,18,3,257
SAL31871,53,31,21,31,42,31,10,10,8,235,1260,560,458,836,774,509,339,217,80,5029
SAL31872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
SAL31873,107,94,70,77,89,60,36,13,3,558,1216,953,808,907,989,760,526,242,56,6450
SAL31874,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,6,5,0,7,24
SAL31875,0,0,0,0,0,0,0,0,0,4,7,0,0,4,5,6,3,5,0,29
SAL31876,7,0,0,0,0,0,0,0,0,9,22,7,16,9,21,19,5,3,0,97
SAL31877,0,0,0,0,0,0,0,0,0,5,0,5,0,4,4,9,11,0,0,34
SAL31878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31879,0,3,0,0,0,4,0,0,0,9,15,12,10,8,13,12,8,11,0,84
SAL31880,0,0,3,0,5,6,7,0,0,21,15,19,12,10,12,13,24,4,0,102
SAL31881,26,21,26,20,15,14,9,3,3,138,217,154,135,133,133,144,127,72,14,1135
SAL31882,0,0,5,0,0,0,0,0,0,10,6,3,9,0,3,4,6,0,0,33
SAL31883,17,15,4,16,15,15,9,4,0,90,269,139,72,178,199,156,132,37,8,1179
SAL31884,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,18
SAL31885,11,18,10,7,15,16,15,13,6,114,143,116,92,81,136,183,189,123,79,1156
SAL31886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31887,0,0,0,0,3,0,0,0,0,3,7,8,4,12,9,12,4,0,0,49
SAL31888,9,14,8,4,16,18,17,9,3,90,142,53,75,98,143,242,218,93,21,1092
SAL31889,0,5,0,0,0,0,4,3,0,17,42,28,39,38,27,48,39,18,11,285
SAL31890,0,0,0,0,0,0,0,0,0,4,10,0,0,10,5,0,0,0,0,30
