SAL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL50296,9,13,25,24,22,17,9,5,0,120,16,25,24,27,44,18,16,11,4,178,249,452,896,765,892,680,322,106,9,4365
SAL50297,17,45,108,69,47,44,5,3,0,343,13,33,85,76,61,32,7,3,0,318,353,689,1882,1694,1353,927,203,17,0,7130
SAL50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50301,14,15,58,44,41,20,4,0,0,191,9,23,84,64,32,26,9,0,0,245,213,478,1333,993,736,502,133,14,0,4398
SAL50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,6,0,0,29
SAL50303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50304,6,8,16,3,4,4,0,0,0,40,3,3,16,9,6,6,0,0,0,41,34,162,388,164,121,76,25,0,0,977
SAL50305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,4,14,0,5,0,26
SAL50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,19,9,9,12,0,0,54
SAL50308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,8
SAL50309,3,3,0,5,10,4,0,0,0,29,0,0,0,10,8,6,0,0,0,18,53,54,106,128,156,117,28,0,0,641
SAL50310,14,16,28,26,30,10,3,0,0,124,5,12,23,26,19,18,4,5,0,112,187,245,537,580,620,507,120,24,6,2826
SAL50311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,5,3,0,0,0,25
SAL50312,0,0,12,3,0,5,3,0,0,20,0,0,0,3,0,0,0,0,0,9,22,30,66,80,69,54,13,0,0,338
SAL50313,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,3,0,0,0,4,7,7,13,13,24,27,11,0,0,108
SAL50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,6,0,0,21
SAL50315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,14
SAL50316,10,35,87,47,50,33,16,5,0,283,11,34,91,77,43,28,15,6,5,310,298,970,2322,1731,1241,1046,367,62,7,8042
SAL50317,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,10,16,30,33,18,9,3,0,121
SAL50318,0,11,13,23,11,25,6,0,0,93,3,0,5,14,12,17,8,0,0,67,150,196,219,349,466,519,107,9,0,2021
SAL50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,4,0,0,4,5,0,6,0,13
SAL50320,3,3,10,5,12,7,7,0,0,57,9,3,16,15,17,9,0,0,0,68,90,108,219,237,291,241,88,3,0,1278
SAL50321,4,10,15,17,24,40,5,0,0,118,8,11,22,21,38,26,14,7,0,139,184,237,402,511,633,578,171,20,0,2727
SAL50322,0,0,0,0,0,5,0,0,0,6,4,3,0,3,3,5,0,0,0,15,18,18,31,47,74,61,13,3,0,275
SAL50323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,0,0,14
SAL50324,0,13,31,24,11,11,0,0,0,97,0,16,46,36,18,10,0,0,0,131,102,293,865,654,495,353,81,16,0,2851
SAL50325,3,3,7,6,7,4,0,0,0,35,6,0,8,10,10,5,3,0,0,33,56,95,132,190,243,155,53,5,5,928
SAL50326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SAL50327,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,9,0,0,0,22,10,9,34,43,83,83,25,0,0,290
SAL50328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12
SAL50329,9,13,26,22,18,17,6,0,0,113,8,17,32,20,29,31,7,0,0,141,155,237,532,465,557,566,114,6,0,2637
SAL50330,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,16,20,29,40,42,28,15,0,0,190
SAL50331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,22,17,4,6,0,0,68
SAL50332,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,5,6,3,0,35
SAL50333,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,8,0,4,10,13,18,28,7,0,0,77
SAL50334,0,0,4,0,0,0,0,0,0,10,3,0,0,3,0,4,0,0,0,15,14,8,25,34,65,93,24,0,0,254
SAL50335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,17,14,17,18,8,5,0,95
SAL50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,10,8,0,0,0,34
SAL50338,0,3,4,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,7,8,25,53,33,22,19,11,0,0,173
SAL50339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50340,4,3,0,5,4,0,4,0,0,18,0,0,0,0,3,4,4,0,0,14,18,28,61,62,61,61,40,3,0,332
SAL50341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,22,12,13,6,0,0,84
SAL50342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SAL50343,12,18,17,20,9,6,3,0,0,89,8,16,46,21,52,29,13,8,3,188,236,361,742,651,868,754,340,70,6,4026
SAL50344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,13,6,0,0,0,32
SAL50345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,4,6,0,0,0,16
SAL50346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,9,9,3,0,0,26
SAL50347,4,0,18,5,9,3,5,0,0,44,4,0,4,22,13,8,9,0,0,51,64,37,166,400,299,202,54,16,0,1243
SAL50348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,16
SAL50349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,0,0,24
SAL50350,5,16,49,48,22,21,10,0,0,173,3,20,50,35,22,16,4,0,0,150,125,281,1067,866,572,420,107,12,0,3445
SAL50351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,4,8,0,0,0,21
SAL50352,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,9,9,13,24,40,52,50,33,11,0,226
SAL50353,16,16,10,5,0,0,4,0,0,47,7,16,12,10,9,8,4,4,0,72,311,527,402,246,108,96,88,28,0,1810
SAL50354,0,0,6,0,0,0,0,0,0,9,0,0,0,0,4,4,3,0,0,7,11,11,19,25,31,28,12,0,0,141
SAL50355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,15,17,24,4,0,0,74
SAL50356,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,3,4,13,18,6,0,0,55
SAL50357,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,3,0,5,7,18,26,24,53,55,21,3,0,204
SAL50358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10
SAL50359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,10,8,15,7,0,0,44
SAL50360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12
SAL50363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,23,13,0,0,0,0,75
SAL50364,0,0,0,0,3,0,3,0,0,9,3,3,4,0,3,3,0,0,0,18,36,25,83,63,66,58,29,0,0,358
SAL50365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,10,15,3,0,40
SAL50366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,16
SAL50367,4,14,32,36,20,31,4,0,0,142,8,15,23,19,33,25,0,5,0,130,258,417,643,668,960,790,128,13,0,3868
SAL50368,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,0,7,12,20,20,6,0,0,87
SAL50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,7,0,16
SAL50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,3,6,4,0,0,22
SAL50371,0,5,4,3,0,7,0,0,0,23,0,6,0,10,10,6,5,0,0,33,49,86,146,177,185,127,53,5,0,834
SAL50372,0,0,0,0,4,6,0,0,0,4,0,0,0,0,3,4,0,0,0,4,5,0,10,3,31,27,7,0,0,91
SAL50373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,18
SAL50374,0,4,11,5,7,9,3,0,0,41,0,8,13,21,32,24,11,3,0,120,146,212,213,336,540,406,207,61,3,2122
SAL50375,0,3,4,6,0,5,0,0,0,21,6,4,6,3,0,4,4,0,0,20,11,31,89,89,52,68,28,4,4,383
SAL50376,16,20,59,43,52,20,3,0,0,212,15,20,31,46,39,23,4,3,0,168,411,419,922,1201,1175,670,117,9,0,4925
SAL50377,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,13,15,22,21,0,0,0,84
SAL50378,4,0,7,5,0,0,0,0,0,19,0,0,7,11,9,0,0,0,0,25,37,36,116,188,188,112,16,0,0,692
SAL50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50380,0,3,0,4,0,0,0,0,0,14,0,0,6,0,0,0,0,0,0,7,5,23,72,62,44,46,14,0,0,271
SAL50381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,0,15
SAL50382,0,0,0,0,3,0,0,0,0,4,0,0,6,0,0,3,0,0,0,6,6,12,25,23,32,40,19,5,0,174
SAL50383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SAL50384,13,18,26,50,38,11,6,0,0,157,11,21,24,51,45,30,0,0,0,179,342,409,556,960,1060,498,92,11,0,3924
SAL50385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,10
SAL50386,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,16,29,54,55,67,39,16,4,0,282
SAL50387,0,0,6,3,5,4,0,0,0,23,5,4,0,0,7,3,0,0,0,29,34,21,39,53,100,85,30,4,0,380
SAL50388,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,9,8,20,31,36,45,25,8,0,182
SAL50389,0,0,12,4,8,14,3,0,0,43,5,3,9,12,7,6,4,0,0,51,59,78,153,165,184,169,49,0,0,863
SAL50390,8,4,4,15,19,9,8,0,0,60,3,3,12,17,22,18,3,4,0,77,116,121,182,414,484,379,139,25,0,1873
SAL50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,14
SAL50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,9
SAL50393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,0,0,0,25
SAL50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,7,0,0,16
SAL50395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
SAL50396,6,6,28,27,23,16,9,0,0,119,9,11,23,27,24,12,8,0,0,114,220,195,477,650,706,511,129,12,0,2897
SAL50397,9,14,44,27,20,8,3,0,0,114,3,17,39,44,15,9,5,0,0,127,104,243,1107,962,408,163,32,0,0,3021
SAL50398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,17
SAL50399,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,15,6,12,27,27,45,15,0,0,149
SAL50400,6,11,8,11,4,5,0,0,0,40,3,0,0,4,7,0,0,0,0,23,54,43,84,117,136,84,27,0,0,546
SAL50401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,10,3,10,0,0,36
SAL50402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,5,17,13,10,4,0,0,57
SAL50403,0,0,10,0,0,3,0,0,0,8,0,0,4,0,4,3,0,0,0,14,7,30,97,61,65,81,25,10,0,386
SAL50404,0,4,3,16,4,6,0,0,0,34,4,0,5,8,8,10,3,0,0,36,72,48,125,231,232,192,82,18,0,1004
SAL50405,0,0,15,8,13,9,3,0,0,50,0,3,13,4,5,8,4,0,0,39,35,72,235,178,201,218,92,7,0,1044
SAL50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,12
SAL50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,8,9,9,0,0,37
SAL50408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,6,0,0,0,20
SAL50409,12,53,104,117,116,80,34,15,0,540,19,59,102,121,104,79,27,10,0,519,590,1136,2411,2483,2677,2101,653,105,10,12159
SAL50410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4
SAL50411,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,4,3,11,17,28,29,7,0,0,98
SAL50412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,20,10,9,0,0,68
SAL50413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50414,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,12,5,6,8,0,0,0,55
SAL50415,0,7,13,19,8,0,0,0,0,50,5,5,16,26,17,6,0,0,0,80,98,91,405,487,375,211,37,0,0,1706
SAL50416,0,6,3,3,0,0,0,0,0,12,0,0,0,6,4,12,0,0,0,22,33,30,73,105,122,149,44,3,0,558
SAL50417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,9,0,0,0,33
SAL50418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50419,3,4,11,11,8,11,3,0,0,48,6,5,5,4,14,15,6,3,0,63,93,71,201,274,290,255,70,17,0,1265
SAL50420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,10,0,0,0,17
SAL50421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,4,10,8,0,0,41
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,7,6,44,37,19,27,7,0,0,149,8,15,55,55,40,29,10,0,0,210,264,390,1309,1241,1038,695,181,18,0,5125
SAL50424,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,20,17,38,36,23,26,3,0,172
SAL50425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,5,4,0,0,19
SAL50426,5,0,6,4,7,5,0,0,0,32,3,4,8,3,3,4,5,0,0,32,61,52,194,171,198,116,31,0,0,826
SAL50427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,0,15
SAL50429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,17
SAL50430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,5,5,3,0,35
SAL50431,5,11,22,14,19,19,0,5,0,95,6,9,9,19,29,32,9,3,6,125,154,233,400,443,607,619,160,30,3,2641
SAL50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,17
SAL50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,10
SAL50434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,17
SAL50435,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,9,8,15,12,29,35,8,0,0,121
SAL50436,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,17,4,9,13,18,24,10,0,0,94
SAL50437,0,5,0,0,6,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,5,25,18,23,33,4,3,0,117
SAL50438,17,34,29,54,67,38,14,0,0,257,27,19,36,65,71,48,12,7,0,286,553,552,974,1940,2033,1289,466,66,3,7877
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3
SAL50441,6,0,22,26,30,14,6,0,0,109,8,19,13,35,34,18,14,0,0,137,201,136,523,860,751,458,162,19,0,3109
SAL50442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,23,16,12,11,9,0,0,70
SAL50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,3,0,0,22
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SAL50445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,19
SAL50446,0,0,3,0,0,0,0,0,0,9,0,0,0,3,5,0,0,0,0,13,14,9,41,39,55,53,28,3,0,237
SAL50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,5,5,11,0,0,42
SAL50448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,11
SAL50449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,3,0,17
SAL50450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,7,13,8,3,5,0,53
SAL50451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,4,4,0,21
SAL50452,3,12,20,14,14,16,10,0,0,89,5,8,9,15,12,15,4,0,0,66,115,184,361,320,388,356,110,10,0,1854
SAL50453,5,22,33,35,22,12,7,0,0,131,3,20,85,46,30,9,8,3,0,204,114,399,1116,812,482,320,72,5,0,3319
SAL50454,3,4,3,6,3,6,0,0,0,23,0,0,0,5,0,3,8,0,0,13,15,14,69,83,74,76,28,0,0,359
SAL50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,19
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50457,7,16,21,21,30,16,7,0,0,121,5,15,22,30,43,25,12,3,0,142,250,317,592,763,993,820,255,32,0,4016
SAL50458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SAL50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,7,3,3,0,0,25
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,9,0,0,25
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,8
SAL50464,3,29,76,36,24,20,8,0,0,191,6,32,120,75,41,47,4,4,0,333,111,677,2714,1585,935,817,269,50,3,7173
SAL50465,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,17,23,28,27,9,3,0,123
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,11
SAL50467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,8,7,12,29,13,0,0,75
SAL50468,9,21,62,38,46,22,14,0,0,199,0,16,57,58,43,21,10,0,0,210,217,603,1820,1455,1086,663,163,20,0,6036
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,8,0,6,0,15
SAL50470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,13
SAL50471,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,0,8,8,14,15,8,4,0,70
SAL50472,5,13,46,45,37,19,3,5,0,172,9,21,36,28,31,21,3,0,0,146,267,361,796,865,838,653,133,17,0,3929
SAL50473,0,14,22,16,18,10,3,0,0,88,0,0,17,22,26,11,0,0,0,85,89,133,418,442,343,289,66,9,0,1792
SAL50474,3,5,19,20,19,12,9,0,0,87,3,10,20,20,19,18,3,0,0,91,116,164,431,557,492,465,135,10,0,2370
SAL50475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,7,3,0,0,26
SAL50476,0,6,39,18,9,4,0,0,0,81,0,10,30,18,18,4,0,0,0,76,82,199,676,453,311,135,37,0,0,1888
SAL50477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,22,11,3,9,4,0,0,71
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,9
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4
SAL50480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,15,15,19,10,0,0,69
SAL50481,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,3,5,0,0,12,12,3,18,27,46,41,32,0,0,175
SAL50482,32,71,118,141,94,47,15,4,0,518,44,71,148,150,129,52,20,4,0,617,848,1111,2559,3079,2515,1349,253,19,5,11737
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,3,0,0,16
SAL50484,0,4,22,20,10,9,0,0,0,68,0,14,28,18,15,10,0,0,0,94,66,154,491,478,340,219,44,8,0,1796
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,11
SAL50486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,5,17,23,16,0,0,80
SAL50487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,16,9,11,4,0,0,56
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SAL50491,4,4,21,8,19,9,9,0,0,72,5,9,14,9,15,5,10,0,0,67,93,143,306,317,346,396,130,14,0,1744
SAL50492,0,3,7,7,9,5,0,0,0,35,0,8,3,5,4,11,0,0,0,36,51,69,183,152,158,189,45,9,3,856
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,5,0,0,24
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,4,0,0,14
SAL50497,7,4,12,7,13,0,0,0,0,51,4,9,31,18,8,15,0,0,0,94,96,138,413,367,320,218,49,6,0,1596
SAL50498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,12,0,0,0,24
SAL50499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,9,0,0,28
SAL50500,5,8,15,21,21,13,8,0,0,87,10,5,13,18,24,13,8,0,0,97,137,204,382,368,492,506,130,15,0,2226
