SAL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL10179,0,4,6,16,9,3,0,0,0,42,0,7,16,9,7,12,3,0,0,60,55,123,332,351,336,206,53,12,0,1478
SAL10180,0,0,4,3,0,0,0,0,0,11,0,0,0,3,4,0,0,0,0,6,4,28,133,73,35,14,3,0,0,284
SAL10181,6,56,151,105,86,60,20,0,0,485,17,82,277,170,136,128,24,4,0,840,328,1269,3465,2601,1939,1509,338,23,0,11469
SAL10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,10,3,0,0,23
SAL10184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,10,15,12,18,11,12,0,78
SAL10185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,13
SAL10186,15,30,42,49,56,44,25,0,0,267,15,23,62,44,39,46,17,6,0,248,530,573,1160,1276,1506,1311,357,45,4,6768
SAL10187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,14
SAL10188,4,0,0,0,6,0,0,0,0,14,0,8,3,3,10,0,0,3,0,28,38,100,164,99,157,112,32,10,0,718
SAL10189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,16,11,7,0,0,0,37
SAL10190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,11
SAL10191,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,8,0,0,0,10,9,16,40,47,53,67,32,10,0,276
SAL10192,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,12,0,0,35,37,19,22,6,3,0,124
SAL10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10194,9,11,10,9,22,24,11,0,0,93,4,6,16,12,13,18,0,0,0,78,168,283,340,376,549,492,123,5,0,2332
SAL10195,0,7,21,16,8,6,0,0,0,61,7,19,47,49,12,13,3,0,0,145,53,195,832,989,337,153,30,6,0,2593
SAL10196,0,0,3,6,12,7,0,0,0,37,0,0,10,8,16,3,0,0,0,42,59,85,212,227,285,199,49,11,0,1131
SAL10197,0,0,9,0,15,0,0,0,0,28,0,3,9,16,13,16,5,0,0,56,38,80,175,251,233,162,46,4,0,986
SAL10198,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,12,9,28,31,50,56,23,5,3,214
SAL10199,0,7,17,19,22,12,5,0,0,82,9,14,15,19,25,15,0,6,0,99,152,195,349,427,487,350,97,13,0,2077
SAL10200,0,3,4,0,8,3,3,0,0,17,4,0,8,3,11,14,10,0,0,45,32,28,102,74,136,179,85,8,0,645
SAL10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10202,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,9,6,22,17,8,0,0,56
SAL10203,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,12,5,25,42,30,5,0,0,132
SAL10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10205,0,5,10,14,14,3,0,0,0,47,0,7,3,4,9,3,3,0,0,36,59,89,206,197,186,152,26,0,0,910
SAL10206,0,0,5,10,12,0,3,0,0,32,0,0,3,6,7,7,0,0,0,27,65,55,164,165,196,163,62,5,0,881
SAL10207,0,0,0,0,5,3,0,0,0,15,0,0,3,0,4,7,0,4,0,23,18,19,66,56,89,132,44,8,0,429
SAL10208,7,13,26,19,20,9,4,0,0,98,9,14,23,13,14,12,4,0,0,88,161,218,557,528,480,388,84,4,0,2417
SAL10209,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,4,0,0,0,7,27,35,40,65,97,57,17,0,0,337
SAL10210,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,0,4,11,13,6,5,0,0,48
SAL10211,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,4,9,0,0,36
SAL10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,9
SAL10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10214,0,0,0,6,0,0,0,0,0,9,7,3,0,0,0,0,0,0,0,13,5,16,5,18,26,27,15,4,0,110
SAL10215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SAL10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,0,0,23
SAL10217,0,0,0,0,3,7,0,0,0,8,0,0,0,0,4,0,0,0,0,6,11,7,24,25,36,42,20,4,0,157
SAL10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10219,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,5,18,17,16,23,0,0,0,82
SAL10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,3,11,17,17,11,0,0,70
SAL10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10223,0,3,3,6,9,7,0,0,0,29,0,0,3,4,7,4,3,0,0,20,48,41,125,117,145,135,32,0,0,642
SAL10224,4,7,27,26,21,29,8,0,0,130,10,19,48,51,33,23,13,0,0,197,146,317,685,672,581,459,114,15,0,2991
SAL10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5
SAL10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,15,10,0,0,0,35
SAL10227,9,20,43,56,32,35,9,0,0,198,11,19,40,50,41,30,9,0,0,197,339,404,1020,1264,1048,920,238,17,0,5245
SAL10228,4,4,0,3,8,0,0,0,0,24,0,0,10,4,3,4,0,5,0,30,39,60,124,110,156,153,41,9,0,697
SAL10229,0,0,6,0,5,0,4,0,0,20,0,0,3,5,5,9,0,0,0,28,20,36,113,81,92,105,45,8,0,510
SAL10230,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,10,3,0,0,24
SAL10231,4,21,25,22,10,23,5,0,0,111,8,15,26,22,18,18,3,3,0,109,159,503,905,549,535,514,151,14,5,3338
SAL10232,0,0,4,0,0,4,0,0,0,14,0,0,3,7,8,13,3,0,0,28,23,29,79,77,118,123,41,3,0,502
SAL10233,25,39,72,111,119,75,36,5,0,486,18,44,124,258,189,97,28,3,0,758,807,1308,2865,5431,4234,2552,752,80,14,18040
SAL10234,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,10,24,25,35,31,5,3,0,140
SAL10235,0,0,0,0,0,0,0,0,0,7,3,0,3,0,4,5,0,0,0,12,16,9,47,59,66,89,15,8,0,310
SAL10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10237,0,6,4,5,8,6,5,0,0,40,3,3,8,11,16,18,7,10,0,77,75,108,147,198,362,359,156,55,5,1449
SAL10238,10,24,26,28,38,28,10,0,0,162,12,9,13,44,48,24,3,0,0,157,267,400,531,848,1066,757,179,27,0,4068
SAL10239,0,0,12,7,5,0,3,0,0,25,0,0,18,10,5,6,0,0,0,40,11,73,322,218,114,75,29,0,0,832
SAL10240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,8,0,0,23
SAL10241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,6,3,6,0,34
SAL10242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,14,18,0,0,55
SAL10243,17,10,14,22,49,16,3,0,0,131,8,21,27,38,64,34,12,0,0,204,315,478,618,1179,1388,719,140,4,0,4858
SAL10244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,11,8,14,15,0,0,65
SAL10245,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,6,9,18,13,24,35,13,0,0,114
SAL10246,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,6,11,4,4,3,0,0,24
SAL10247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,3,14,18,17,5,0,0,61
SAL10248,0,7,7,0,12,0,0,0,0,21,0,0,3,0,0,3,0,0,0,9,42,27,97,103,65,68,18,0,0,424
SAL10249,10,10,11,14,34,19,7,3,0,116,5,12,29,47,51,27,18,5,0,189,251,390,578,1075,1240,875,336,75,8,4818
SAL10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10251,0,0,5,0,3,0,0,0,0,7,0,0,0,4,3,0,0,0,0,8,13,14,31,30,34,36,12,0,0,178
SAL10252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,8,0,0,4,0,0,20
SAL10253,6,5,21,20,25,10,3,4,0,100,3,3,18,11,11,11,5,0,0,64,130,186,428,402,410,380,97,21,3,2057
SAL10254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,13,9,10,4,0,0,70
SAL10255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,5,0,0,0,8
SAL10256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,3,4,11,10,14,0,3,0,54
SAL10257,11,10,19,29,30,26,3,0,0,127,0,10,24,23,26,20,8,8,0,109,134,222,511,559,625,428,86,10,0,2575
SAL10258,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,3,16,18,24,24,7,0,0,99
SAL10259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10260,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,4,4,16,18,14,3,0,0,63
SAL10261,0,0,0,3,0,0,0,0,0,8,0,0,3,7,0,7,0,0,0,21,26,16,49,49,69,51,20,0,0,284
SAL10262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,3,0,0,17
SAL10263,3,14,19,12,38,20,11,0,0,122,8,15,35,36,36,26,7,7,0,169,204,449,652,950,1020,850,255,23,0,4401
SAL10264,4,12,11,10,11,11,0,0,0,55,3,8,29,9,9,8,0,0,0,67,66,139,395,340,297,231,48,6,0,1521
SAL10265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,7,3,15,20,8,6,0,51
SAL10266,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,4,16,28,14,26,15,0,0,120
SAL10267,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5,3,6,3,18,3,0,0,40
SAL10268,0,5,12,8,10,10,0,0,0,57,0,0,4,11,6,8,0,0,0,31,73,105,235,210,199,138,27,4,0,989
SAL10269,0,0,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,11,19,24,80,76,74,63,13,0,0,358
SAL10270,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,9,3,9,14,11,30,30,9,3,5,111
SAL10271,0,8,43,21,16,27,9,0,0,136,0,23,77,62,59,52,30,9,0,318,154,375,1304,1152,1060,855,509,123,11,5536
SAL10272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,10,9,7,0,9,0,50
SAL10273,4,4,11,10,10,12,5,0,0,44,5,7,5,13,15,15,0,0,0,63,109,67,219,319,420,350,118,23,0,1612
SAL10274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,6,18,14,6,0,0,67
SAL10275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,0,0,0,17
SAL10276,9,7,20,21,30,26,10,0,0,122,3,15,17,16,19,16,3,5,0,95,217,278,594,547,671,611,129,26,0,3072
SAL10277,11,17,28,29,37,10,0,0,0,135,8,20,21,29,28,19,0,0,0,113,220,289,626,644,682,462,76,6,0,3002
SAL10278,0,9,7,3,6,0,0,0,0,25,0,0,0,0,5,0,0,0,0,14,27,57,83,70,119,79,16,5,0,453
SAL10279,3,17,42,40,51,41,3,0,0,202,4,34,83,66,66,39,10,0,0,314,152,535,1383,1140,1052,715,174,12,0,5155
SAL10280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,7,14,20,16,26,12,3,0,107
SAL10281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,0,0,0,14
SAL10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10283,6,20,20,28,45,32,11,4,0,169,8,17,22,41,51,28,9,0,0,177,249,362,388,851,1202,708,254,48,3,4056
SAL10284,0,0,0,6,4,0,0,0,0,9,0,0,0,5,0,0,0,0,0,12,14,21,25,37,61,54,29,4,0,231
SAL10285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,12,5,0,0,35
SAL10286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,10,14,17,15,0,0,64
SAL10287,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,10,5,5,8,7,20,9,9,0,0,66
SAL10288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,13,11,13,0,0,0,40
SAL10289,0,0,0,3,3,0,0,0,0,5,0,0,0,4,4,0,3,0,0,11,13,15,29,31,46,38,21,5,0,193
SAL10290,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,4,0,3,7,7,14,18,8,4,0,68
SAL10291,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,3,22,22,24,23,5,0,0,114
SAL10292,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,5,4,0,8,6,11,17,4,0,0,54
SAL10293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,6,14,0,7,4,0,52
SAL10294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10
SAL10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10296,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,10,6,10,4,3,4,0,38
SAL10297,0,7,3,12,8,14,6,0,0,47,3,6,3,11,18,3,4,0,0,44,95,90,146,270,337,252,56,8,0,1257
SAL10298,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,8,3,18,16,17,22,14,9,0,110
SAL10299,0,8,21,9,18,16,0,0,0,66,9,27,101,59,52,46,18,0,3,319,84,347,884,596,617,534,137,9,6,3202
SAL10300,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,5,9,3,11,20,13,9,0,0,59
SAL10301,4,11,22,14,4,3,0,0,0,60,4,7,10,11,5,12,4,0,0,50,63,141,407,302,250,216,50,0,0,1433
SAL10302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,17,22,25,3,0,0,80
SAL10303,7,21,29,23,36,26,5,0,0,144,3,7,36,25,26,20,5,0,0,125,171,316,643,578,591,507,80,3,0,2888
SAL10304,10,13,62,51,38,23,10,0,0,206,9,14,31,28,30,13,3,0,0,131,285,400,1048,951,752,696,141,11,0,4287
SAL10305,5,0,5,5,0,5,4,0,0,30,5,4,6,6,7,4,0,0,0,27,39,51,90,87,90,96,21,3,0,480
SAL10306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10307,0,0,3,3,0,10,0,0,0,24,0,5,4,9,4,14,4,3,0,44,27,36,104,114,146,176,69,7,0,675
SAL10308,5,3,13,19,23,24,3,0,0,92,3,3,14,19,15,17,3,0,0,78,164,208,298,542,704,513,104,15,0,2549
SAL10309,10,12,9,23,22,22,3,0,0,100,3,6,16,34,31,13,4,3,0,101,177,203,275,678,799,455,125,10,0,2718
SAL10310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,26,21,7,4,0,76
SAL10311,0,0,4,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,4,18,16,48,41,43,34,12,0,0,211
SAL10312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,9,8,21,16,29,40,8,0,0,129
SAL10313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,7,5,13,7,11,3,0,54
SAL10314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10
SAL10315,3,0,3,3,5,7,0,0,0,20,0,3,3,7,0,8,6,4,0,31,33,43,105,123,137,135,42,5,0,624
SAL10316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,8,0,3,0,23
SAL10317,3,0,0,4,3,0,0,0,0,18,0,0,7,3,4,5,0,0,0,20,25,33,74,81,98,107,51,7,0,484
SAL10318,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,0,0,0,4,5,5,15,16,22,28,9,0,0,106
SAL10319,0,4,0,3,4,5,0,0,0,15,0,0,0,0,7,5,0,0,0,18,20,23,37,62,96,80,37,3,0,363
SAL10320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,11
SAL10321,0,0,5,22,8,11,0,0,0,54,0,4,9,7,6,12,4,0,0,46,61,47,168,248,249,270,109,19,0,1181
SAL10322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,14,12,4,10,8,0,53
SAL10323,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
SAL10324,0,0,0,0,4,0,0,0,0,10,4,0,0,0,3,0,0,0,0,3,5,6,12,8,12,28,3,0,0,78
SAL10325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,8,6,4,0,0,37
SAL10326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,5,14,9,7,0,0,42
SAL10327,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,8,9,18,24,8,0,0,69
SAL10328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,0,0,16
SAL10329,0,0,11,13,8,3,4,0,0,37,0,3,5,11,4,0,0,0,0,38,40,105,198,273,290,177,39,4,0,1129
SAL10330,3,7,27,43,31,23,5,5,0,144,3,13,48,50,46,36,9,0,0,208,139,385,1025,1027,889,744,173,16,0,4415
SAL10331,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,11,4,10,12,0,0,0,36
SAL10332,0,0,6,0,0,3,0,0,0,9,0,0,0,0,0,0,4,0,0,5,10,0,54,42,51,64,22,0,0,253
SAL10333,17,31,56,73,58,43,5,0,0,288,14,25,83,96,81,62,29,0,0,394,307,780,1783,1998,1736,1318,338,18,4,8290
SAL10334,0,4,15,10,13,15,3,0,0,60,3,8,15,17,22,9,3,0,0,85,67,167,366,432,420,303,75,0,0,1833
SAL10335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,12,11,13,4,0,0,44
SAL10336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,15,17,0,0,0,45
SAL10337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,5,8,13,10,10,3,7,0,52
SAL10338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,3,0,24
SAL10339,0,5,5,7,0,6,3,0,0,32,8,8,23,10,24,14,8,3,0,95,71,108,207,165,173,146,34,3,0,905
SAL10340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6,7,9,11,15,11,7,0,63
SAL10341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,14,7,0,3,0,29
SAL10342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,4,4,4,8,9,4,4,0,45
SAL10343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4
SAL10344,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,12,8,0,4,21,19,8,4,0,75
SAL10345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,10,15,34,20,6,0,104
SAL10346,0,0,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,14,10,32,42,40,39,11,3,0,195
SAL10347,0,9,14,23,8,3,0,0,0,60,7,5,16,12,17,8,6,0,4,63,102,95,310,329,345,304,96,11,6,1598
SAL10348,0,0,0,0,0,0,4,0,0,11,3,0,0,0,5,0,0,0,0,12,21,19,58,43,68,78,23,8,0,322
SAL10349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,8,3,4,8,16,27,21,16,10,0,106
SAL10350,4,4,5,10,11,12,3,0,0,50,0,4,8,13,20,31,5,0,0,88,116,130,151,357,485,403,159,18,3,1818
SAL10351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,8,6,0,0,22
SAL10352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9
SAL10353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,9,9,9,6,5,0,56
SAL10354,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,16,24,26,24,5,0,0,101
SAL10355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,13,5,9,0,0,26
SAL10356,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,10,4,16,25,32,23,0,0,0,101
SAL10357,4,0,0,4,7,0,0,0,0,18,0,3,3,7,4,0,4,0,0,24,16,11,30,47,88,72,31,6,0,306
SAL10358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,3,0,0,27
SAL10360,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,6,13,15,12,4,0,0,51
SAL10361,0,0,0,4,3,0,0,0,0,11,0,0,3,0,0,0,0,0,0,5,8,9,38,58,60,52,20,6,0,252
SAL10362,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,7,14,31,14,35,18,8,0,133
SAL10363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6
SAL10364,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,13,24,32,44,65,74,110,54,10,0,405
SAL10365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,12
SAL10366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,3,6,16,31,6,0,0,77
SAL10367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,13
SAL10368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,20,11,15,11,6,5,3,73
SAL10369,0,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,14,8,21,29,40,39,20,0,0,172
SAL10370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,7,6,16,25,19,17,8,0,0,96
SAL10371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,10,17,31,33,44,48,30,9,0,208
SAL10372,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,7,16,12,21,11,0,0,72
SAL10373,0,0,5,8,4,6,0,0,0,31,0,0,10,16,14,0,3,0,0,43,43,73,247,369,430,337,167,28,0,1706
SAL10374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,12
SAL10375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,5,8,3,0,0,32
SAL10376,4,12,12,8,4,3,0,0,0,41,9,11,23,10,14,3,0,0,0,69,104,318,431,188,152,121,14,0,0,1342
SAL10377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,4,0,0,26
SAL10378,3,3,4,7,8,6,0,0,0,31,0,9,18,20,19,13,0,0,0,76,40,122,267,215,197,208,43,4,0,1104
SAL10379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,8,4,12,21,27,25,14,0,0,117
SAL10380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,5,20,23,10,0,0,75
SAL10381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,9,13,3,0,0,31
SAL10382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9
SAL10383,0,0,0,3,0,0,0,0,0,12,0,0,5,3,0,0,3,0,0,6,19,16,34,45,68,79,28,3,0,286
