SA2_MAINCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
507051188,45,48,44,31,37,16,12,10,0,247,56,45,58,88,65,32,19,20,4,388,126,65,777,286,121,81,144,144,35,1778,8,4,12,25,13,20,6,20,0,106,14,10,20,44,27,10,15,20,0,162,5,4,5,7,14,3,0,3,0,46,8,15,16,32,16,13,15,18,11,147,387,616,993,594,371,193,225,272,68,3716
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,39,49,38,30,24,9,5,16,3,202,60,49,44,88,50,24,10,18,3,350,87,63,543,167,107,62,106,105,16,1259,3,0,4,22,10,16,4,12,0,77,9,4,21,19,25,14,8,14,4,125,0,11,11,4,5,0,0,3,0,34,11,10,7,9,11,9,11,14,13,98,324,694,706,411,294,164,151,199,52,2993
507051191,73,110,61,67,67,29,15,11,4,443,107,117,88,146,97,42,15,17,11,638,228,138,1260,354,253,142,194,181,58,2813,16,6,19,21,24,14,12,20,3,136,16,11,28,56,42,24,15,17,0,216,9,13,8,16,14,4,4,4,0,67,16,19,22,25,23,17,24,20,16,179,693,1330,1566,813,662,319,295,302,110,6082
507051192,24,56,39,27,28,7,8,8,0,207,49,46,57,93,64,25,10,23,3,365,96,73,687,237,128,91,150,147,31,1642,6,4,9,28,16,8,3,3,0,89,11,3,16,32,22,10,17,12,0,133,0,3,4,10,3,5,9,3,0,42,7,12,22,18,14,9,6,23,11,114,268,618,872,491,342,195,218,253,56,3321
507051193,28,43,23,17,34,6,12,10,3,175,36,38,46,78,43,22,6,13,7,287,77,51,612,169,111,72,121,127,33,1364,7,3,14,14,15,12,6,23,0,84,11,7,11,19,28,12,10,12,0,106,0,3,0,4,10,3,3,4,0,31,3,10,14,15,8,11,11,25,7,103,224,459,746,360,286,159,181,232,59,2696
509011225,64,104,22,64,58,11,12,18,0,350,62,65,33,88,57,19,5,29,7,367,151,64,514,244,136,113,94,135,10,1456,6,8,8,19,22,16,13,23,6,125,13,7,8,36,26,16,10,20,0,143,5,13,8,7,3,3,0,11,0,48,6,18,10,20,25,14,12,17,13,134,476,1101,646,572,408,242,165,298,44,3950
509011226,36,24,3,13,7,0,0,3,0,85,14,16,13,18,9,9,3,6,0,89,85,20,128,56,28,21,28,46,7,414,6,5,3,7,4,0,0,11,0,36,12,5,0,8,3,3,0,10,0,43,0,0,0,0,0,0,0,6,3,10,14,4,3,3,0,0,4,8,0,43,247,229,165,115,71,38,41,93,22,1027
509011227,12,25,3,19,21,3,0,3,0,96,16,23,9,37,32,15,0,4,5,140,41,26,205,81,62,32,47,46,14,553,6,3,5,14,13,13,7,8,0,54,9,6,3,14,10,5,4,6,0,54,0,4,0,0,0,3,3,0,0,10,4,0,8,12,11,4,3,8,4,47,129,343,250,199,170,77,72,81,21,1355
509011228,33,35,10,14,22,15,3,17,0,141,19,14,11,19,14,7,3,14,0,113,74,25,222,71,41,19,29,51,7,539,7,0,3,3,6,9,0,8,0,41,20,3,4,9,6,13,6,13,0,81,7,9,0,3,8,3,0,3,0,33,6,3,4,3,8,10,6,14,4,57,260,444,278,171,163,92,47,142,14,1612
509011229,29,7,0,6,8,0,0,3,0,49,26,3,3,8,12,0,3,7,0,61,100,11,87,18,24,7,22,51,4,316,6,0,0,3,3,0,0,8,0,25,16,0,6,4,3,0,3,7,0,41,4,0,3,0,0,0,0,4,0,14,17,0,3,0,0,3,4,4,3,44,297,90,115,44,61,17,41,82,8,755
509011230,13,11,7,9,4,0,0,5,0,50,19,7,3,18,4,4,3,9,0,71,54,14,163,42,35,25,29,58,5,430,5,0,3,11,6,3,0,19,0,46,9,0,7,7,3,8,3,5,0,39,0,0,0,0,0,0,0,0,0,3,14,0,11,3,4,7,10,26,3,65,154,211,198,104,79,48,52,128,11,988
509011231,51,16,3,8,9,3,3,3,0,93,26,3,4,13,14,5,3,7,3,68,91,9,110,42,29,14,31,61,6,383,11,0,0,3,0,3,0,10,0,35,25,0,3,9,4,0,0,6,0,54,7,3,0,3,3,0,0,3,0,15,32,7,12,5,3,4,13,14,7,86,348,151,143,93,92,35,49,117,13,1044
509011232,20,30,6,12,10,3,3,5,0,96,12,12,18,28,7,0,3,7,0,95,41,21,169,44,33,21,33,39,3,401,5,0,0,3,8,5,0,6,0,29,6,0,3,11,9,7,0,0,0,36,0,3,0,0,3,0,0,4,0,11,7,0,5,7,6,3,7,7,3,43,144,268,215,129,110,50,53,67,10,1039
509011233,18,54,13,39,27,8,4,12,0,165,39,38,25,77,41,23,3,17,3,269,105,42,549,240,118,90,104,129,27,1411,5,0,9,13,21,27,7,28,0,120,11,7,5,26,22,7,10,21,3,104,5,0,5,10,7,0,3,5,0,37,11,14,17,17,8,12,20,25,10,134,244,427,647,472,280,180,163,265,48,2719
509011234,32,18,10,16,13,5,4,5,0,105,24,10,9,18,19,7,7,4,3,104,82,13,150,73,49,31,42,68,3,510,11,0,7,7,9,3,0,11,0,44,16,3,7,11,6,9,3,6,0,61,4,0,0,0,5,3,0,3,0,19,17,0,3,8,0,6,3,16,0,58,253,209,190,147,139,65,66,131,15,1203
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,30,36,8,15,15,4,6,7,4,123,32,9,20,34,31,5,3,12,0,145,84,32,309,66,56,29,80,88,16,756,3,0,6,3,5,9,3,6,0,33,10,7,8,4,16,3,3,6,0,64,5,4,0,0,3,0,0,3,3,21,10,8,9,13,16,3,9,12,4,78,238,226,371,148,174,56,114,132,32,1498
509021237,26,13,3,9,0,0,0,3,0,58,18,10,13,10,3,4,0,4,4,64,70,14,122,58,23,11,24,41,5,367,8,0,0,0,4,3,0,3,0,21,11,3,0,9,11,0,4,6,0,43,4,0,0,0,0,0,0,0,0,6,11,4,3,7,4,3,10,18,6,58,207,138,147,100,64,28,48,91,11,828
509021238,18,8,3,11,5,0,0,0,0,59,23,7,3,10,15,8,4,5,0,65,102,17,116,30,32,18,41,46,11,403,8,0,3,4,6,9,0,3,0,32,3,0,0,7,5,0,3,5,0,27,0,0,3,0,0,0,0,0,0,14,10,3,12,3,4,4,3,12,5,56,232,142,141,84,94,39,53,74,18,885
509021239,47,14,9,18,23,5,14,15,3,143,33,13,19,35,28,12,9,15,0,155,153,38,325,48,66,20,104,148,23,918,12,4,0,3,8,5,9,21,0,62,21,8,15,20,12,6,7,13,0,110,8,0,0,5,4,0,3,18,0,39,22,3,13,14,15,9,14,27,3,122,404,256,397,156,203,75,155,315,35,1997
509021240,29,23,0,10,6,3,3,3,0,78,23,15,0,22,17,3,3,3,0,83,85,21,184,51,32,20,55,39,4,503,5,0,6,8,12,4,7,11,0,46,10,0,0,3,13,0,5,10,0,40,7,0,3,0,3,0,0,0,0,15,11,6,10,7,11,3,11,9,8,69,245,236,224,108,111,46,90,94,10,1157
509021241,28,9,6,11,11,3,0,3,0,74,33,12,6,21,14,4,3,7,3,103,107,14,144,37,35,25,57,64,3,487,8,0,0,3,3,4,3,9,0,27,10,3,9,12,6,6,8,7,0,59,5,0,9,0,0,0,0,0,0,18,18,3,8,5,9,12,11,8,0,83,309,162,202,101,122,62,86,112,4,1160
509021242,9,13,6,3,4,0,0,0,0,42,23,3,15,10,9,4,7,0,0,65,65,5,139,20,15,12,48,24,7,335,3,0,0,4,11,0,4,0,0,26,11,0,3,6,3,3,3,8,0,39,3,0,0,0,0,0,0,0,0,4,11,3,8,5,0,0,5,14,4,49,181,110,166,57,58,21,74,58,13,735
509021243,21,51,10,34,20,10,14,10,0,171,28,27,18,58,48,14,8,12,0,216,114,54,418,146,106,53,95,122,21,1124,13,4,18,19,30,18,6,18,0,120,14,8,11,26,25,12,11,11,0,115,5,3,0,9,3,0,0,3,0,29,13,5,12,14,16,13,18,28,7,135,293,487,517,337,291,125,160,215,30,2461
509021244,9,25,14,11,15,6,6,3,3,95,13,20,14,23,16,9,6,3,0,102,60,27,177,56,41,26,68,40,4,513,3,0,3,4,6,8,0,0,0,28,5,5,3,10,9,3,3,3,0,45,3,0,0,0,3,0,0,0,0,8,13,5,5,6,6,6,14,7,6,64,163,242,243,121,117,59,101,62,22,1122
509021245,28,30,11,18,13,3,0,4,0,110,18,21,4,24,14,6,3,3,0,102,62,24,161,57,42,25,51,39,4,460,4,0,0,7,8,3,0,9,0,33,8,3,8,10,4,8,9,10,0,63,4,0,5,0,0,0,3,3,0,17,23,3,3,7,5,7,5,8,0,66,225,234,213,145,130,53,74,91,10,1169
509031246,27,12,0,3,3,4,3,0,0,51,17,7,3,15,9,3,3,0,0,55,73,6,82,37,27,9,36,47,7,329,3,0,0,3,4,3,3,3,0,25,6,3,0,7,9,0,5,3,0,29,3,4,3,0,4,0,0,7,0,16,11,4,7,3,4,9,8,4,8,56,194,126,99,73,78,24,61,75,21,750
509031247,35,10,3,10,10,4,3,3,0,86,33,3,5,19,14,3,6,0,0,87,129,11,126,24,14,14,34,55,7,422,8,0,6,4,0,0,6,5,0,31,17,3,0,8,12,5,4,7,0,61,3,0,0,0,0,0,0,0,0,13,22,5,3,0,4,4,9,7,5,60,385,155,152,83,93,36,67,101,13,1092
509031248,9,6,8,3,7,0,6,0,0,42,8,3,16,9,11,0,10,0,0,59,27,11,125,30,23,10,56,21,9,303,0,0,0,0,0,0,3,3,0,11,3,3,3,0,5,3,6,3,0,26,0,3,0,0,0,0,3,0,0,3,5,0,3,0,0,3,8,5,0,32,89,122,157,56,56,17,100,38,10,646
509031249,9,27,5,10,7,7,3,3,3,72,19,11,4,39,13,11,3,11,0,115,45,19,182,75,35,29,30,46,3,465,7,4,7,9,7,7,9,10,0,61,11,0,8,16,7,3,0,10,0,58,0,3,0,0,3,0,3,0,0,14,3,6,10,11,4,13,3,8,4,70,137,302,232,189,95,80,50,104,12,1195
509031250,43,8,0,9,4,5,3,3,0,76,36,13,5,16,9,5,0,8,0,95,106,24,129,43,35,13,45,60,0,450,7,0,3,3,3,3,7,10,0,43,25,3,3,12,10,0,3,8,0,58,0,0,0,3,0,0,0,0,0,7,34,3,10,12,4,3,4,5,5,77,339,211,158,111,93,35,61,103,12,1124
510011262,62,95,24,56,42,22,5,19,0,329,70,69,51,140,96,31,6,23,4,493,181,109,607,206,177,110,97,119,26,1641,10,13,17,19,23,24,6,13,3,128,31,20,15,39,40,20,10,22,4,198,9,6,3,4,4,9,0,8,3,45,16,17,26,30,17,17,17,27,20,187,636,1283,797,664,587,276,155,282,85,4774
510011263,7,16,5,14,14,3,3,3,0,72,22,22,3,42,20,3,3,4,0,113,43,41,150,100,52,22,17,81,12,515,4,9,4,23,12,3,3,15,0,81,8,6,9,11,7,0,4,12,0,50,5,5,0,4,3,0,0,0,0,19,8,10,12,33,16,4,4,21,14,122,158,432,193,278,155,48,40,156,42,1490
510011264,4,5,0,8,0,0,0,3,0,19,3,5,4,14,0,3,0,3,0,38,16,14,30,29,10,3,5,21,10,129,0,3,0,3,0,0,0,3,0,13,3,3,0,6,3,0,0,3,3,23,0,0,0,0,0,0,0,0,0,0,0,5,3,8,7,0,4,9,8,45,61,148,44,73,26,10,12,44,18,433
510011265,27,51,6,28,17,3,5,0,0,133,31,29,11,42,28,10,4,13,0,177,96,56,281,84,74,33,63,69,22,777,4,10,4,10,20,6,3,6,4,68,8,10,8,22,11,5,6,11,0,81,3,7,0,3,0,0,0,0,0,16,13,12,8,15,15,11,8,17,13,101,289,545,355,279,240,86,96,140,41,2069
510011266,9,6,0,8,3,0,0,0,0,19,3,3,5,8,0,0,5,3,3,27,16,18,29,19,12,3,11,18,4,128,0,7,0,10,7,0,0,0,0,26,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,8,0,23,57,112,37,57,30,8,16,33,9,359
510021267,18,19,24,8,6,0,28,9,0,100,28,19,36,3,20,0,53,8,3,172,54,51,827,19,28,0,351,95,31,1457,0,6,4,0,7,0,20,20,0,67,4,0,13,3,3,0,24,5,0,58,3,3,4,0,0,0,14,3,0,29,4,5,3,8,0,0,23,11,8,61,161,342,968,49,75,9,555,167,43,2359
510021268,14,7,14,6,3,0,5,0,0,60,19,13,20,23,14,6,25,3,0,130,57,19,418,44,35,10,142,52,12,788,0,3,0,3,7,4,11,13,0,36,0,0,9,4,11,0,18,4,0,50,0,3,0,0,0,0,5,0,0,19,4,3,10,9,6,0,17,8,5,64,152,225,533,105,100,34,236,87,23,1500
510021269,24,32,25,12,16,3,3,12,3,129,38,22,30,13,31,7,11,3,0,161,73,29,385,38,63,14,91,53,25,777,0,0,0,3,6,3,3,3,0,27,3,5,10,4,3,9,9,3,0,49,3,3,3,4,3,0,0,0,0,22,8,8,9,7,9,6,7,8,4,57,258,359,494,110,181,58,139,102,45,1749
510021270,21,28,30,13,13,5,11,8,4,134,25,31,38,72,52,10,19,12,5,266,64,65,808,74,102,39,181,109,39,1486,7,8,12,11,21,13,7,20,0,94,3,3,6,21,9,3,18,14,0,80,3,3,3,3,3,0,3,9,0,30,9,4,17,13,14,21,30,22,12,141,189,460,968,258,266,125,277,219,70,2837
510031271,38,42,72,23,18,4,31,23,3,242,49,72,129,33,37,3,51,61,6,445,131,58,2146,65,121,10,543,340,41,3457,6,5,18,13,9,10,12,28,0,101,19,5,33,3,19,0,35,30,3,147,0,7,6,3,3,0,12,20,0,49,8,3,15,9,9,3,57,30,11,135,412,785,2551,193,291,45,799,591,84,5753
510031272,44,62,60,40,44,12,18,8,4,304,74,68,82,88,85,22,28,36,10,493,191,89,1210,158,230,65,267,173,75,2465,15,11,15,26,26,18,17,23,0,166,17,13,32,20,51,21,28,28,3,222,3,7,5,3,3,4,9,9,0,46,18,17,43,21,30,28,33,28,16,244,616,1092,1581,460,593,229,436,367,132,5508
510031273,13,24,18,8,17,0,13,0,3,93,10,18,34,26,20,3,24,9,0,140,40,38,566,42,73,8,176,49,11,1012,3,3,3,7,3,0,7,10,0,39,4,8,5,7,7,0,6,11,0,48,0,4,0,0,0,0,0,4,0,14,14,8,10,8,3,3,15,9,6,77,144,281,696,115,164,23,264,105,21,1813
511011274,39,58,12,22,39,13,4,10,0,205,36,50,33,47,56,19,10,19,0,264,159,90,578,143,120,82,146,123,20,1467,13,4,8,19,26,26,11,26,3,134,18,3,17,15,27,16,16,17,0,124,9,8,7,3,5,4,3,3,3,46,20,11,13,23,18,15,20,29,16,169,400,687,691,326,355,183,218,243,46,3147
511011275,40,12,3,9,9,3,4,3,0,76,23,5,6,14,11,5,6,4,0,76,116,8,99,20,18,7,37,47,7,363,11,0,0,5,3,4,3,8,0,36,18,0,0,3,5,0,6,6,0,51,0,0,0,0,0,0,0,0,0,5,19,3,5,3,3,0,14,15,0,64,330,116,126,55,74,28,80,94,8,916
511021276,10,20,8,10,11,0,0,3,0,68,22,8,6,20,23,9,0,12,0,103,71,18,170,45,48,30,36,59,8,488,4,3,5,12,15,3,3,9,0,55,9,5,8,11,7,3,3,7,0,54,3,4,3,3,3,0,0,3,0,16,5,4,9,9,10,4,3,15,7,77,170,250,224,138,141,52,54,121,30,1178
511021277,21,16,14,13,3,4,0,10,6,83,21,13,19,22,20,8,0,4,3,117,81,42,223,51,45,17,34,64,11,578,7,10,5,23,9,3,0,17,0,67,6,12,9,8,10,9,0,9,3,71,7,0,0,4,0,0,3,3,0,11,5,8,13,5,9,3,0,10,3,62,223,254,310,174,147,64,47,146,27,1391
511031278,12,25,9,5,11,0,7,3,0,68,18,21,20,34,23,0,8,5,5,134,56,27,446,77,64,37,167,60,29,961,0,0,7,0,9,12,11,3,0,51,8,7,3,10,12,3,22,9,0,78,0,4,3,3,0,4,7,7,0,25,3,0,14,7,4,10,31,16,14,90,120,194,515,165,143,76,266,112,48,1631
511031279,36,44,27,29,20,7,9,0,0,178,58,60,46,79,49,24,30,11,3,365,152,78,950,157,141,60,275,105,27,1943,7,3,15,11,21,20,17,17,3,114,17,0,18,32,29,11,26,20,0,148,0,4,6,4,4,6,5,4,0,39,14,9,24,20,7,9,37,21,21,153,407,895,1159,427,333,161,453,217,64,4114
511031280,28,47,30,22,28,11,15,0,0,185,43,57,30,49,39,9,17,13,4,257,95,46,666,85,84,54,184,56,12,1288,5,0,5,16,13,11,9,12,0,62,9,6,5,20,17,8,15,12,0,80,3,14,4,0,0,0,3,0,0,31,0,7,10,6,4,12,25,14,14,98,319,829,785,249,247,114,287,117,40,2984
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,3,10,10,11,8,0,3,5,0,38,10,7,17,18,9,9,20,9,0,93,27,19,250,29,44,8,103,41,8,520,0,3,0,0,0,7,3,7,0,23,3,0,10,5,4,0,8,10,3,47,0,0,0,0,0,0,3,3,0,12,3,0,4,11,3,3,19,15,6,60,80,148,305,80,80,27,170,82,16,996
511031283,6,7,4,11,3,0,6,0,0,42,6,8,12,16,12,3,23,4,0,83,30,14,252,33,22,6,109,39,3,517,0,0,3,3,7,0,4,7,0,24,3,6,4,6,7,0,4,3,3,43,0,0,0,0,0,0,3,0,0,6,3,4,5,9,0,0,9,8,5,48,94,209,293,102,63,16,177,70,11,1031
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,24,64,14,23,28,14,3,8,7,183,25,58,37,76,35,14,6,15,3,272,109,54,476,156,97,66,86,107,20,1166,11,4,5,12,19,20,9,28,3,114,9,4,6,16,6,14,11,14,3,82,3,8,4,4,4,3,3,4,0,38,13,13,20,21,4,7,5,15,9,114,295,741,599,383,245,155,128,217,50,2809
511041286,22,32,9,17,22,5,3,3,3,112,23,18,7,39,32,13,3,14,3,153,76,46,399,104,80,50,94,98,19,970,8,4,7,8,18,15,4,14,5,83,3,6,4,16,17,10,3,10,3,80,3,0,0,4,3,0,4,3,0,22,4,4,5,15,4,11,10,16,5,67,165,295,442,230,201,104,126,165,43,1765
511041287,19,42,8,28,19,12,8,8,0,135,34,33,21,58,35,9,6,9,0,214,89,60,498,107,127,44,106,93,15,1133,5,4,8,13,14,5,3,11,0,70,8,3,7,18,13,12,4,11,0,80,3,0,3,5,3,3,3,3,0,21,4,11,7,16,7,7,9,8,4,63,228,489,571,264,243,104,146,149,31,2221
511041288,38,48,16,36,26,7,5,10,0,186,46,64,34,85,43,19,6,14,3,309,117,69,512,178,131,75,88,96,28,1296,13,10,9,11,28,16,6,13,0,96,12,11,11,15,30,13,16,6,0,119,11,7,0,6,4,0,3,10,0,39,5,9,4,10,7,3,15,17,15,93,373,879,612,402,337,155,148,188,52,3143
511041289,18,14,7,14,10,3,3,4,0,65,7,13,8,12,13,0,0,4,0,70,39,23,176,30,28,15,42,44,6,411,3,3,3,0,13,3,3,8,0,35,3,3,0,9,9,5,3,9,0,45,0,0,0,0,0,0,0,0,0,0,12,3,3,5,10,4,6,12,9,64,118,144,204,83,97,33,63,91,19,846
511041290,14,10,5,4,5,0,3,0,0,46,11,15,10,10,3,3,10,3,0,70,26,13,158,17,14,0,73,48,5,350,0,5,0,3,0,0,8,11,0,27,5,3,3,3,6,0,7,0,0,32,0,0,0,0,0,0,0,0,3,8,0,3,5,3,4,0,4,6,11,44,106,187,188,54,46,5,112,85,24,804
511041291,27,13,8,12,5,0,0,4,0,66,32,9,3,16,9,3,3,0,0,80,88,10,145,23,26,7,52,60,7,426,4,3,4,3,6,8,7,5,0,43,15,0,3,3,6,0,8,6,0,49,3,3,0,0,0,0,0,3,0,10,20,6,9,4,5,0,7,7,3,64,300,143,178,67,87,24,85,101,11,994
511041292,35,32,6,21,6,3,8,3,3,111,19,23,8,15,12,7,3,3,0,91,109,20,174,59,34,20,59,87,16,580,11,3,3,7,8,3,0,14,3,53,14,5,3,10,14,4,4,8,3,70,5,0,0,3,3,0,0,0,0,13,26,11,8,5,11,6,10,14,3,102,282,260,209,145,126,49,90,142,24,1332
597979799,3,20,9,0,3,0,0,5,0,37,0,11,0,0,0,0,3,0,0,18,3,13,63,0,0,0,9,35,3,124,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,13,78,73,0,4,0,21,55,9,250
599999499,3,18,9,0,3,3,4,9,3,49,3,15,11,16,8,0,9,22,0,84,22,13,233,38,32,17,75,69,11,508,0,3,0,3,3,3,8,7,0,34,0,0,3,9,6,3,12,12,0,49,0,5,0,0,0,3,6,4,0,22,3,7,4,0,0,0,7,10,4,41,73,214,279,110,77,41,139,193,42,1169
601011001,0,16,0,15,3,0,0,0,0,36,11,5,3,33,14,7,0,3,0,73,27,15,168,96,30,22,34,49,6,443,3,3,0,12,10,5,0,21,0,53,3,5,0,26,10,4,4,8,0,65,0,0,3,0,0,0,0,0,4,11,4,3,13,11,8,4,10,26,4,87,56,86,195,219,77,52,53,108,12,869
601011002,12,6,7,7,15,3,0,0,0,52,25,17,12,28,41,11,3,4,5,148,89,26,316,130,88,51,64,70,19,863,7,4,8,3,16,15,9,6,0,67,0,3,3,14,18,10,3,4,0,56,0,5,0,4,5,0,0,5,0,20,6,5,11,15,10,5,8,10,3,72,165,177,364,215,196,105,95,108,23,1445
601011003,16,28,7,9,16,0,0,0,0,73,38,29,12,37,36,11,0,0,0,159,76,18,256,104,98,34,42,37,12,684,0,0,3,6,9,9,0,4,0,31,10,3,7,24,17,3,3,7,0,77,5,3,4,3,4,0,0,0,0,23,3,6,9,7,9,5,5,5,3,61,195,270,307,219,219,82,57,63,19,1439
601021004,17,40,13,22,20,4,7,0,4,122,18,30,17,33,29,15,3,4,4,154,87,24,164,83,70,36,10,23,10,507,0,0,0,0,8,3,3,3,0,33,8,5,6,13,13,5,0,4,0,58,0,11,0,3,6,0,0,3,0,18,3,9,3,8,3,0,0,3,3,38,268,709,231,217,251,85,21,51,39,1875
601021005,42,48,22,31,37,9,0,3,5,190,56,50,19,51,55,10,0,5,10,254,135,62,377,132,144,48,41,57,21,1013,3,3,4,11,13,5,3,12,0,46,7,7,3,11,20,14,0,4,3,74,3,6,0,4,4,0,3,0,0,32,6,11,5,17,11,3,3,4,5,64,427,832,466,324,369,116,58,102,50,2737
601021006,17,23,6,17,14,0,0,3,0,80,21,20,13,30,27,11,0,5,0,121,32,18,158,53,59,13,21,23,6,381,3,0,0,3,6,4,0,0,0,23,5,0,4,8,16,0,4,3,0,45,0,5,0,0,4,3,0,0,0,9,0,6,3,6,0,0,4,0,4,25,128,342,187,152,185,35,29,42,19,1112
601021007,40,62,19,35,37,7,0,6,6,210,73,58,40,55,87,21,8,4,4,352,128,46,339,162,177,74,42,60,11,1042,7,3,6,7,14,5,0,6,0,49,10,9,10,15,37,15,3,9,0,102,3,13,8,0,3,0,0,0,0,36,6,8,11,12,20,12,8,8,3,93,478,1070,466,367,527,173,64,99,41,3284
601021008,27,43,14,26,16,7,0,7,0,135,35,38,22,29,32,20,8,0,3,189,62,35,197,81,85,42,30,30,7,568,4,3,3,6,6,13,4,4,0,40,6,6,6,16,14,8,0,6,0,61,3,8,0,7,5,0,0,3,0,27,3,4,4,5,8,0,0,6,3,41,299,816,273,248,256,135,51,72,20,2176
601021009,7,7,6,9,10,0,0,0,0,40,10,15,14,31,23,16,4,3,4,119,28,17,182,79,71,31,22,43,8,474,3,0,3,6,8,9,3,6,0,38,6,5,0,10,4,6,3,3,0,40,0,4,0,0,5,0,0,0,0,9,0,4,4,11,0,3,4,9,7,45,71,196,225,172,145,76,41,73,19,1019
601021010,5,3,0,3,3,0,0,0,0,13,0,4,5,8,11,3,4,0,3,40,16,4,99,44,28,16,19,31,0,256,0,0,3,3,4,7,3,3,0,30,0,4,3,19,3,8,3,8,0,41,0,0,0,0,0,0,0,3,0,5,0,0,3,3,0,0,3,11,3,21,31,50,117,91,56,40,34,54,7,475
601021011,4,5,6,6,12,3,0,7,0,45,14,22,11,36,27,11,4,3,0,132,46,18,248,139,98,40,19,50,12,674,3,3,0,8,8,12,3,5,0,51,3,3,8,17,16,3,3,3,0,61,0,0,0,3,0,0,0,0,0,12,7,3,9,12,3,3,3,8,3,51,108,199,298,253,199,91,33,83,16,1273
