SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL32258,0,4,6,19,0,17,0,13,0,60,0,0,8,14,3,5,4,10,0,55,22,21,23,38,10,7,10,9,3,141,35,50,25,27,22,14,10,18,0,199,66,61,46,33,34,26,12,18,0,303,46,63,31,29,37,27,11,32,6,275,29,25,0,9,13,13,5,4,3,109,9,6,0,0,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,217,242,151,162,121,107,46,108,13,1163
SAL32259,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,8,5,0,0,3,0,0,0,0,0,16,3,0,4,0,0,0,0,0,0,10,0,0,0,0,6,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,3,6,4,5,13,0,46
SAL32260,0,0,0,8,0,0,0,0,0,17,0,7,3,14,4,0,0,0,3,32,3,13,7,40,4,0,3,8,5,95,9,12,3,24,10,4,4,8,0,77,4,15,3,14,4,0,3,8,7,67,7,10,4,19,8,0,0,0,5,57,0,5,0,4,3,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,68,28,138,37,13,14,29,18,362
SAL32261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,4,0,16
SAL32262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8
SAL32263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,5,4,7,0,3,3,6,0,39
SAL32264,3,0,28,36,9,62,9,50,0,196,27,50,55,47,50,54,18,44,7,352,87,263,172,116,124,89,40,53,16,947,119,191,126,83,96,43,29,50,11,750,68,121,59,51,89,43,22,32,11,499,24,37,37,24,37,25,15,17,7,222,6,3,7,4,12,3,0,7,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,335,666,486,371,418,315,126,246,55,3012
SAL32265,6,0,28,45,13,62,10,59,0,220,17,14,42,37,25,38,17,28,6,225,53,99,110,43,58,39,27,50,9,501,107,166,104,64,76,31,28,47,14,645,105,162,110,86,112,41,44,56,7,729,70,112,80,71,103,49,41,49,7,585,24,30,9,10,20,17,12,14,0,131,7,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,393,595,486,355,406,282,179,295,59,3054
SAL32266,0,0,0,3,0,5,0,0,0,17,0,3,3,0,0,3,3,3,0,17,0,0,3,3,0,0,4,0,0,15,3,0,0,0,0,0,4,0,0,19,3,7,6,0,8,3,3,4,0,33,5,0,10,3,10,6,5,0,0,38,5,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,26,9,23,14,21,13,3,139
SAL32267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,7,5,0,0,0,3,0,0,0,0,10,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,4,6,0,0,6,0,43
SAL32268,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,10,6,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,8,3,5,0,5,0,12,0,44
SAL32269,0,3,16,32,15,56,4,24,6,154,9,36,43,31,26,40,13,24,4,215,41,84,66,47,41,37,16,29,3,368,107,121,59,37,69,45,13,31,12,497,196,169,100,60,125,69,22,46,24,808,173,148,92,55,148,56,19,45,15,756,75,63,19,16,51,34,16,12,8,299,18,6,3,0,7,10,0,0,0,50,0,0,0,0,0,0,0,0,0,8,629,636,398,271,479,347,99,206,80,3153
SAL32270,9,0,28,20,7,43,10,34,4,155,11,22,46,59,17,39,18,46,3,257,38,94,117,77,65,47,46,71,18,571,40,68,82,66,61,36,50,52,14,459,41,32,63,77,58,25,56,54,10,422,24,40,54,52,47,20,41,46,8,335,10,11,10,5,7,5,10,8,4,70,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,163,272,404,351,265,216,232,304,63,2268
SAL32271,0,3,18,31,5,54,14,27,0,156,29,42,115,96,82,57,82,94,13,608,121,211,199,170,177,100,263,149,35,1419,79,94,95,94,92,39,119,90,14,713,34,47,58,60,61,25,92,63,9,449,25,18,28,52,38,12,53,45,4,275,8,8,11,4,8,7,9,10,0,68,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,296,425,525,510,481,291,625,465,87,3708
SAL32272,0,0,11,9,3,19,0,8,0,56,4,8,14,10,10,6,11,9,3,69,13,15,22,15,10,13,23,9,8,121,9,21,21,7,25,7,16,17,5,135,38,14,27,20,52,16,36,11,4,220,26,24,30,20,24,12,18,22,6,177,6,6,3,3,3,0,10,3,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,86,132,77,136,64,103,83,30,806
SAL32273,3,0,19,20,3,52,3,29,6,131,3,20,42,35,24,14,11,7,0,163,37,84,84,56,70,21,24,13,0,393,50,98,72,40,55,17,35,24,7,399,36,56,59,32,42,18,22,27,0,291,24,22,28,13,35,19,26,23,5,188,3,7,5,0,11,0,4,7,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,287,304,196,239,146,120,131,30,1604
SAL32274,7,11,41,49,27,161,28,79,6,400,24,70,67,84,56,82,51,47,7,499,87,295,111,92,162,90,71,59,26,998,219,413,150,134,251,92,112,100,21,1481,214,310,156,124,229,78,90,97,16,1316,135,163,126,84,178,66,54,67,14,883,9,30,19,13,33,17,11,21,4,164,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,704,1292,668,588,938,584,404,465,99,5753
SAL32275,0,0,0,0,0,3,0,0,0,7,0,0,0,5,0,0,0,4,0,10,5,3,10,0,0,0,0,4,0,22,0,6,9,6,0,0,3,0,0,19,0,0,0,4,3,0,3,4,0,18,3,0,0,4,5,0,0,6,0,21,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,15,8,10,14,20,0,102
SAL32276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,4,0,32
SAL32277,0,0,6,8,3,18,5,8,0,49,0,30,29,11,8,8,9,4,0,102,16,76,50,21,27,9,31,11,5,240,20,25,32,10,24,14,24,16,4,166,13,23,28,4,22,8,22,21,0,140,3,20,28,5,12,4,14,16,0,97,5,0,3,5,0,0,9,4,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,59,177,174,59,89,63,103,83,14,834
SAL32278,5,9,30,53,10,94,17,70,11,299,17,80,91,89,49,123,21,64,10,544,63,221,145,102,98,79,46,61,18,835,104,239,134,84,102,60,28,70,25,852,125,237,125,105,138,55,61,81,18,936,84,168,105,97,121,69,50,94,14,802,22,38,31,21,34,17,14,16,3,206,3,3,0,0,6,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,431,993,659,567,555,503,239,456,92,4495
SAL32279,0,0,3,21,0,17,0,17,3,70,10,35,24,58,15,22,9,19,4,195,41,122,119,185,43,41,27,82,17,672,26,70,62,82,30,26,23,44,9,369,31,42,39,44,29,18,24,33,5,265,12,35,19,31,16,14,26,28,5,180,8,14,6,4,8,6,7,4,0,52,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,133,319,267,421,147,137,122,224,36,1809
SAL32280,0,0,15,27,3,55,6,33,4,138,5,20,30,30,17,24,5,21,0,148,26,87,57,29,35,23,13,22,0,285,65,134,45,34,52,22,18,21,8,388,95,149,54,52,68,45,14,31,3,509,81,92,41,47,76,50,23,30,9,445,28,22,9,10,21,10,10,6,0,126,7,4,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,304,495,249,229,276,226,83,161,25,2059
SAL32281,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,0,7,8,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,4,0,0,0,0,10,0,49
SAL32282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,12
SAL32283,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,4,0,0,0,0,0,21,0,0,5,0,0,0,0,0,0,5,0,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,6,0,0,3,15,0,48
SAL32284,0,0,0,0,0,4,0,3,0,8,0,0,0,0,0,0,0,5,0,10,0,0,4,0,0,0,0,6,0,10,0,0,0,4,0,0,0,5,0,10,7,3,0,0,0,4,0,0,0,15,3,3,0,0,0,0,0,6,0,15,5,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,9,11,10,3,8,6,19,4,78
SAL32285,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,0,0,0,17
SAL32286,5,0,14,8,3,19,0,13,0,60,0,0,10,9,0,5,0,3,0,35,6,14,27,11,14,0,6,16,0,97,30,34,34,11,7,6,8,6,3,140,22,31,24,22,19,4,15,16,8,146,19,31,24,19,23,10,9,21,0,164,7,4,7,4,6,5,0,8,0,34,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,99,119,138,81,74,47,41,86,16,692
SAL32287,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,7,5,3,8,0,43
SAL32288,0,0,10,4,0,15,0,7,0,36,0,4,11,5,3,3,4,8,0,32,10,8,18,9,6,5,3,7,0,67,14,20,29,16,18,0,12,7,0,128,25,15,25,14,25,12,12,14,5,136,8,13,13,6,8,3,7,9,5,68,3,5,3,0,0,0,0,4,0,21,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,68,68,98,57,63,37,37,51,6,492
SAL32289,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,3,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,5,3,4,0,0,5,0,4,0,0,17,0,0,6,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,11,6,3,0,7,6,0,47
SAL32290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32291,0,0,0,5,0,7,0,3,0,14,0,0,8,0,0,0,0,0,0,18,9,5,10,4,3,3,3,0,0,34,9,22,18,8,17,0,3,7,0,85,16,20,18,12,8,6,10,3,0,96,12,15,6,11,14,7,7,4,0,77,5,6,4,0,0,3,6,0,0,26,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,57,71,60,35,43,25,22,28,4,346
SAL32292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,8
SAL32293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,0,17
SAL32294,9,7,24,52,19,93,6,52,9,260,10,22,41,35,22,34,7,14,0,182,19,55,56,32,32,24,15,17,3,260,88,111,47,37,71,28,12,26,7,429,156,212,112,87,134,60,28,42,11,858,140,139,64,56,140,82,31,44,11,709,35,35,7,17,33,18,15,8,4,180,7,8,0,0,4,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,448,594,358,315,459,344,120,198,47,2895
SAL32295,5,0,0,0,0,0,0,6,0,7,0,0,0,0,5,0,0,3,0,10,9,3,0,0,0,0,0,7,0,20,7,0,0,0,0,0,0,3,0,15,8,0,0,0,0,0,0,3,0,12,4,0,0,0,0,0,0,4,0,12,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,6,5,5,0,6,20,4,85
SAL32296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32297,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,4,8,4,5,5,3,36
SAL32298,3,5,12,43,8,52,8,45,0,185,7,7,29,29,13,26,4,24,0,146,51,109,69,47,33,23,8,25,8,365,126,182,87,51,53,37,14,29,9,580,123,198,70,57,65,43,12,30,12,611,94,139,61,39,48,46,14,26,0,471,15,46,8,5,13,14,6,8,6,126,8,3,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,424,690,332,271,227,250,60,193,42,2497
SAL32299,0,3,52,104,11,120,6,67,0,364,10,27,55,74,21,62,11,31,8,298,61,157,94,103,78,57,26,52,15,642,200,340,180,136,153,73,47,59,14,1198,216,285,151,128,146,103,32,63,20,1143,88,121,60,64,80,45,18,43,8,537,17,39,17,10,26,30,14,14,0,158,5,3,0,0,0,8,4,4,0,20,0,0,0,0,0,0,0,0,0,0,600,972,602,618,522,497,161,319,69,4360
SAL32300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,0,0,8,0,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,3,3,4,4,4,0,39
SAL32301,0,0,0,3,0,3,0,0,0,9,0,0,5,0,4,0,0,5,0,11,0,0,0,5,0,4,4,0,0,15,0,4,0,4,3,0,0,0,6,17,9,0,4,3,5,0,3,3,0,27,3,4,8,0,9,5,0,8,0,34,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,15,18,16,12,9,11,0,116
SAL32302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SAL32303,0,6,23,48,13,105,16,60,3,278,17,36,89,76,47,80,18,59,5,430,78,186,189,92,125,56,62,59,20,868,104,228,137,92,148,55,57,85,10,919,142,225,140,128,172,63,64,90,19,1033,87,133,73,82,151,53,56,62,3,697,17,22,13,17,28,11,9,13,4,133,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,448,835,664,530,673,437,279,433,72,4367
SAL32304,0,3,0,8,6,0,0,3,0,19,17,37,13,37,24,16,7,5,4,151,35,111,21,38,24,22,4,21,4,276,25,51,13,4,9,5,8,16,4,132,42,46,4,11,13,3,0,7,0,130,13,26,8,0,9,4,0,3,0,65,3,15,0,0,5,3,0,0,3,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,129,293,62,101,82,54,18,52,10,796
SAL32305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,3,0,3,3,0,24
SAL32306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,17
SAL32307,5,0,13,20,0,34,3,23,0,96,4,13,18,19,10,20,5,21,0,117,15,82,38,45,24,27,9,35,0,277,22,59,41,26,22,25,12,23,0,226,29,47,32,63,28,21,16,40,9,292,35,30,25,39,37,27,19,33,0,244,10,13,5,11,8,5,3,5,3,53,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,115,244,168,231,136,154,69,176,23,1319
SAL32308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,3,0,0,11
SAL32309,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,4,0,4,0,5,0,0,0,0,0,12,4,7,5,4,0,0,0,7,3,19,7,9,0,3,0,0,4,3,0,31,15,14,4,8,3,7,0,3,0,50,5,5,4,0,0,0,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,9,17,6,14,8,18,3,138
SAL32310,0,0,13,9,0,10,0,8,0,38,5,0,8,10,4,0,5,3,0,33,9,9,15,9,15,3,11,8,5,79,10,19,20,19,19,5,15,8,3,109,17,29,20,23,20,7,13,11,0,136,15,14,22,12,7,6,8,11,0,91,0,0,6,4,6,0,3,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,70,107,73,65,33,44,43,7,516
SAL32311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,10,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,9,0,0,5,0,27
SAL32312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,3,0,12
SAL32313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,4,0,16
SAL32314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32315,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,4,0,0,0,19
SAL32316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,5,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,6,3,5,0,0,40
SAL32317,0,6,8,9,0,25,5,14,0,62,5,14,20,21,11,22,3,6,0,99,20,73,53,42,31,16,11,27,8,283,29,73,34,31,28,13,14,26,0,250,22,57,30,31,25,14,14,24,3,229,23,30,15,33,26,14,16,29,3,185,4,13,5,4,13,0,3,3,0,39,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,105,262,167,173,135,102,68,134,18,1153
SAL32318,6,5,55,86,23,183,17,135,12,532,76,143,265,276,126,193,99,189,29,1402,422,773,689,611,443,345,400,389,77,4154,351,542,438,328,383,187,276,249,54,2811,207,244,224,210,230,145,171,155,24,1612,94,94,119,102,120,55,87,101,10,776,30,30,28,15,36,8,31,26,0,205,3,7,0,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1187,1830,1811,1630,1369,1123,1088,1240,214,11502
