SA2_MAINCODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
507011161,55,200,66,111,13,503,77,58,331,173,142,17,795,3,0,17,7,26,0,62,9,4,25,48,134,8,225,23,3,49,33,76,23,207,462,196,1610,925,1926,162,5282
507011163,34,79,35,53,10,244,14,16,95,77,106,16,326,0,0,12,6,7,0,29,0,3,9,17,110,3,143,4,3,17,15,71,8,118,101,88,492,387,1175,105,2349
507011259,33,138,35,49,10,303,23,22,151,78,118,15,409,0,0,14,13,7,5,40,0,3,14,31,105,9,159,9,0,19,16,73,19,137,157,94,718,479,1226,122,2804
507011260,16,50,20,19,3,119,10,4,50,35,23,3,121,0,0,5,0,6,0,10,0,0,8,14,21,0,34,4,0,10,5,28,6,51,54,51,271,167,305,40,880
507021164,71,201,44,32,11,456,99,42,233,66,39,12,486,16,3,29,11,0,4,61,0,8,26,10,35,4,81,7,3,45,23,19,8,111,401,212,1244,427,525,97,2909
507021165,124,325,57,63,12,834,187,75,477,120,69,25,951,22,11,69,30,27,4,163,18,7,39,25,64,3,156,36,7,88,42,61,18,248,932,393,2339,782,1042,165,5653
507021166,131,363,71,60,14,829,104,64,379,104,103,32,790,15,0,45,13,26,0,98,10,3,31,25,76,8,158,24,0,88,19,63,32,225,623,302,1914,714,1263,209,5024
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
507031169,41,154,50,86,7,394,50,39,297,157,176,28,743,4,0,9,12,13,4,50,15,3,26,32,124,8,207,12,3,31,30,74,21,167,378,155,1312,823,1819,199,4680
507031170,15,51,18,32,4,126,11,3,79,58,97,13,264,0,0,6,6,10,0,22,0,0,0,14,54,0,71,0,0,8,6,47,10,73,53,37,295,262,865,95,1610
507031172,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,12
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5
507031174,19,56,31,60,8,192,6,7,100,78,140,16,343,0,0,3,0,17,0,30,7,0,7,18,74,5,108,0,0,10,14,88,29,139,66,64,374,381,1275,154,2315
507031261,25,91,19,41,0,192,18,18,89,43,57,5,236,0,0,6,5,14,0,24,0,0,8,16,61,3,83,0,3,21,15,52,12,106,101,71,501,280,873,71,1898
507041175,47,192,43,43,14,444,114,53,336,80,58,28,673,4,4,37,3,11,7,64,12,5,30,17,48,5,113,29,6,65,29,34,13,179,626,252,1819,569,637,145,4039
507041176,28,94,25,16,5,224,21,11,108,42,20,5,212,0,0,7,3,6,0,12,8,0,12,5,15,3,40,10,0,19,6,13,3,49,188,68,583,187,272,35,1337
507041177,112,390,80,67,12,798,112,72,425,117,98,17,837,9,10,38,17,22,4,97,5,3,45,31,71,3,159,9,8,66,34,51,14,177,503,327,1966,789,1244,155,4986
507041178,87,301,79,55,7,677,106,55,401,92,81,38,777,7,3,30,13,18,3,76,9,8,39,21,66,3,147,21,13,77,31,51,20,200,724,306,2283,749,956,163,5187
507041179,61,165,38,34,7,402,52,34,176,57,57,11,384,0,0,11,5,17,3,43,7,5,20,13,40,4,88,17,3,30,20,26,3,93,378,174,1047,345,487,75,2504
507041180,64,293,78,69,6,628,52,42,270,122,96,24,605,3,0,26,11,17,6,56,9,4,27,18,79,3,137,18,7,48,33,62,15,175,369,223,1514,702,1042,134,3991
507041181,95,376,96,76,12,790,105,60,383,131,98,27,809,10,3,37,21,32,3,100,6,9,41,34,93,9,187,20,3,83,32,87,24,248,590,321,2269,919,1411,203,5711
507041182,53,280,76,57,9,584,63,29,270,104,82,25,581,3,0,17,8,11,3,51,8,3,26,20,94,4,160,13,3,49,29,47,23,163,411,183,1554,618,1011,158,3927
507041183,31,88,22,24,0,210,20,20,121,34,25,7,219,3,0,9,3,13,0,28,0,0,16,14,31,3,64,0,0,14,13,24,3,62,103,87,514,247,466,46,1471
507041184,37,137,40,26,4,318,37,18,173,40,42,16,322,5,0,12,3,6,0,28,4,3,19,7,22,0,52,3,0,28,8,14,17,65,274,118,986,313,371,82,2141
507051185,94,384,138,259,23,966,70,72,444,327,422,46,1382,0,3,19,19,71,4,122,11,5,32,75,367,5,493,8,0,50,59,214,49,383,341,276,1897,1794,5287,414,9998
507051186,16,37,30,56,9,154,3,11,63,91,133,15,311,0,0,3,8,17,3,23,3,0,7,14,87,4,112,3,0,3,10,53,13,93,37,42,228,318,1149,100,1876
507051187,37,143,42,106,7,360,14,20,122,144,186,13,496,0,0,7,12,26,6,48,3,0,3,25,114,7,155,0,0,11,30,95,17,154,92,78,531,712,2057,164,3638
507051188,34,122,46,84,9,321,11,20,130,86,198,22,473,0,0,6,11,22,0,42,4,0,11,20,97,10,141,3,0,16,22,81,29,154,125,87,629,643,2047,186,3716
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,29,158,59,72,10,357,30,30,111,95,136,15,412,0,0,3,5,8,0,20,3,0,12,21,79,4,111,3,0,16,28,57,15,126,139,94,608,557,1464,130,2993
507051191,76,315,102,216,20,775,29,39,281,193,222,29,782,0,0,20,16,52,3,84,9,3,15,43,184,11,256,4,3,23,49,138,32,242,190,189,1194,1091,3169,250,6082
507051192,40,117,49,112,12,353,17,19,133,107,189,16,488,0,3,5,3,20,0,34,0,0,9,14,126,4,157,0,3,17,20,87,22,151,91,88,549,579,1860,150,3321
507051193,31,95,36,75,7,267,15,15,80,97,130,11,347,0,0,8,9,25,3,42,0,0,14,11,113,5,148,3,0,8,20,73,16,128,75,66,400,466,1553,135,2696
509011225,64,220,89,96,11,518,71,44,264,171,179,17,756,5,0,25,13,31,0,68,8,0,18,35,133,12,198,0,0,18,18,69,29,134,199,178,942,722,1723,187,3950
509011226,18,41,23,32,3,136,4,6,43,27,38,3,119,0,0,7,5,6,0,17,0,0,3,7,28,0,44,3,0,4,3,12,3,23,43,39,227,182,490,49,1027
509011227,30,85,33,44,0,201,16,13,68,58,69,8,234,3,0,0,6,15,0,27,3,0,4,13,47,0,69,0,0,3,10,35,14,60,50,62,277,239,662,58,1355
509011228,35,109,39,43,6,262,20,16,80,49,52,10,224,8,0,9,7,10,0,39,5,0,8,3,43,0,55,3,3,16,5,28,9,62,105,87,413,256,658,90,1612
509011229,12,40,15,18,0,87,5,0,16,9,14,5,45,0,0,0,0,0,3,4,0,0,0,0,8,0,14,0,0,0,3,16,3,21,13,24,166,117,380,54,755
509011230,16,57,11,25,3,120,3,4,57,28,45,6,142,0,0,0,0,0,0,3,0,0,3,0,55,3,63,0,0,0,5,9,3,24,25,33,223,118,525,73,988
509011231,13,51,5,27,6,107,0,3,32,23,27,7,93,0,0,0,0,0,0,0,0,0,3,3,37,3,42,0,0,3,5,12,12,36,19,24,261,164,466,105,1044
509011232,27,74,32,24,0,179,13,4,45,41,45,5,160,3,0,5,5,8,0,23,0,0,3,9,33,3,45,0,3,3,3,17,7,32,43,41,237,185,472,54,1039
509011233,33,96,54,104,15,309,11,13,86,93,178,10,391,0,0,7,3,11,0,22,0,0,8,22,130,13,183,0,0,3,3,56,31,95,44,65,364,441,1631,173,2719
509011234,23,39,25,36,3,139,6,6,39,39,68,11,169,0,0,0,0,0,0,8,0,0,3,3,47,0,59,3,0,4,8,13,13,34,36,43,228,213,610,77,1203
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,13,41,31,46,5,140,3,0,44,38,37,7,136,0,0,4,0,10,0,16,3,0,8,7,57,0,78,0,0,6,11,38,17,76,31,30,213,269,856,94,1498
509021237,10,60,17,35,5,126,7,0,26,18,49,14,107,0,0,0,0,0,3,3,0,0,0,0,19,0,21,0,0,3,3,17,11,36,14,20,176,118,436,67,828
509021238,18,43,11,33,3,116,0,5,23,23,26,4,82,0,0,0,0,0,0,3,0,0,5,3,27,5,38,0,0,5,3,19,10,38,15,34,180,122,465,62,885
509021239,14,76,32,35,4,179,4,3,35,29,39,19,126,0,0,8,9,21,0,36,0,0,3,12,58,0,73,4,0,3,9,58,19,86,49,38,357,308,1089,161,1997
509021240,16,72,26,30,8,163,0,8,43,26,33,8,123,0,0,3,0,10,3,15,0,0,3,0,50,3,64,0,0,3,0,15,13,34,18,45,252,168,586,81,1157
509021241,13,60,16,20,5,126,0,3,26,23,30,3,85,3,0,0,0,0,0,3,0,0,5,5,41,0,59,0,0,3,0,26,5,40,25,32,259,176,575,95,1160
509021242,7,39,10,21,0,80,3,0,17,18,20,7,67,0,0,0,0,0,0,3,0,0,0,0,25,0,28,0,0,0,0,9,5,23,12,17,153,104,402,49,735
509021243,20,98,39,82,9,261,18,13,90,81,122,19,344,0,0,4,3,14,4,27,0,0,9,17,89,4,124,3,0,11,13,62,12,98,82,65,410,389,1359,161,2461
509021244,14,48,18,28,3,128,9,6,32,34,49,9,140,0,0,3,3,5,0,13,0,0,3,6,30,3,39,0,0,3,11,26,6,48,48,32,176,198,588,75,1122
509021245,18,44,17,23,3,118,12,5,55,47,54,8,171,0,0,0,4,4,0,11,0,0,3,3,38,0,43,4,0,7,11,25,9,54,43,32,256,211,545,81,1169
509031246,15,40,11,25,3,94,0,4,17,24,33,4,90,0,0,0,0,0,0,0,0,0,0,0,23,0,28,0,0,5,5,11,12,31,16,29,143,108,381,71,750
509031247,15,65,16,18,0,123,0,0,26,20,28,6,91,0,0,0,0,5,0,6,0,0,0,4,36,0,49,0,0,4,8,17,3,29,14,40,293,170,510,67,1092
509031248,8,23,10,19,0,66,3,5,15,11,14,0,47,0,0,3,0,4,0,5,0,0,0,3,11,0,18,0,0,0,0,5,0,13,20,22,120,104,346,38,646
509031249,27,64,32,45,11,178,14,3,91,51,67,15,236,0,0,5,4,9,0,22,0,0,4,8,54,3,72,0,0,3,7,19,11,40,37,48,265,192,579,83,1195
509031250,16,63,20,29,6,148,0,8,41,22,52,4,136,0,0,0,0,6,0,6,0,0,3,5,43,3,51,0,3,0,4,11,7,27,27,45,237,177,553,79,1124
510011262,66,262,78,133,12,610,81,83,347,175,185,27,895,3,4,28,14,32,5,88,11,5,32,25,140,10,220,0,3,33,34,111,27,211,266,210,1267,837,1966,230,4774
510011263,37,116,23,94,21,317,31,22,121,47,60,25,296,0,0,0,8,9,0,18,0,0,3,9,91,28,130,6,0,12,4,25,20,61,86,71,357,190,643,143,1490
510011264,14,58,13,21,4,122,3,7,22,9,17,5,65,0,0,0,0,7,6,13,4,0,0,0,19,0,26,3,0,0,0,11,8,20,37,20,116,58,161,41,433
510011265,31,119,25,54,7,259,13,24,135,60,76,19,329,6,0,13,5,18,4,44,3,3,6,9,67,5,86,0,0,7,5,52,22,91,90,90,529,319,933,120,2069
510011266,12,38,3,28,4,97,0,3,14,8,11,6,39,0,0,0,0,3,0,3,3,0,3,6,27,5,43,0,0,4,0,8,3,13,15,19,84,46,166,23,359
510021267,3,18,6,7,6,53,0,0,8,3,13,3,35,0,0,0,0,0,0,3,0,0,3,4,70,5,78,0,0,0,3,10,4,21,49,36,332,279,1578,90,2359
510021268,12,57,14,27,7,124,3,5,29,17,17,3,79,0,0,0,0,3,0,4,0,0,5,17,59,3,80,0,0,4,3,12,6,28,46,34,274,193,873,82,1500
510021269,8,39,12,21,3,92,19,18,75,39,27,5,181,0,0,5,3,11,0,23,0,4,7,5,53,7,76,0,0,13,4,33,9,64,87,65,380,291,845,78,1749
510021270,37,119,32,50,6,258,20,24,89,70,77,16,298,0,0,0,4,20,0,26,5,0,10,19,95,3,129,3,0,4,14,55,22,104,71,84,460,400,1655,171,2837
510031271,28,91,22,37,3,188,9,7,39,22,27,8,99,0,0,0,0,9,0,10,0,0,6,8,51,3,75,9,4,28,32,155,19,247,178,91,904,702,3705,184,5753
510031272,66,268,52,95,10,518,40,23,131,69,81,11,353,0,3,6,12,11,0,38,3,0,20,31,162,10,224,16,0,42,33,199,48,328,236,154,1180,807,2849,285,5508
510031273,10,44,13,29,5,97,0,0,34,18,19,3,81,0,0,3,0,0,0,6,0,0,4,5,19,0,28,0,0,3,13,32,8,55,59,24,302,244,1099,87,1813
511011274,49,183,56,98,11,422,16,27,107,79,128,30,386,0,0,5,4,14,0,33,0,0,14,21,159,3,202,5,0,13,10,57,33,116,71,113,552,477,1720,213,3147
511011275,4,43,11,24,5,87,3,4,16,17,22,4,67,0,0,3,0,3,0,9,0,0,0,4,15,0,20,0,0,0,5,9,0,16,20,27,207,153,447,69,916
511021276,10,81,13,41,4,161,7,8,53,26,39,11,153,0,0,0,3,6,0,14,0,3,4,0,34,0,42,0,0,7,7,19,10,45,31,36,250,174,598,93,1178
511021277,13,61,8,12,0,99,8,6,30,9,17,3,77,9,3,32,12,15,0,73,0,0,5,9,41,0,51,0,0,13,12,32,13,63,50,35,309,205,717,80,1391
511031278,9,29,17,33,8,104,4,4,27,35,59,16,149,0,0,0,4,11,0,20,0,0,9,11,107,7,137,0,0,0,7,44,19,71,35,21,169,208,1088,118,1631
511031279,55,191,43,93,12,436,42,28,159,81,103,21,434,0,0,8,3,23,3,37,7,0,15,29,180,7,239,3,0,10,14,85,38,150,209,124,836,554,2200,194,4114
511031280,44,171,38,51,13,342,43,15,145,56,62,11,326,4,0,11,9,11,0,31,5,0,4,10,126,0,148,0,0,6,10,40,14,73,162,93,713,448,1433,129,2984
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,9,28,12,19,5,86,4,3,21,13,23,4,71,0,0,0,3,0,4,8,0,0,0,3,20,0,26,0,0,3,4,11,6,33,22,19,148,130,592,75,996
511031283,17,45,9,22,10,97,0,9,16,16,26,6,67,0,0,0,0,0,0,3,0,0,3,0,32,3,36,0,0,0,3,9,4,18,39,40,189,125,577,52,1031
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,45,143,52,73,11,362,26,33,175,119,117,25,500,3,0,11,3,12,0,31,6,3,10,19,97,7,141,3,4,18,15,66,13,114,120,116,609,459,1361,153,2809
511041286,22,56,25,77,0,184,4,15,74,76,92,9,270,0,0,4,0,13,0,20,0,3,4,19,100,5,129,0,0,0,11,52,19,82,16,52,204,270,1136,88,1765
511041287,33,145,43,62,11,309,11,18,85,79,95,14,301,0,0,6,0,9,0,17,0,0,3,10,96,5,108,0,0,5,6,63,11,86,45,76,382,356,1280,85,2221
511041288,54,216,48,105,11,475,42,35,200,106,127,17,533,0,0,10,3,12,0,33,3,5,5,23,107,3,140,3,3,8,16,69,17,113,144,135,709,513,1506,132,3143
511041289,4,33,13,23,5,82,0,7,18,19,18,3,70,0,0,0,0,4,0,3,3,0,3,4,29,4,41,0,0,0,5,27,10,40,14,20,125,139,488,64,846
511041290,5,42,10,24,4,90,3,3,12,14,15,7,50,0,0,0,3,3,0,7,0,3,0,0,10,0,11,0,0,4,3,9,11,31,27,25,184,110,406,50,804
511041291,15,52,20,27,14,141,0,0,25,15,24,9,65,0,0,0,0,3,0,3,0,0,4,3,17,3,25,0,0,0,5,24,3,33,26,26,190,150,517,77,994
511041292,19,71,25,39,9,169,5,0,47,36,52,4,142,0,0,3,3,4,0,15,3,0,3,8,40,9,64,0,0,3,7,34,5,51,25,26,259,208,700,116,1332
597979799,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,28,3,47,9,3,34,54,144,10,250
599999499,8,28,5,5,0,57,12,5,30,9,22,0,86,0,0,10,3,4,0,20,0,0,4,0,29,0,29,3,3,17,4,42,16,86,69,20,301,133,590,58,1169
601011001,3,7,9,22,3,55,0,0,23,41,127,14,203,0,0,0,0,8,0,17,0,0,3,7,30,4,43,0,0,0,0,24,12,37,15,12,68,116,563,102,869
601011002,4,27,19,41,0,100,0,6,38,38,138,18,254,0,0,0,4,20,0,26,0,0,0,4,93,3,101,0,0,0,3,35,11,41,17,27,135,192,987,95,1445
601011003,5,60,27,32,10,152,10,13,40,51,117,10,239,0,0,3,8,21,5,35,0,0,6,10,56,3,78,0,0,0,0,22,9,36,44,41,239,241,793,83,1439
601021004,22,165,26,37,3,327,37,31,123,60,69,16,327,3,0,9,5,18,0,32,3,3,15,15,31,0,69,0,0,14,8,11,4,40,196,112,629,283,601,56,1875
601021005,31,169,31,72,10,366,44,38,158,87,112,18,455,3,4,12,11,22,0,49,6,3,9,17,77,3,124,0,0,4,12,31,5,58,186,147,724,449,1132,94,2737
601021006,15,63,20,26,6,152,18,14,68,41,46,3,192,0,0,4,3,3,0,18,3,0,4,3,32,0,51,0,0,3,4,17,4,25,81,60,291,203,447,37,1112
601021007,39,246,48,71,7,467,48,41,178,100,136,11,514,3,3,17,5,25,0,59,10,6,15,14,76,3,125,3,3,12,7,21,11,58,243,189,968,564,1191,125,3284
601021008,25,170,32,28,0,332,39,44,159,60,75,18,393,6,0,19,0,9,0,38,3,0,8,12,55,3,83,0,0,12,4,13,6,33,198,138,783,323,672,65,2176
601021009,4,37,18,24,0,103,3,6,44,35,93,9,191,0,0,3,3,3,0,12,0,0,3,11,38,3,58,0,0,0,0,14,11,26,41,30,181,161,553,50,1019
601021010,0,5,3,11,4,34,0,0,16,24,59,3,103,0,0,0,0,0,0,8,0,0,0,0,14,0,21,0,0,0,0,10,4,19,7,6,45,59,327,32,475
601021011,7,30,13,36,4,92,10,10,48,45,130,9,242,4,0,3,0,15,0,22,0,0,3,16,62,3,79,0,0,3,3,19,12,37,39,26,181,185,787,56,1273
601021012,27,109,19,33,3,222,31,20,71,47,71,3,241,3,0,8,9,7,0,23,4,0,3,11,55,3,70,3,0,3,4,31,13,54,122,70,377,215,649,58,1495
601031013,8,38,12,27,0,103,4,4,45,47,95,8,202,3,0,3,3,7,0,20,0,0,0,10,46,0,54,0,0,5,3,29,6,40,35,28,161,216,655,40,1134
601031014,3,50,17,29,3,116,8,10,57,49,137,6,267,0,0,9,9,5,0,24,3,3,3,9,57,5,82,0,0,3,3,31,5,46,43,41,215,194,767,77,1329
601031015,5,31,17,48,3,124,12,20,56,69,188,10,342,0,0,4,3,16,0,25,0,0,0,8,68,4,76,0,0,4,5,40,10,62,63,36,188,248,1114,98,1749
601031016,11,36,9,22,0,101,12,15,46,29,90,7,198,3,0,7,3,13,0,17,3,0,10,5,36,0,54,0,0,7,3,21,10,37,68,46,229,128,525,46,1047
601031017,15,66,35,57,8,215,24,16,103,94,236,26,505,0,0,9,4,25,3,45,0,3,7,15,79,0,107,0,0,8,9,42,26,84,117,60,383,367,1276,140,2339
601031018,15,47,19,38,4,128,11,14,60,49,90,12,231,0,0,4,3,11,0,25,0,0,3,6,38,0,49,0,0,4,4,15,5,28,54,41,224,199,644,52,1219
601031019,26,75,9,33,4,175,14,26,77,52,99,13,276,7,6,18,8,9,0,45,0,3,10,9,51,3,83,3,0,3,3,17,7,31,81,75,386,215,615,65,1437
601031020,9,23,13,35,5,108,0,8,41,49,151,7,257,0,0,3,0,6,3,14,0,0,3,3,52,3,70,0,0,0,0,33,12,51,24,31,125,161,836,78,1259
601031021,8,48,8,17,3,117,14,16,55,40,82,11,216,6,0,11,5,8,0,26,0,0,14,3,25,0,39,0,0,3,3,13,4,30,80,45,318,157,421,51,1065
601041022,38,198,52,69,7,464,45,35,229,103,171,20,600,10,0,26,10,16,0,60,10,3,17,20,93,7,145,0,0,22,10,26,17,80,327,168,1048,497,1294,104,3435
601041023,46,282,44,44,12,558,52,40,221,119,127,20,572,5,4,14,10,17,0,51,6,0,26,18,91,6,149,9,0,14,5,30,4,64,387,173,1086,514,1133,95,3399
601041024,25,142,37,43,9,321,36,27,129,74,113,20,398,0,3,10,0,6,0,30,0,3,14,10,70,3,107,0,5,11,7,29,15,68,197,117,638,395,1046,120,2526
601041025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601041026,29,108,20,13,0,262,40,17,124,28,16,0,225,8,3,22,5,10,0,53,6,3,16,6,10,0,36,11,0,7,0,8,4,27,248,93,565,158,196,21,1284
601051027,26,156,25,18,8,360,124,39,343,65,51,11,630,29,4,51,7,14,3,106,9,3,32,9,23,0,70,5,3,26,4,11,10,63,509,174,1283,350,532,80,2926
601051028,54,249,40,37,5,537,78,50,274,86,91,19,598,16,3,26,15,21,0,82,14,5,14,13,62,0,109,3,0,13,8,22,15,66,427,230,1228,433,784,93,3200
601051029,29,133,13,23,0,298,55,33,115,35,37,4,279,4,3,20,0,6,3,45,3,5,14,11,11,0,39,7,3,7,4,5,3,30,308,134,660,189,264,27,1588
601051030,31,137,24,28,6,312,44,32,180,62,71,10,399,8,3,23,4,9,0,54,3,8,17,8,37,0,74,3,0,12,0,13,3,30,261,156,760,274,516,44,2009
601051031,53,271,40,26,9,674,166,41,323,61,60,23,670,19,9,52,10,15,3,109,19,4,34,19,23,5,96,20,0,43,7,14,10,102,915,240,1756,431,536,111,4000
601051032,56,165,31,16,9,415,86,31,212,53,29,15,429,13,4,42,3,7,0,73,12,3,16,12,12,3,62,11,0,24,4,7,4,58,472,196,994,250,345,60,2316
601051033,48,161,30,18,0,382,91,48,230,58,36,9,470,17,10,47,12,9,3,97,6,4,18,3,36,0,68,0,0,14,3,11,4,43,436,214,1010,273,409,38,2378
601061034,7,78,25,51,3,194,16,10,95,86,146,13,356,5,0,12,4,31,4,55,3,3,11,8,81,3,106,0,0,12,8,35,3,62,91,49,358,335,1142,90,2069
601061035,18,100,33,52,11,228,16,12,78,74,136,22,338,4,0,10,8,14,0,38,0,3,7,10,82,3,105,0,3,7,9,48,8,75,97,71,420,373,1251,110,2320
602011036,9,45,14,16,3,101,12,3,52,32,54,3,156,4,0,3,0,3,0,11,0,0,3,0,21,0,19,0,0,3,3,9,6,22,46,26,201,106,337,32,744
602011037,7,69,18,20,4,130,14,9,83,48,78,6,241,0,0,3,4,14,5,18,0,0,9,4,34,4,49,0,0,3,4,10,3,23,47,33,263,149,539,45,1085
602011038,9,139,19,23,9,268,82,26,209,57,47,13,436,3,0,16,5,8,4,33,3,0,3,8,38,0,54,3,3,8,0,10,11,32,243,86,715,238,413,66,1766
602011039,10,92,15,24,6,172,15,19,64,46,59,7,211,0,0,3,0,5,3,18,3,3,8,8,37,0,58,0,0,3,3,15,4,23,67,49,284,183,597,56,1225
602011040,5,31,9,20,4,94,3,9,29,28,71,4,138,0,0,0,3,8,0,11,0,0,3,3,20,0,27,0,0,9,3,11,6,29,38,14,152,114,379,43,735
602011041,9,90,27,50,4,219,12,9,89,52,158,20,341,3,0,3,4,11,0,21,0,0,9,3,61,0,78,0,0,7,7,45,20,76,90,34,330,216,904,101,1667
602011042,19,121,24,22,4,234,47,20,153,43,67,9,341,0,0,11,5,11,0,28,0,0,5,11,40,0,58,4,0,3,8,16,3,37,138,67,500,203,470,43,1422
602011043,5,111,20,38,0,205,20,17,90,50,68,5,256,0,0,0,0,3,3,10,3,0,9,5,36,5,59,3,0,3,6,17,4,33,69,48,321,176,420,34,1063
602011044,11,115,27,51,5,240,18,22,114,67,103,16,337,0,0,3,3,24,4,36,0,0,6,13,69,0,87,0,0,7,3,27,8,42,83,50,410,276,864,74,1765
602011045,3,14,3,17,3,43,0,0,20,16,69,7,117,0,0,0,0,0,0,0,0,0,0,7,17,0,22,0,0,0,0,10,11,27,3,10,52,63,324,42,495
602011046,21,194,31,55,4,351,45,37,135,77,103,9,400,0,3,8,9,13,3,36,7,0,11,12,68,3,103,4,0,12,7,24,10,51,150,79,591,327,806,68,2020
602011047,15,93,15,23,5,186,29,18,140,51,71,5,313,0,0,11,9,7,0,27,0,3,12,7,38,4,60,0,0,11,7,18,6,40,83,62,449,181,511,48,1337
602011048,10,79,24,31,3,160,8,11,73,46,107,15,255,0,0,0,4,17,0,25,0,0,3,7,46,3,58,0,0,3,3,16,3,24,37,27,268,174,713,38,1263
602011049,23,150,25,34,3,316,27,21,132,47,44,13,290,0,0,5,6,7,0,19,0,0,13,8,47,4,67,3,0,4,3,11,7,34,163,92,543,230,503,56,1589
602011050,0,40,8,22,7,75,4,4,41,34,76,8,169,0,0,0,0,5,0,7,0,3,0,0,25,0,29,0,0,0,0,19,12,42,18,15,134,106,474,54,805
602011051,24,153,19,27,5,276,30,24,144,57,48,6,305,0,0,12,7,14,0,34,5,0,7,9,35,0,49,0,0,5,0,7,3,21,116,82,528,204,487,46,1452
602011052,10,70,23,31,3,161,16,16,74,50,66,3,232,0,0,3,3,5,0,17,0,0,8,9,45,4,67,0,0,3,3,18,3,25,52,49,267,208,631,49,1254
602021053,3,24,13,14,0,56,4,7,25,28,42,3,112,0,0,0,4,7,3,18,0,0,3,3,18,3,23,0,0,3,6,24,9,40,28,17,109,130,385,62,722
602021054,10,54,15,22,4,116,9,3,61,50,70,10,204,0,0,7,5,5,3,28,0,0,0,6,40,0,49,0,0,3,3,16,13,31,35,39,262,186,633,97,1254
602021055,16,79,32,34,4,205,26,24,94,56,94,10,305,0,0,4,0,7,0,16,0,0,4,9,64,3,73,0,0,8,5,29,9,53,94,65,352,252,735,93,1595
602021056,5,48,15,28,0,104,0,21,61,27,75,5,185,0,0,0,3,11,0,16,0,0,0,5,31,0,39,0,0,0,4,17,0,25,18,28,185,146,564,36,972
602021057,9,37,12,22,6,100,7,9,43,33,64,3,160,4,0,3,6,4,0,17,0,0,3,0,31,0,34,0,0,4,3,23,10,41,42,24,208,183,490,74,1024
602031058,4,60,14,31,3,151,9,6,75,50,67,3,216,0,0,3,3,10,0,18,3,0,6,4,44,0,47,3,0,5,3,28,18,53,74,36,270,173,578,73,1205
602031059,4,54,17,34,8,130,12,6,46,34,79,12,193,0,0,3,4,5,0,16,0,0,0,3,38,3,44,3,0,4,3,33,14,55,47,18,189,159,724,92,1237
602031060,3,37,8,20,0,82,12,7,50,25,70,6,174,0,0,6,3,12,0,18,0,0,3,4,27,8,39,0,0,0,3,12,15,27,37,20,176,126,516,55,933
602031061,0,22,9,7,0,44,4,4,21,26,26,7,89,0,0,5,3,3,0,9,0,0,0,3,14,0,21,0,0,0,0,16,4,22,22,21,129,142,397,62,761
602031062,10,62,8,34,3,131,19,10,71,45,99,9,251,0,0,8,0,7,0,21,0,0,3,8,74,3,95,0,0,8,9,25,3,47,62,33,249,208,741,69,1365
