SA2_MAINCODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
506051138,26,68,42,33,42,5,3,221,3,3,3,8,4,0,5,17,0,0,0,0,0,0,0,3,44,116,73,76,108,24,21,465,3,11,3,7,4,4,0,33,3,15,8,3,7,0,0,32,7,27,11,10,8,3,0,73,53,137,85,88,123,31,17,538,101,84,44,27,32,5,6,300,4,4,3,0,0,0,0,10,163,230,130,114,149,33,28,846
506051139,17,62,29,13,30,6,0,162,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,31,101,73,36,82,22,11,362,0,9,3,0,0,0,0,23,4,13,9,0,3,0,0,31,6,23,11,3,3,0,0,53,36,126,92,39,92,20,11,414,67,61,31,19,16,0,0,202,0,0,0,0,0,0,0,3,101,191,125,61,110,21,11,619
506051140,9,44,26,20,21,13,5,144,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,16,70,53,41,76,34,12,303,3,3,4,3,5,0,0,18,0,8,3,0,0,0,0,13,3,11,8,3,8,0,0,32,18,82,56,45,80,34,12,332,26,31,18,16,7,0,3,107,0,0,0,0,0,0,0,0,46,111,74,64,88,33,20,442
506051141,18,27,19,13,14,14,9,115,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,19,56,39,35,64,30,17,264,0,0,0,3,7,0,0,9,0,0,0,3,0,0,0,5,0,0,0,6,7,0,3,14,22,58,41,44,72,25,22,275,17,17,19,13,13,3,3,83,0,0,0,0,0,0,0,3,40,76,56,55,84,29,24,362
506061142,47,82,42,31,30,8,0,245,3,4,0,3,3,0,0,15,0,0,3,0,5,0,0,9,78,156,80,63,73,9,5,464,9,3,6,3,6,0,3,31,15,13,14,7,4,0,0,44,25,16,15,9,8,0,3,75,97,174,99,71,75,16,9,538,74,71,33,26,14,3,7,226,3,4,0,0,0,0,0,13,177,245,131,96,93,14,12,775
506061143,0,3,11,4,6,4,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,18,10,19,7,5,83,0,5,3,0,3,0,0,11,0,3,0,0,0,0,0,3,0,6,3,0,3,0,0,13,4,32,17,10,18,7,5,94,14,11,3,11,4,0,0,42,0,0,0,0,0,0,0,0,17,38,26,19,23,9,11,135
506061144,7,17,11,3,3,0,0,37,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,13,10,7,3,0,65,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,8,0,3,3,0,3,0,0,9,6,28,18,10,13,6,0,81,11,12,7,3,8,0,0,29,0,0,0,0,0,0,0,0,13,34,22,10,16,6,0,111
506071145,28,30,26,11,24,18,0,135,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,38,47,55,29,68,47,18,304,0,3,6,0,4,0,0,22,0,0,0,0,3,0,0,10,0,3,8,4,5,0,0,25,33,56,58,28,75,55,18,326,32,26,18,10,8,9,6,116,0,3,0,0,0,0,0,3,73,89,75,40,83,66,23,442
506071146,8,21,14,10,17,6,3,84,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,18,48,34,28,41,28,15,207,0,8,0,3,3,0,0,9,3,10,3,0,3,0,0,18,3,10,3,3,5,0,0,34,19,58,40,30,47,29,15,238,16,42,25,10,27,8,10,141,0,3,3,0,0,0,0,4,35,103,67,43,73,35,29,380
506071147,16,25,18,10,26,13,9,120,3,0,0,0,0,5,3,8,0,0,0,0,0,0,0,3,27,44,46,26,42,24,15,233,0,3,3,7,3,4,0,25,3,3,0,0,0,0,0,10,8,12,4,7,5,4,0,33,35,55,48,30,50,33,15,268,21,29,20,15,20,16,8,130,0,0,0,0,0,0,0,7,59,91,70,45,71,43,27,407
507011148,38,82,47,26,41,12,7,242,0,3,0,0,3,0,0,8,0,3,0,0,0,0,0,3,50,140,92,59,84,42,7,475,0,6,3,5,3,0,0,19,3,7,0,0,0,0,0,8,4,14,5,3,3,0,0,30,59,150,100,58,90,41,7,500,54,32,13,14,7,3,7,125,0,0,0,0,0,0,0,0,104,181,112,75,97,45,12,633
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,16,27,17,9,16,4,4,87,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,28,42,24,15,34,16,13,166,0,0,3,4,0,4,0,12,3,3,4,4,0,0,0,11,3,6,9,3,3,3,0,27,29,50,30,24,35,16,15,192,20,17,4,6,12,3,0,64,0,0,0,0,0,0,0,0,52,67,36,28,48,21,15,263
507011153,16,26,27,10,30,8,4,134,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,21,48,45,23,50,20,15,219,6,3,0,3,0,0,0,10,4,5,6,3,3,0,0,22,10,11,6,3,3,0,0,33,31,59,46,26,53,27,13,255,40,42,18,13,8,0,3,123,3,3,0,0,0,0,0,7,74,102,61,37,59,27,19,384
507011154,19,51,30,24,36,11,0,171,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,33,77,55,45,61,23,10,300,0,3,3,8,6,0,0,20,4,6,3,0,0,0,0,21,4,11,6,9,7,0,3,43,38,87,58,52,74,19,12,334,51,41,26,20,22,0,4,178,3,5,4,0,3,0,0,18,94,137,90,72,98,27,13,528
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011158,3,3,0,0,0,3,0,12,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,3,0,3,3,3,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,3,3,3,3,27,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,7,4,3,3,3,3,32
507011159,23,31,30,11,32,6,7,140,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,34,54,63,38,73,26,14,304,0,3,3,0,0,0,0,9,6,22,9,3,3,0,0,45,7,27,11,3,4,0,0,53,47,79,68,38,73,26,14,350,48,46,31,15,19,3,4,160,0,0,4,3,0,0,0,6,97,127,104,64,91,33,18,525
507011160,27,32,17,12,15,10,10,123,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,36,46,48,23,41,17,17,230,3,0,9,0,5,0,0,17,4,6,4,4,0,0,0,20,12,6,12,4,6,0,0,40,45,60,56,24,52,16,17,263,49,40,31,10,15,3,0,144,0,3,0,0,0,0,0,8,95,102,86,37,64,23,17,410
507011161,37,57,34,24,34,8,9,188,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,66,89,64,40,78,17,17,371,4,10,9,0,3,0,0,27,6,11,8,3,0,0,0,20,10,19,9,3,3,3,0,53,84,107,75,41,81,24,17,419,53,61,13,11,11,8,3,158,0,0,0,0,0,0,0,0,131,168,85,57,89,28,21,583
507011163,7,19,19,21,13,5,0,88,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,3,12,40,36,29,30,15,4,173,3,3,6,3,5,0,0,19,0,7,0,3,3,3,0,14,4,8,8,4,6,3,0,38,15,52,45,36,38,25,4,209,22,25,17,9,10,6,4,87,0,0,0,0,0,0,0,0,40,73,58,43,56,26,8,302
507011259,12,33,20,16,9,9,4,100,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,24,68,31,33,36,12,10,211,0,7,5,0,0,0,0,8,0,4,4,0,3,0,0,18,0,9,7,0,3,0,0,28,32,72,43,31,37,12,10,234,25,35,18,9,17,3,0,112,0,0,0,0,0,0,0,0,55,113,55,42,59,14,10,349
507011260,0,4,3,4,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,8,12,8,3,53,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,8,8,6,8,12,8,3,58,4,3,0,0,3,0,3,11,0,0,0,0,0,0,0,0,6,18,6,8,10,8,7,67
507021164,7,19,13,17,23,5,0,89,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,15,34,34,29,35,13,7,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,15,34,37,29,40,17,10,183,7,8,4,8,8,0,0,37,0,0,0,0,0,0,0,3,24,45,43,37,48,16,11,222
507021165,18,40,25,19,21,9,8,138,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,24,62,56,36,65,31,13,280,0,3,0,0,0,0,0,4,5,11,3,4,0,3,0,28,5,15,3,4,0,0,0,31,29,73,58,43,62,34,13,310,38,20,24,8,12,4,0,116,0,0,0,0,0,0,0,0,69,95,84,49,80,38,20,429
507021166,25,41,33,17,33,16,5,170,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,38,59,51,42,80,43,22,323,0,3,0,0,3,0,0,10,6,12,3,0,3,0,0,20,6,15,3,4,4,0,0,33,40,75,53,41,85,40,22,363,50,61,26,23,16,6,5,193,0,0,0,3,0,0,0,3,91,139,79,73,101,50,21,559
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031169,30,62,20,18,21,11,3,153,0,5,0,0,0,0,0,9,0,0,0,0,0,3,4,7,63,119,52,42,55,34,24,380,7,13,11,5,11,3,0,52,13,20,9,4,3,0,0,45,25,35,15,5,15,0,0,97,85,148,68,50,74,37,27,476,101,102,31,13,22,8,3,278,0,3,0,0,0,0,0,8,183,253,102,63,91,40,30,760
507031170,19,32,16,14,18,4,0,108,3,0,0,5,3,0,0,6,0,0,0,0,0,0,0,0,32,53,33,26,36,11,8,202,8,22,16,4,13,3,0,64,3,10,6,6,3,0,0,27,12,27,18,13,17,3,0,84,42,82,53,34,46,18,9,287,115,71,43,27,27,9,4,291,3,4,0,0,0,0,0,11,162,154,102,61,79,25,7,586
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031174,32,51,32,17,22,3,3,151,0,0,0,0,5,0,0,3,3,0,0,3,0,0,0,3,47,86,54,34,46,14,6,287,6,13,12,9,4,0,3,49,11,16,10,11,5,0,0,51,15,31,28,15,16,0,3,100,59,121,85,48,64,19,10,389,100,98,51,22,26,11,3,306,3,3,3,0,0,0,0,14,162,217,136,71,91,27,7,712
507031261,6,13,10,3,10,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,15,7,14,9,4,87,0,3,0,0,0,0,0,5,4,7,0,0,3,0,0,15,3,9,3,0,3,0,0,15,12,33,18,13,21,9,4,106,24,19,4,9,3,4,0,62,0,0,0,0,0,0,0,0,38,51,21,19,20,12,7,165
507041175,7,13,15,15,22,15,6,97,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,27,28,33,33,47,34,20,226,0,3,3,0,4,4,0,15,0,0,3,0,3,0,0,5,0,3,6,0,5,4,0,24,24,38,39,35,59,44,20,248,14,21,3,12,19,10,3,81,0,0,0,0,0,0,0,3,42,57,42,44,74,55,27,339
507041176,3,3,4,5,7,6,0,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,15,17,19,23,14,3,93,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,6,20,17,17,25,14,3,99,3,0,3,4,6,0,0,19,0,0,0,0,0,0,0,0,7,18,14,20,30,14,6,120
507041177,22,54,43,34,26,12,5,194,3,4,4,0,0,0,0,14,3,0,0,0,0,0,0,3,38,91,73,60,84,35,23,401,0,3,3,0,5,0,0,14,3,9,8,4,4,0,0,21,3,7,10,4,9,3,0,31,42,98,86,63,89,34,22,439,31,32,10,10,8,4,3,93,0,0,0,0,0,0,0,0,72,129,94,73,99,41,25,529
507041178,11,22,29,14,26,13,0,123,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,26,36,64,33,71,33,16,281,3,0,0,0,0,0,0,9,3,9,4,0,3,0,0,19,6,10,8,0,4,3,0,33,26,47,72,40,71,41,19,311,21,25,12,10,14,6,3,90,0,0,0,0,0,0,0,3,52,78,79,50,91,42,21,411
507041179,4,13,12,9,13,9,5,63,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,14,30,27,14,26,15,9,137,0,0,4,4,4,0,0,13,3,4,0,0,0,0,0,9,3,4,3,3,4,5,0,24,18,34,35,18,30,18,12,162,10,29,10,3,9,8,0,64,0,0,0,0,0,0,0,3,31,62,45,23,39,26,16,230
507041180,10,15,15,7,15,10,3,81,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,14,42,37,26,46,29,19,210,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,9,3,0,0,4,3,0,0,11,19,42,38,27,46,29,19,218,17,12,3,7,11,0,0,58,0,0,0,0,0,0,0,0,36,57,45,32,52,29,20,278
507041181,10,56,35,27,37,10,11,180,0,0,3,3,0,0,0,8,0,0,0,0,4,0,0,10,17,78,64,64,91,40,32,385,0,0,0,0,4,0,0,9,4,3,4,3,0,0,0,19,6,3,4,3,4,0,0,26,21,86,70,71,94,42,30,412,18,27,18,13,14,7,3,100,0,0,3,0,0,0,0,3,43,112,89,82,111,46,35,517
507041182,7,20,13,15,23,4,9,85,0,3,3,3,0,0,0,5,0,3,0,3,0,0,0,7,14,40,21,43,51,15,12,197,0,0,0,0,0,0,0,0,4,6,8,3,0,0,0,20,4,6,8,5,0,0,0,20,16,47,29,46,51,17,12,224,19,22,16,6,11,8,6,97,0,0,0,0,0,0,0,0,41,64,45,51,64,27,26,312
507041183,9,29,16,15,5,0,5,84,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,17,36,27,36,29,5,9,153,3,0,0,0,3,3,0,12,0,3,4,3,3,0,3,13,3,8,8,3,3,3,3,26,20,39,34,37,29,6,7,179,28,45,22,21,23,15,3,149,0,0,0,0,0,0,0,0,44,83,52,59,51,23,12,327
507041184,10,11,15,6,6,4,7,58,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,15,27,24,16,11,14,12,113,0,0,0,0,3,0,0,4,0,0,3,0,3,0,0,5,0,0,3,0,4,0,0,10,15,27,27,19,21,16,12,125,4,9,11,3,6,6,4,47,0,0,0,0,0,0,0,0,15,33,32,29,30,21,11,172
507051185,70,117,76,43,58,11,0,382,14,11,0,3,3,0,0,30,0,0,0,0,4,0,0,11,128,230,152,94,142,28,17,794,18,28,6,5,4,0,0,65,19,25,10,6,4,0,0,66,38,59,20,12,11,3,0,135,160,289,170,105,159,36,19,930,184,153,64,28,28,6,3,475,3,0,4,0,3,0,0,7,348,439,240,135,189,40,20,1407
507051186,12,30,24,17,18,3,3,101,0,3,0,3,0,0,0,6,0,0,3,4,0,0,0,6,22,54,48,40,45,6,7,224,7,12,13,6,3,0,0,37,14,6,3,0,3,0,0,20,19,17,10,6,6,0,0,59,42,70,61,46,48,6,4,282,86,79,52,16,28,6,3,272,0,3,0,0,0,0,0,3,126,157,112,60,78,12,10,557
507051187,22,75,44,36,29,8,9,220,4,3,4,0,0,3,0,14,0,0,0,0,0,0,0,3,51,132,75,73,76,15,13,441,5,16,13,4,11,3,0,48,7,13,12,8,3,0,0,39,11,29,20,10,11,0,0,87,59,165,96,84,82,21,13,528,136,108,41,39,33,5,3,365,4,0,4,0,0,0,0,12,202,276,140,125,116,23,21,903
507051188,22,49,37,18,26,9,0,151,4,0,0,0,0,0,3,12,0,3,3,0,0,0,0,4,42,91,68,40,74,14,14,332,12,9,9,9,9,0,0,47,4,7,5,7,0,3,0,26,16,18,13,14,4,3,0,71,55,112,84,53,79,21,13,405,93,66,29,22,24,5,0,240,3,0,0,0,0,0,0,5,150,175,109,76,98,28,13,653
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,17,43,34,8,21,4,0,138,3,3,0,0,0,0,0,13,3,0,0,0,0,0,0,4,32,74,50,27,52,19,10,251,0,8,8,4,8,0,0,30,5,13,4,0,9,0,0,33,4,23,13,4,11,0,0,62,34,95,64,35,65,19,13,312,63,66,29,13,9,0,5,180,0,3,0,0,0,0,0,7,92,164,88,43,75,23,14,502
507051191,27,93,71,57,51,5,0,312,6,4,0,0,4,0,0,19,0,3,0,0,4,0,0,10,50,149,103,118,130,28,8,595,9,14,14,6,5,0,0,42,17,22,10,8,3,0,0,68,28,41,20,13,12,3,0,115,78,196,126,134,137,26,8,704,106,96,39,31,21,5,0,292,3,0,0,0,0,0,0,3,189,286,164,158,158,34,9,1005
507051192,32,53,32,26,25,13,5,185,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,50,92,71,46,61,24,10,351,7,19,3,5,7,0,0,42,0,19,11,0,0,0,0,32,5,32,11,8,8,0,0,73,62,123,79,54,66,21,10,425,77,93,46,26,27,5,3,272,0,0,0,0,0,0,0,0,134,215,125,84,98,26,12,695
507051193,24,37,28,14,24,10,0,144,0,7,3,0,0,0,0,20,0,0,0,0,0,0,0,3,39,82,62,39,63,23,3,313,4,7,3,6,3,3,0,24,7,16,3,0,0,0,0,25,12,19,7,10,3,3,0,52,52,101,70,48,69,26,5,360,99,80,35,24,13,4,0,255,0,0,0,0,0,0,0,0,153,181,106,66,83,31,7,622
509011225,25,51,53,32,37,4,0,213,8,4,0,3,0,0,0,20,0,0,0,0,0,0,0,3,38,83,70,64,73,9,3,341,0,7,0,5,6,0,0,18,8,6,3,0,0,0,0,19,8,16,3,5,11,0,0,37,48,94,78,67,81,9,3,379,65,65,39,24,27,0,3,223,0,0,0,0,0,0,0,3,110,160,111,88,106,10,7,597
509011226,3,6,10,6,4,0,0,30,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,6,10,10,13,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,8,3,6,9,10,17,0,0,52,3,11,9,0,0,0,0,27,0,0,0,0,0,0,0,0,10,21,19,11,20,0,0,82
509011227,3,26,30,17,18,0,0,92,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,43,37,27,29,4,0,160,0,0,3,0,0,0,0,4,0,4,4,0,0,0,0,12,0,4,9,3,0,0,0,14,10,49,40,33,33,4,0,170,33,32,14,8,6,0,0,88,0,0,0,0,3,0,0,3,42,78,54,38,45,4,0,265
509011228,5,20,27,18,30,0,0,102,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,35,44,19,46,0,0,151,0,0,0,0,0,0,0,4,3,3,3,3,10,0,0,16,7,3,3,3,6,0,0,18,6,40,45,22,56,3,0,170,14,23,8,10,9,0,0,65,0,0,0,0,0,0,0,0,18,62,58,36,64,4,0,234
509011229,0,13,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,12,0,0,0,0,43,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,3,0,0,0,0,10,5,25,11,0,0,0,0,47,5,3,7,3,0,0,0,22,0,0,0,0,3,0,0,3,9,25,24,5,4,0,0,74
509011230,7,15,5,3,4,0,0,42,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,7,33,16,12,13,3,0,92,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9,11,35,17,14,17,3,3,100,27,37,19,12,11,0,0,106,0,3,3,0,0,0,0,9,43,74,49,23,24,3,3,221
509011231,6,16,3,4,3,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,25,6,3,5,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,7,25,6,3,5,0,0,52,30,37,11,3,3,0,0,92,3,3,4,4,0,0,0,11,44,63,24,14,9,0,0,157
509011232,3,20,5,0,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,8,11,11,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,24,13,11,11,0,3,67,10,6,0,3,0,3,0,20,0,0,0,0,0,0,0,3,17,31,12,7,13,3,3,84
509011233,23,60,39,17,27,3,3,174,0,0,3,0,0,0,0,9,0,4,3,0,4,0,0,9,30,80,64,39,57,3,3,285,0,11,3,4,3,0,0,19,5,11,3,3,0,0,0,19,3,18,5,5,6,0,0,43,38,98,65,42,64,8,3,326,70,49,33,12,19,3,0,181,0,0,0,3,0,0,0,3,105,148,96,64,80,11,3,507
509011234,10,7,12,12,8,3,0,47,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,12,21,16,14,16,5,0,86,0,0,0,0,3,0,0,10,3,0,0,3,0,0,0,5,3,0,0,3,3,0,0,14,15,24,16,18,19,5,0,100,31,41,13,13,10,3,0,110,0,0,0,0,0,0,0,0,50,65,33,33,33,10,0,211
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,10,3,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,11,14,14,3,0,67,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,10,10,19,14,13,11,3,0,79,14,19,7,3,3,0,0,45,0,0,0,0,0,0,0,0,25,37,21,13,17,3,0,121
509021237,4,20,18,12,12,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,25,24,14,16,0,0,82,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,9,0,7,3,3,0,0,0,10,14,25,21,14,16,0,0,89,29,16,13,3,3,0,0,64,0,0,3,3,0,0,0,3,37,47,33,23,13,0,0,153
509021238,0,5,10,3,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,5,10,0,0,50,0,3,3,3,0,0,0,10,0,0,3,6,3,0,0,10,0,3,13,7,5,0,0,26,0,18,28,13,14,3,0,72,23,32,14,9,7,0,0,85,0,0,0,0,0,0,0,3,24,44,43,21,19,3,0,155
509021239,8,27,20,14,11,0,0,82,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,39,33,32,27,4,0,139,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,11,11,38,33,29,22,6,0,150,33,36,13,9,3,0,0,95,0,5,0,0,0,0,0,5,43,76,47,36,29,7,0,247
