SA2_MAINCODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
211031263,9,31,69,45,61,36,5,0,0,256,14,21,64,59,85,47,15,0,0,316,342,585,1415,1301,1383,940,174,11,0,6139
211031265,20,41,68,73,110,72,20,0,0,400,17,32,69,76,120,56,25,5,0,396,702,1040,1575,1844,2626,1674,340,26,5,9840
211031266,7,38,72,79,67,47,9,4,0,324,13,26,101,87,63,45,15,3,0,358,322,689,2249,2028,1552,1044,243,25,3,8159
211031267,17,44,72,104,80,54,19,3,0,387,18,38,80,88,103,57,21,4,0,397,478,840,2088,2426,2241,1440,364,57,0,9948
211031268,3,12,22,36,54,43,9,3,0,186,5,11,36,38,52,39,15,4,0,202,267,421,765,1066,1144,906,232,21,0,4821
211031450,4,35,94,76,62,44,15,0,0,325,10,43,83,60,57,49,26,6,3,338,251,622,2038,1723,1329,1045,267,22,8,7306
211031451,9,26,45,49,58,50,20,3,0,254,10,30,64,65,53,47,19,3,0,289,331,599,1344,1368,1312,927,261,28,8,6179
211031452,0,10,35,20,14,17,8,0,0,104,0,5,18,26,20,14,7,0,0,95,105,170,553,566,508,322,96,0,0,2323
211041269,6,24,40,36,61,25,14,0,0,205,5,12,46,51,50,33,14,0,0,209,197,396,1068,1199,1033,656,200,32,0,4772
211041270,5,25,68,69,50,52,11,0,0,285,3,24,99,75,60,27,12,5,0,317,332,639,2005,2061,1754,1086,294,28,0,8196
211041271,3,21,61,50,51,27,8,0,0,224,4,20,59,47,64,23,12,8,0,240,233,435,1436,1432,1194,687,158,21,6,5602
211041272,3,17,25,52,57,28,5,0,0,191,4,12,33,62,47,20,15,4,0,187,233,361,914,1339,1112,714,198,25,0,4894
211041273,4,16,23,33,58,33,14,0,0,189,10,20,31,49,57,47,24,7,0,245,308,537,800,1040,1262,969,350,27,3,5289
211051274,10,21,53,54,69,31,4,0,3,243,12,26,38,61,63,45,9,4,0,256,270,430,820,1185,1311,980,216,18,7,5241
211051275,10,26,50,46,42,39,15,3,0,230,9,13,33,42,61,37,17,0,0,217,296,503,1059,982,1134,809,240,18,3,5040
211051276,23,37,71,50,74,58,14,0,0,314,18,42,55,59,102,64,25,6,0,367,340,508,1057,1318,1517,1194,337,59,5,6333
211051277,5,18,52,47,45,32,7,0,0,211,8,32,55,43,39,43,11,0,0,229,170,438,1106,871,843,686,158,16,3,4292
211051278,24,51,88,109,102,87,21,0,0,476,22,47,88,87,117,74,25,8,0,465,579,924,1826,1928,2204,1480,341,43,3,9332
211051279,10,9,22,29,26,28,5,0,0,123,18,15,12,19,34,28,6,3,0,139,211,208,404,603,705,510,137,15,0,2785
211051280,4,14,30,28,37,28,10,0,0,154,6,5,38,36,30,26,5,0,0,158,186,316,657,716,762,577,157,10,0,3383
211051281,17,59,137,82,116,70,17,4,0,508,20,71,135,124,109,85,18,3,0,573,632,1156,2649,2348,2301,1682,395,31,0,11182
211051282,0,17,15,28,41,36,12,0,0,145,7,14,43,52,51,51,20,8,0,258,227,329,638,1083,1192,1106,335,33,3,4940
211051283,9,18,58,49,51,43,6,0,0,228,11,19,47,40,74,41,12,0,0,254,364,458,994,1047,1193,804,154,11,0,5023
211051284,10,17,31,46,59,30,3,0,0,196,14,23,37,39,61,45,5,3,0,225,271,448,849,1192,1298,973,173,14,0,5217
211051285,8,13,49,46,63,26,11,3,0,218,14,13,42,40,57,45,11,0,0,230,255,376,691,817,953,693,190,32,0,4010
211051286,25,41,79,87,83,52,16,0,0,388,27,47,60,104,129,79,28,4,3,476,345,618,1256,1469,1803,1366,337,39,14,7249
212011287,13,25,84,61,61,37,17,0,0,296,17,31,78,71,103,60,8,4,4,378,450,736,1629,1598,1621,822,175,9,4,7053
212011288,19,17,36,41,53,33,7,0,0,213,17,27,31,35,60,52,17,3,3,247,270,373,607,771,1141,769,208,41,8,4191
212011289,24,34,60,81,104,77,24,0,0,400,24,27,62,108,106,86,26,3,3,447,546,747,1331,2040,2328,1692,374,42,9,9111
212011290,12,11,42,29,39,27,7,0,0,165,19,9,34,43,51,29,16,3,4,214,219,307,678,697,787,592,199,42,10,3541
212011291,12,28,140,69,57,32,6,0,0,350,19,60,117,100,90,54,14,4,0,451,362,1005,2779,1911,1484,854,178,19,6,8590
212011292,23,58,167,108,92,55,11,7,0,519,40,67,168,162,125,76,12,0,0,646,667,1158,3459,3235,2477,1278,243,18,6,12545
212021293,13,53,86,80,104,63,17,3,0,419,30,45,67,97,159,87,24,5,3,523,715,1108,1786,2325,2818,1847,384,37,6,11022
212021294,28,49,115,137,136,51,12,0,0,528,21,53,124,172,142,71,15,0,0,591,738,1115,2377,3734,3035,1380,231,17,6,12630
212021295,0,23,48,35,27,18,7,0,0,166,9,45,132,84,73,33,9,3,0,389,127,434,1144,912,652,435,89,20,0,3819
212021297,0,15,48,38,45,17,7,0,0,172,10,37,82,60,61,47,7,3,0,307,188,445,1129,933,923,703,122,8,0,4455
212021299,11,13,30,31,64,50,19,0,0,212,24,22,15,34,56,44,12,3,0,203,291,485,512,658,1027,753,177,15,3,3919
212021453,3,27,43,51,58,37,3,0,0,226,6,32,71,59,79,64,7,3,0,322,232,549,1165,1082,1216,971,161,13,0,5384
212021454,11,26,57,44,59,41,7,0,0,243,14,34,91,66,67,72,29,3,0,370,241,670,1301,1216,1250,1221,226,14,0,6136
212021455,8,30,48,55,100,42,3,0,0,289,16,38,72,73,109,59,15,0,0,377,407,741,1300,1385,1781,900,125,10,0,6648
212021456,10,34,88,69,52,47,7,0,0,306,11,45,105,73,99,58,18,0,0,408,287,670,1693,1320,1311,913,158,6,3,6365
212031300,18,49,96,82,85,57,15,0,0,390,28,67,126,128,143,89,17,3,0,597,407,928,2053,1945,1799,1258,238,22,9,8643
212031301,7,53,159,124,60,33,8,0,0,451,29,70,219,171,118,42,14,0,3,654,433,935,4248,3610,1794,730,138,15,6,11913
212031302,16,46,118,79,71,31,9,0,0,368,28,53,142,126,112,69,16,0,0,537,486,902,2579,2464,1825,929,133,11,4,9343
212031303,21,29,43,42,43,41,6,0,0,224,7,24,35,40,46,33,21,4,0,199,263,442,921,976,988,745,160,18,0,4509
212031304,9,37,113,74,47,13,7,0,0,303,13,44,164,120,73,41,5,0,0,471,270,692,2559,1875,1186,579,88,6,5,7257
212031305,18,55,102,83,78,49,4,0,0,397,25,105,213,194,177,111,22,4,0,845,500,1237,2493,2406,2306,1460,187,10,0,10605
212031306,4,18,70,71,49,25,0,0,0,235,12,35,110,123,85,40,5,0,0,416,249,562,1891,2341,1392,634,83,5,0,7151
212031308,15,11,40,29,41,33,7,3,0,167,8,12,35,55,54,36,11,0,0,213,226,331,651,826,975,724,142,21,7,3906
212031457,15,39,37,53,88,31,6,0,0,270,12,37,47,74,95,47,13,3,0,328,561,731,889,1612,1796,879,128,14,0,6605
212031458,7,32,73,94,63,37,16,0,0,315,26,59,81,132,114,61,10,0,0,484,431,761,1511,2074,1789,875,151,16,3,7608
212041309,3,18,45,53,40,34,5,0,0,203,10,22,70,75,65,54,20,3,0,310,234,526,1170,1109,1170,872,220,19,3,5321
212041310,9,26,94,48,35,23,5,3,0,241,9,42,127,66,59,46,6,0,0,356,156,610,1913,1197,868,526,127,8,4,5407
212041311,5,34,131,104,52,43,6,0,0,377,28,136,353,251,174,88,20,3,0,1057,339,1279,3691,2596,1629,990,202,18,6,10741
212041312,6,47,105,77,71,52,11,0,0,372,12,66,177,151,127,97,21,4,0,656,328,869,2297,1959,1782,1334,289,17,0,8881
212041313,5,21,39,38,62,41,8,5,0,226,5,13,42,44,54,41,15,4,0,221,289,476,767,1122,1238,971,244,35,0,5136
212041314,15,51,121,130,108,70,19,0,0,509,21,83,189,198,191,113,29,7,0,830,431,1139,2953,2877,2476,1615,331,15,4,11846
212041316,5,10,25,26,34,19,6,0,0,134,3,13,60,50,49,36,6,0,0,222,100,268,761,699,641,451,136,9,0,3063
212041317,11,65,136,119,69,43,3,0,0,451,13,92,227,154,151,106,22,3,0,767,284,1090,2534,1644,1451,912,166,19,4,8099
212041318,9,24,70,52,59,34,18,0,0,267,4,57,132,102,114,63,11,0,0,496,184,578,1379,1039,1083,691,154,7,0,5123
212041459,4,32,119,50,28,18,7,0,0,257,10,42,133,100,71,41,7,0,0,417,126,570,1985,1150,817,577,120,6,7,5350
