SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL70109,6,12,9,17,10,9,0,3,0,65,31,35,27,54,31,6,6,3,4,202,54,32,160,105,69,25,28,37,11,523,6,3,0,4,9,8,5,3,0,39,5,0,4,4,13,3,3,0,0,37,0,4,0,5,3,5,0,0,0,21,8,3,6,15,0,0,3,6,8,54,206,463,255,333,195,80,56,81,33,1711
SAL70110,15,14,3,6,0,0,0,0,0,45,17,11,13,12,15,4,0,0,0,71,39,19,134,29,51,14,15,20,3,317,4,0,4,3,5,0,0,0,0,12,3,0,4,0,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,8,8,3,0,5,4,5,29,127,123,161,74,96,19,21,30,13,663
SAL70111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70112,3,5,3,15,10,0,0,0,0,32,13,17,18,31,24,5,9,5,0,117,38,15,122,56,54,24,32,28,9,364,0,0,0,3,5,4,0,3,0,23,3,0,4,4,4,0,0,0,0,22,0,0,0,0,5,0,0,0,0,10,4,0,4,3,3,3,0,4,0,35,101,153,165,138,131,42,51,53,18,857
SAL70113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10
SAL70114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70115,0,3,0,0,0,3,0,0,0,5,0,4,0,0,3,0,0,3,0,11,4,13,12,13,5,0,0,8,0,55,0,0,3,5,3,0,0,7,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,15,19,44,16,27,4,6,3,11,3,142
SAL70116,11,4,0,11,8,3,0,0,0,45,25,22,14,40,16,11,4,0,5,137,42,22,126,76,62,24,26,18,10,404,0,6,0,3,10,8,0,5,0,30,3,0,0,7,3,0,4,0,0,20,0,0,0,0,0,0,0,0,0,4,0,5,0,7,0,0,3,4,0,25,119,191,167,177,139,52,40,38,15,948
SAL70117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,4,3,0,0,0,5,0,29
SAL70119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SAL70120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,0,0,3,0,0,13
SAL70121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,6,0,14
SAL70122,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,18
SAL70123,10,9,3,8,5,0,0,0,0,35,15,16,10,9,21,0,0,3,0,77,41,20,139,27,45,9,25,13,5,327,0,0,6,0,6,6,5,3,0,23,0,3,0,0,6,0,4,4,0,22,0,3,0,0,0,0,0,0,0,9,0,0,3,0,4,5,3,0,3,10,90,114,169,64,99,21,39,27,13,636
SAL70124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,14,0,4,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,9,29,0,12,3,0,0,0,0,61
SAL70125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70127,3,0,0,4,0,0,0,0,0,7,3,4,3,10,3,0,0,0,0,26,14,5,63,63,5,0,17,0,3,166,0,0,0,3,0,0,8,0,0,14,0,0,0,0,5,0,5,0,0,12,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,8,38,24,73,96,25,0,32,11,8,318
SAL70128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70129,10,10,10,9,8,0,3,4,4,61,28,20,15,29,29,10,5,0,0,142,73,32,225,45,74,19,33,31,17,552,5,0,6,7,16,6,0,0,0,33,11,9,9,12,10,6,0,3,0,47,0,0,0,0,0,0,0,0,0,3,6,3,3,8,8,4,0,0,3,37,179,234,282,134,174,50,50,48,38,1192
SAL70130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,7,3,8,6,0,4,0,0,36
SAL70131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,3,3,3,0,0,21
SAL70132,10,14,4,8,13,0,3,0,0,69,34,17,23,29,38,3,3,3,0,158,97,40,299,89,105,34,62,58,14,789,0,5,5,7,8,6,6,10,0,63,7,0,6,5,6,3,8,5,0,33,4,6,0,0,0,0,3,0,0,11,4,5,13,8,12,3,5,5,0,62,211,282,361,174,215,59,98,100,23,1522
SAL70133,0,6,0,0,0,0,0,0,0,9,3,0,0,7,3,0,0,0,0,16,10,6,30,7,13,0,0,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,24,58,40,19,29,0,0,9,3,188
SAL70134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,10
SAL70135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70136,4,0,0,4,5,0,0,0,0,16,8,6,6,8,4,0,3,0,0,34,17,6,41,24,6,0,8,7,0,113,3,0,0,4,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,63,61,57,52,29,3,17,15,0,300
SAL70137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,11,3,0,0,0,0,25
SAL70138,6,3,5,6,8,0,0,0,0,20,12,8,6,12,18,5,7,0,0,72,20,16,70,18,22,3,10,12,0,179,0,0,0,6,4,0,5,0,0,11,0,5,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,3,4,3,5,0,0,0,0,0,0,6,101,244,92,72,76,16,18,24,8,661
SAL70139,7,0,5,15,0,0,0,3,0,34,24,14,10,42,12,7,4,3,0,111,28,22,101,68,54,22,24,13,7,329,0,0,0,3,5,0,0,6,0,21,0,0,0,0,3,0,0,3,0,15,0,0,5,3,0,0,0,0,0,7,0,0,6,3,0,4,0,3,0,21,107,184,146,188,111,51,39,32,8,862
SAL70140,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,6,12,10,4,0,0,0,0,0,30,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,12,15,9,0,0,8,0,78
SAL70141,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,10,14,4,12,3,0,3,4,3,55
SAL70142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,6,9,0,0,0,0,0,28
SAL70143,15,14,4,8,15,0,0,3,4,62,23,19,17,27,28,6,3,10,4,142,42,38,172,67,93,32,21,35,5,508,4,7,8,10,8,5,3,11,0,50,0,0,4,7,12,5,3,6,0,35,0,6,3,0,6,0,0,0,0,20,0,3,6,9,7,3,0,9,9,45,156,322,258,195,223,73,45,85,25,1379
SAL70144,3,3,0,3,5,0,0,0,0,23,13,12,3,13,6,4,0,6,0,53,9,10,57,31,11,9,3,4,0,137,0,0,0,5,0,0,0,0,0,12,3,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,10,3,4,0,4,5,0,0,3,0,21,49,164,71,84,52,21,10,22,6,475
SAL70145,7,12,4,14,0,5,0,0,0,40,20,26,3,46,25,5,0,0,0,123,32,22,116,74,42,4,16,27,15,346,4,3,3,7,8,0,0,4,0,30,8,0,5,6,0,3,0,6,0,21,0,0,0,0,0,0,0,0,0,6,0,0,5,6,3,0,0,0,9,33,124,234,150,234,115,36,24,51,33,1001
SAL70146,6,3,0,12,9,0,0,0,0,27,9,4,0,16,8,3,0,9,0,48,16,7,45,23,15,6,4,11,3,128,0,3,0,5,0,0,0,0,0,15,4,4,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,4,5,3,5,0,11,26,61,108,60,86,55,26,11,31,23,461
SAL70147,0,6,0,3,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,10,7,9,16,13,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,44,22,24,14,0,0,0,3,128
SAL70148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,12,3,0,0,6,0,32
SAL70149,0,0,0,3,4,0,0,0,0,11,5,0,0,16,0,0,0,0,0,17,8,3,20,14,4,3,4,4,0,72,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,29,34,29,51,15,5,4,7,3,170
SAL70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0
SAL70152,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,14,10,16,0,23,4,0,0,3,0,60
SAL70153,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,3,0,4,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,3,3,0,4,3,0,29
SAL70154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7
SAL70155,0,4,0,0,0,0,0,3,0,9,3,0,0,0,0,0,0,0,0,3,8,0,6,0,4,0,4,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,6,0,5,0,4,9,0,74
SAL70156,8,3,0,0,0,0,0,0,0,13,0,4,3,0,5,0,0,0,0,12,12,0,38,3,15,0,3,11,0,90,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,35,37,48,11,24,6,3,12,0,179
SAL70157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11
SAL70158,3,12,0,7,3,0,0,0,0,33,15,15,7,33,12,4,0,0,0,93,26,17,77,51,50,20,12,20,3,282,0,0,5,5,0,0,0,3,0,21,0,0,0,9,3,0,0,7,0,25,0,0,0,0,0,0,0,0,0,3,0,0,5,11,6,0,0,4,10,29,95,237,109,147,109,33,19,42,20,811
SAL70159,26,15,13,11,6,3,0,0,0,69,50,24,22,46,18,17,0,15,4,198,53,21,114,66,38,10,20,15,7,346,5,0,7,4,6,0,0,0,0,27,10,7,4,7,4,6,4,5,0,29,0,10,6,0,3,0,0,0,0,21,3,4,3,8,6,8,0,7,3,43,372,587,242,275,209,92,47,89,25,1944
SAL70160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SAL70161,10,16,3,15,14,4,0,0,0,70,26,20,17,48,38,4,0,9,4,172,56,41,168,64,82,22,28,36,7,496,3,0,6,4,8,9,0,5,0,36,9,0,5,5,12,0,0,0,0,32,0,0,0,8,3,0,0,0,0,12,4,6,3,3,13,3,0,0,0,46,217,557,232,219,248,75,58,76,21,1706
SAL70162,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,13
SAL70163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,7
SAL70164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5
SAL70165,5,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,13,7,4,21,7,11,0,8,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,11,33,15,13,6,11,6,0,113
SAL70166,0,4,0,0,0,0,0,0,0,9,0,0,3,5,4,0,0,0,0,11,0,3,7,8,6,0,3,6,0,31,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,11,9,11,0,5,8,0,72
SAL70167,3,7,4,0,6,0,3,0,0,20,10,6,8,14,8,4,6,4,4,60,21,8,63,25,18,11,6,13,0,160,0,0,0,7,0,6,0,4,0,13,3,3,4,3,0,8,0,0,0,18,0,0,0,0,5,0,0,4,0,5,0,0,3,4,0,0,0,4,0,16,97,197,92,79,67,35,22,29,6,616
SAL70168,5,6,8,4,3,0,0,0,0,36,31,12,10,40,19,4,4,0,0,123,23,17,85,64,27,5,10,9,8,231,4,0,0,8,5,7,4,0,0,28,0,4,0,3,6,7,0,0,0,23,0,4,0,3,0,0,0,0,0,13,0,7,0,0,3,0,0,0,7,24,145,313,119,162,83,25,15,12,15,887
SAL70169,4,12,8,3,8,0,0,5,4,38,15,22,10,24,20,5,0,3,6,97,23,22,102,44,37,13,14,25,3,286,3,0,0,4,5,10,3,0,0,31,4,0,6,5,8,0,0,0,0,23,0,0,0,6,0,0,0,0,0,6,4,4,3,3,0,4,0,4,4,31,96,229,151,112,121,45,23,51,21,850
SAL70170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL70171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70172,6,4,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,10,9,13,20,21,6,3,3,9,0,85,0,5,0,12,0,0,0,0,0,22,3,4,0,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,19,35,76,21,61,22,3,5,14,6,242
SAL70173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,5,0,21
SAL70174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL70176,0,3,0,0,4,0,3,0,0,21,8,6,0,11,5,3,0,0,0,35,24,11,61,9,15,3,7,4,0,134,0,0,0,0,0,6,0,0,0,11,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,9,62,59,64,27,44,11,15,10,9,307
SAL70177,0,0,0,0,0,0,0,0,0,3,4,4,0,3,0,0,0,0,0,8,4,0,21,8,3,0,9,0,0,49,0,0,4,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,8,17,17,25,20,11,3,4,8,10,8,109
SAL70178,4,12,8,5,8,0,0,0,0,33,4,7,9,9,13,0,0,4,0,52,15,9,54,19,16,7,10,10,0,148,0,3,0,0,0,3,0,0,0,14,0,3,0,0,10,3,0,0,0,18,0,5,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,8,83,130,78,58,75,21,14,30,3,492
SAL70179,3,0,0,0,0,0,0,3,0,12,4,3,0,0,0,0,0,0,0,14,7,5,10,7,0,0,0,12,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,28,17,16,12,12,3,9,25,0,118
SAL70180,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12,0,0,3,9,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,0,3,3,11,8,0,50
SAL70181,5,0,7,0,5,0,0,0,0,18,6,4,5,4,3,0,0,0,0,28,22,5,58,13,20,5,5,3,6,121,0,0,4,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,5,0,3,0,0,0,0,0,0,0,10,54,46,71,17,38,9,9,11,5,262
SAL70182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL70183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70184,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,0,0,0,0,0,0,16
