SAL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL32107,83,44,37,30,78,89,25,42,4,453,26,36,26,24,88,100,29,63,73,458,846,1427,1125,782,2413,2152,610,1261,147,10762
SAL32108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11
SAL32109,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,9,0,0,4,19,62,90,80,41,85,96,26,46,16,536
SAL32110,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,6,5,5,4,6,0,6,0,44
SAL32111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12
SAL32112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,11
SAL32113,0,5,0,0,0,0,0,9,0,13,6,4,0,0,0,0,3,4,5,13,11,24,20,21,30,51,15,143,14,343
SAL32114,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,4,3,7,4,3,3,0,35
SAL32115,0,7,0,0,3,0,0,0,0,10,3,0,0,0,0,0,0,4,5,24,29,93,71,44,82,76,40,57,9,497
SAL32116,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,3,7,0,8,13,0,12,4,52
SAL32117,48,51,33,27,73,65,15,26,7,347,18,63,46,29,76,64,22,38,69,427,667,1158,995,730,1758,1384,388,748,144,7975
SAL32118,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,4,0,8,0,30
SAL32119,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,3,5,17,14,11,24,11,5,21,3,116
SAL32120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10
SAL32121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,8,0,9,0,42
SAL32122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8
SAL32123,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,9,3,3,14,18,6,14,3,72
SAL32124,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,0,4,0,8,0,4,0,19
SAL32125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,3,12
SAL32126,5,19,14,7,24,22,3,9,0,101,3,8,4,4,16,21,9,27,15,114,142,307,285,179,434,444,270,469,37,2556
SAL32127,16,23,12,9,35,32,11,31,4,169,14,6,7,13,38,40,8,22,25,177,203,294,290,199,717,681,168,463,49,3069
SAL32128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32129,47,24,24,12,37,29,10,20,6,206,6,41,28,22,43,51,15,42,43,294,545,753,697,448,1373,1618,513,1178,76,7199
SAL32130,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,6,11,11,24,13,7,27,0,93
SAL32131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,24,4,8,21,14,3,26,5,103
SAL32132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,18
SAL32133,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,10,6,26,19,15,35,30,4,25,3,160
SAL32134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,7,5,33,4,51
SAL32135,9,19,12,7,18,5,7,4,0,87,4,9,8,4,13,10,4,13,15,79,227,400,356,208,598,654,161,371,29,3002
SAL32136,13,22,11,8,21,21,11,17,5,131,7,8,13,3,16,26,9,16,19,117,193,375,299,226,597,646,181,478,38,3037
SAL32137,34,29,14,15,43,26,11,23,0,193,10,21,15,6,45,65,14,36,10,219,327,372,350,262,1247,1464,403,867,35,5322
SAL32138,9,4,3,0,9,6,0,0,0,34,0,4,0,7,8,5,4,3,3,30,61,87,74,63,163,130,48,95,5,736
SAL32139,7,35,32,23,50,35,18,19,0,211,8,23,8,9,16,30,9,12,29,151,170,609,524,408,1056,823,235,565,83,4473
SAL32140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,6,3,17
SAL32142,0,4,4,4,9,3,0,0,0,27,0,3,0,0,0,0,0,0,4,15,27,56,63,41,106,82,41,77,6,501
SAL32143,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,18,14,17,15,21,13,30,0,136
SAL32144,5,0,0,0,7,7,0,3,0,24,0,0,6,0,6,5,7,6,14,38,37,83,86,68,93,118,32,77,11,611
SAL32145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,3,3,3,5,5,5,14,5,51
SAL32146,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,0,4,6,6,0,6,4,42
SAL32147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,11
SAL32148,23,16,4,3,17,17,3,8,0,95,8,19,6,4,17,23,8,13,11,113,225,309,259,170,431,337,137,319,29,2229
SAL32149,13,5,6,3,11,10,0,8,0,56,4,11,7,4,11,13,3,7,16,59,98,144,129,115,292,228,59,116,23,1197
SAL32150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,11,0,24
SAL32151,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,7,3,0,8,3,0,12,3,33
SAL32152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,13,0,33
SAL32154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32155,0,0,0,0,3,0,0,4,0,13,0,0,0,0,0,0,0,4,0,10,6,35,17,15,41,44,15,57,0,236
SAL32156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14
SAL32157,0,0,3,0,3,8,5,0,0,19,0,4,3,0,9,0,0,5,9,23,23,51,52,36,99,91,17,82,11,462
SAL32158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,8
SAL32159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,6,0,3,0,15,0,40
SAL32160,14,11,11,5,10,12,0,0,6,65,5,9,21,9,11,26,0,17,16,104,179,440,297,202,282,376,93,278,35,2184
SAL32161,0,0,0,0,0,3,0,0,0,0,6,0,6,0,4,0,0,0,0,9,16,16,14,14,10,7,0,4,3,88
SAL32162,35,24,15,13,18,18,9,13,0,145,7,18,15,9,20,18,10,23,22,148,351,652,497,295,526,537,148,435,56,3495
SAL32163,7,31,22,13,60,36,8,30,3,205,0,15,8,3,25,17,11,7,29,124,250,652,532,403,1253,936,318,683,72,5091
SAL32164,13,16,4,13,27,21,5,13,0,120,12,16,8,8,19,25,0,22,13,129,310,507,428,260,763,944,249,713,39,4207
SAL32165,0,4,3,0,9,3,0,0,0,22,0,4,0,0,5,3,0,0,7,25,34,44,34,26,95,86,42,140,18,510
SAL32166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,0,0,0,0,23
SAL32167,5,8,5,0,4,4,0,3,0,23,0,6,0,0,0,4,0,4,3,20,33,52,50,30,55,60,20,49,3,360
SAL32168,9,8,13,6,13,9,0,4,0,48,7,3,7,0,19,12,0,4,17,75,100,141,112,84,287,233,53,119,44,1176
SAL32169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,3,15
SAL32170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,6,4,0,8,0,33
SAL32171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,0,18
SAL32172,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,12,5,20,22,16,37,22,0,28,3,152
SAL32173,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,11,4,4,7,11,15,14,0,26,0,85
SAL32174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,3,13,0,9,0,45
SAL32175,22,13,13,6,5,14,0,3,0,80,10,10,3,0,21,20,10,10,14,94,174,237,185,160,477,387,108,210,30,1983
SAL32176,0,0,0,0,0,5,0,0,0,9,3,0,6,0,0,0,0,5,5,14,12,23,38,14,29,39,7,45,8,208
SAL32177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,7,8,0,4,0,30
SAL32178,93,54,56,27,92,66,22,47,3,454,23,34,34,25,93,102,27,60,85,482,904,1407,1232,866,2710,2424,646,1288,170,11656
SAL32179,3,16,11,15,44,26,10,38,0,169,0,12,6,10,26,19,6,24,37,146,103,327,252,251,643,488,181,536,88,2869
SAL32180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
SAL32181,7,3,5,4,7,7,9,7,0,47,9,4,7,0,9,3,0,0,10,45,63,101,79,48,135,134,43,103,19,723
SAL32182,0,3,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,4,15,30,65,37,27,41,27,9,43,11,289
SAL32183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,11,0,13,12,0,4,0,60
SAL32184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,4,8,5,21,4,50
SAL32185,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,9,0,4,7,8,7,5,0,39
SAL32186,4,6,9,4,14,11,0,8,0,61,4,5,4,3,15,7,0,3,8,54,93,202,162,110,342,281,101,183,16,1496
SAL32187,3,14,8,5,10,16,5,9,0,66,5,14,8,15,18,10,0,13,13,99,112,356,232,229,573,583,184,477,35,2773
SAL32188,11,5,9,6,16,20,4,6,0,84,6,7,7,10,27,16,0,13,13,101,230,328,292,197,646,585,173,331,33,2810
SAL32189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL32190,0,3,3,3,12,7,0,6,0,47,0,4,8,0,5,5,0,5,8,34,34,129,127,85,219,188,53,105,22,959
SAL32191,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,18,18,12,6,15,5,26,0,102
SAL32192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,6,3,9,3,39
SAL32193,13,11,9,10,19,23,0,8,0,84,7,8,5,4,18,16,6,9,5,87,188,230,214,180,584,556,136,294,18,2393
SAL32194,0,0,0,0,3,0,0,0,0,9,0,0,0,0,5,5,0,0,0,8,11,13,12,14,29,33,7,29,0,158
SAL32195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16
SAL32196,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,11,11,7,7,15,3,5,0,62
SAL32197,31,39,36,26,68,57,17,27,5,306,3,18,24,12,64,57,12,31,37,266,568,824,788,521,2125,1768,480,890,89,8063
SAL32198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,6,6,0,6,0,11,0,43
SAL32199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7
SAL32200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16
SAL32202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,3,4,0,0,6,0,8
SAL32203,0,4,0,4,3,7,0,0,0,13,0,0,0,0,3,0,0,0,5,13,14,25,13,9,35,33,17,31,7,175
SAL32204,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,16,9,0,13,12,4,0,0,63
SAL32205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,21,16,8,13,15,6,19,0,100
SAL32206,0,0,6,0,3,0,0,5,3,16,0,5,0,0,0,0,0,0,0,7,4,28,36,18,43,31,12,46,7,227
SAL32207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,3,9,0,21
SAL32208,0,4,4,0,0,4,0,0,0,11,0,4,0,0,0,4,0,0,0,13,9,43,23,11,36,34,17,63,3,228
SAL32209,0,14,7,10,16,12,0,4,0,64,0,4,4,7,14,11,4,15,19,94,75,241,198,134,487,381,111,274,52,1964
SAL32210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL32211,0,3,0,0,8,4,3,9,0,29,3,4,0,0,6,9,3,6,0,32,55,102,71,59,174,165,54,110,9,792
SAL32212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
SAL32213,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,8,11,7,22,11,10,22,23,7,19,8,131
SAL32214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,4,12,5,3,9,0,52
SAL32215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,15
SAL32216,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,11,10,12,7,13,12,23,8,5,5,91
SAL32217,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,9,9,3,9,3,0,15,0,65
SAL32218,6,0,0,0,4,11,0,4,0,23,0,9,0,0,7,5,0,3,6,26,58,76,42,33,83,109,31,68,15,524
SAL32219,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,16,0,36
SAL32220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,17
SAL32221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,16
SAL32222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,13
SAL32223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,4,4,0,18
SAL32224,7,5,0,7,10,3,0,0,0,23,3,4,3,0,9,13,3,0,3,47,73,107,85,63,193,126,45,56,6,746
SAL32225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,5,0,14,3,34
SAL32226,4,0,3,3,12,16,6,4,0,48,3,3,5,0,3,0,0,4,14,33,48,113,111,81,279,280,102,155,22,1195
SAL32227,9,16,12,8,18,13,7,15,4,95,5,3,0,5,15,11,12,9,11,62,97,204,198,123,372,392,149,410,32,1970
SAL32228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,4,26
SAL32229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,18
SAL32230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,11,7,3,20,6,38,0,107
SAL32231,0,0,0,0,0,0,0,0,6,10,5,0,0,0,3,0,0,4,0,13,6,8,12,8,13,23,3,27,5,113
SAL32232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL32233,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,7,7,0,4,5,0,25,3,58
SAL32234,57,40,31,25,61,72,25,44,0,349,23,38,30,17,101,90,24,33,69,432,556,1010,766,587,1776,1566,485,1075,131,7951
SAL32235,11,8,8,9,20,25,3,9,6,98,8,12,13,7,17,22,6,13,25,122,160,283,238,158,529,506,151,324,48,2395
SAL32236,20,19,8,10,14,19,4,3,0,94,5,19,11,9,23,19,8,10,20,128,228,455,321,232,559,662,198,396,44,3088
SAL32237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,9,5,10,21,7,14,20,15,36,3,127
SAL32238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,3,0,4,6,23
SAL32239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,11,15,3,18,25,3,22,3,116
SAL32240,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,9,5,0,14,4,3,9,14,6,25,9,84
SAL32241,41,50,36,18,68,69,15,34,3,329,22,23,28,16,82,69,14,43,42,335,511,868,725,530,1364,1197,337,708,116,6351
SAL32242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,18
SAL32243,47,20,21,13,26,34,5,13,4,187,14,20,12,10,44,51,11,14,19,193,456,530,456,337,1133,1037,267,494,51,4771
SAL32244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,20
SAL32245,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,5,14,34,31,29,29,27,16,29,0,207
SAL32246,0,4,3,5,3,0,0,4,0,13,0,8,0,3,0,0,0,3,6,25,28,64,35,53,99,85,27,90,15,490
SAL32247,9,11,9,0,4,8,4,3,0,53,5,8,0,6,10,4,0,3,11,38,110,169,133,110,235,195,62,112,20,1150
SAL32248,58,26,35,30,57,79,21,38,7,351,20,43,41,24,96,76,13,43,60,416,690,1204,935,784,1891,1643,454,951,133,8690
SAL32249,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,5,5,8,3,7,8,11,4,10,5,57
SAL32250,16,31,19,13,31,25,3,10,0,155,6,15,15,16,29,48,11,21,30,193,484,704,575,359,918,1200,346,938,49,5574
SAL32251,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,10,11,17,27,18,21,47,6,43,4,200
SAL32252,0,0,0,0,5,0,0,6,0,11,0,4,0,0,0,3,6,4,0,14,4,21,13,5,33,36,15,37,0,161
SAL32253,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,8,0,7,4,19,5,15,7,67
SAL32254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,13
SAL32255,11,15,11,5,18,15,8,3,0,81,3,0,3,0,34,19,0,7,18,99,131,206,227,165,641,425,95,189,38,2124
SAL32256,0,0,0,0,0,3,0,0,0,10,0,5,0,0,0,0,0,0,0,7,22,63,39,37,80,70,27,84,0,414
SAL32257,60,44,27,21,49,47,10,22,6,286,17,56,47,17,72,64,14,42,66,396,716,1285,1063,738,1470,1701,450,1057,146,8642
SAL32258,0,9,7,7,14,9,0,6,0,48,0,6,0,0,3,3,6,9,7,39,60,179,149,98,229,192,57,173,8,1163
SAL32259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,9,7,0,7,0,46
SAL32260,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,8,21,24,52,41,29,53,63,12,73,26,362
SAL32261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,3,0,16
SAL32262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8
SAL32263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,9,5,5,8,4,7,0,39
SAL32264,22,24,11,10,29,21,4,13,0,128,10,15,9,8,22,15,0,13,34,121,241,416,339,236,648,527,174,366,64,3012
SAL32265,23,16,12,3,19,20,0,8,0,104,11,25,19,12,22,22,10,17,31,162,271,435,375,311,561,523,163,368,58,3054
SAL32266,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,20,11,7,29,20,13,25,0,139
SAL32267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,3,16,0,43
SAL32268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,8,9,3,12,3,44
SAL32269,23,19,22,8,16,19,4,12,3,118,11,25,23,19,16,30,3,28,24,192,230,452,402,226,542,607,164,465,60,3153
SAL32270,0,8,9,5,28,35,10,10,0,112,3,9,4,3,22,16,3,8,31,96,93,274,248,213,580,382,125,306,60,2268
SAL32271,26,17,23,11,44,45,11,11,6,185,15,13,22,13,62,42,3,14,51,246,227,385,389,329,984,722,183,379,108,3708
SAL32272,6,5,3,3,5,6,3,9,0,37,0,0,4,3,9,7,3,3,12,51,46,112,97,58,148,163,54,116,20,806
SAL32273,9,10,7,3,24,16,0,9,0,71,0,10,0,6,7,7,4,6,16,48,84,182,161,123,374,300,118,236,27,1604
SAL32274,33,22,24,14,42,35,15,22,0,207,11,32,26,18,54,60,8,31,44,295,350,770,656,424,1381,1199,289,597,77,5753
SAL32275,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,13,7,11,18,14,6,9,0,102
SAL32276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,21,0,32
SAL32277,0,8,0,0,3,6,0,0,0,25,6,0,0,0,4,0,0,0,11,23,31,73,53,28,146,185,129,170,18,834
SAL32278,24,25,26,10,27,42,7,12,4,175,10,35,23,14,34,31,4,19,41,220,429,724,520,385,860,847,202,436,92,4495
SAL32279,3,9,8,14,9,13,4,6,0,67,6,10,9,7,20,5,0,3,22,88,65,283,283,184,437,292,78,148,42,1809
SAL32280,14,8,8,0,15,15,9,7,0,77,3,6,10,7,8,20,4,8,8,85,182,293,258,174,362,389,106,266,30,2059
SAL32281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,25,0,49
SAL32282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,12
SAL32283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,3,8,0,5,0,48
SAL32284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,8,9,8,10,9,4,10,18,3,78
SAL32285,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,7,0,3,0,0,0,0,17
SAL32286,5,4,0,0,5,4,5,5,0,23,5,0,0,0,6,3,0,4,8,25,68,111,71,65,107,108,41,100,17,692
SAL32287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,10,0,14,0,43
SAL32288,3,0,4,4,3,4,0,7,0,24,0,7,0,0,4,5,0,0,3,25,45,60,53,29,109,91,26,68,6,492
SAL32289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,7,5,10,9,4,4,0,47
SAL32290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32291,0,5,0,0,3,0,3,0,0,16,0,0,0,0,0,0,0,4,0,17,28,46,60,29,50,59,21,51,5,346
SAL32292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,8
SAL32293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,5,0,17
SAL32294,21,11,11,0,8,13,3,6,0,82,8,10,12,4,15,26,0,11,13,113,293,490,360,239,455,488,144,391,41,2895
SAL32295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,9,5,14,12,10,34,0,85
SAL32296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,4,9,3,4,5,36
SAL32298,17,25,14,4,17,7,0,10,0,89,12,11,11,8,16,16,0,6,16,103,253,453,309,226,380,406,105,331,33,2497
SAL32299,33,24,20,19,40,42,3,12,0,197,11,23,18,11,30,43,9,18,27,189,397,745,511,397,768,807,208,461,67,4360
SAL32300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,5,8,8,3,3,3,3,39
SAL32301,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,22,18,10,21,22,3,12,0,116
SAL32302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
SAL32303,26,24,16,11,47,34,13,25,3,188,10,17,17,7,33,36,7,22,36,189,310,564,462,351,1026,825,274,480,75,4367
SAL32304,8,4,0,0,3,7,0,0,0,24,3,9,0,3,7,7,0,8,0,53,86,96,87,44,175,152,47,108,14,796
SAL32305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,24
SAL32306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,9,0,17
SAL32307,6,7,8,0,16,3,0,4,5,50,3,3,9,6,6,4,0,4,10,48,66,203,201,127,295,183,60,145,26,1319
SAL32308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,11
SAL32309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,7,25,22,9,19,21,8,27,9,138
SAL32310,0,6,3,5,8,10,4,5,0,36,0,3,0,0,4,7,0,7,6,29,25,59,53,50,94,103,29,90,15,516
SAL32311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,3,6,0,4,3,27
