SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC32757,1559,1611,3174,771,438,1208,168,430,600,55,69,122,66,51,110,1051,985,2039,357,474,832,6.3,5.2,5.4,67.4,61.1,64.2,63.8,58.2,60.8,28,32,64,13,19,35,80,176,254,96,205,302,529,218,741,12,26,39,27,48,71,565,287,853,1506,1516,3019,224,249,471,1062,1005,2068,604,692,1298
SSC32758,2943,3268,6205,1008,605,1610,441,820,1260,86,107,200,86,78,163,1615,1620,3230,1070,1370,2444,5.3,4.8,5,54.9,49.6,52.1,52.2,46.9,49.5,151,149,296,56,111,166,405,586,985,277,430,701,725,317,1041,16,44,63,69,101,168,812,457,1274,2704,2913,5621,539,601,1144,1810,1986,3790,1316,1431,2751
SSC32759,37,38,74,18,6,22,0,10,13,0,3,4,0,3,3,20,25,45,15,13,24,0,12,6.7,54.1,65.8,60.8,48.6,50,52.7,0,0,0,0,0,0,3,0,4,0,3,7,5,4,12,0,0,0,0,3,3,5,6,14,41,40,80,3,5,10,35,29,57,14,19,26
SSC32760,9,11,27,6,5,7,0,4,6,0,0,0,0,0,0,3,9,10,6,4,12,0,0,0,33.3,81.8,37,66.7,81.8,48.1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,4,0,6,13,11,25,3,3,7,4,10,13,9,8,16
SSC32761,1838,1921,3762,977,592,1568,211,465,676,48,65,113,68,70,143,1306,1193,2494,387,553,942,5.2,5.9,5.7,71.1,62.1,66.3,67.2,58.4,62.7,29,35,61,26,44,68,165,232,397,115,238,352,557,256,810,17,27,43,40,55,92,611,336,945,1721,1758,3479,365,385,755,1181,1177,2361,813,869,1682
SSC32762,535,512,1051,220,108,329,83,150,233,21,15,36,27,20,46,345,296,645,141,182,325,7.8,6.8,7.1,64.5,57.8,61.4,60.6,53.3,56.9,17,15,35,8,12,20,59,80,140,44,63,106,142,52,195,6,16,24,11,16,25,153,84,236,514,477,995,117,107,225,318,321,636,276,258,536
SSC32763,0,3,3,0,4,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,133.3,100,0,133.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,3
SSC32764,215,193,405,89,41,133,20,47,67,9,8,20,6,4,11,118,104,227,52,56,105,5.1,3.8,4.8,54.9,53.9,56,54.9,49.7,54.3,3,3,8,3,3,7,8,22,35,11,8,19,60,25,86,0,4,4,4,8,15,70,34,102,223,203,428,30,27,54,134,115,255,106,99,208
SSC32765,3,7,8,3,3,3,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,100,100,75,100,42.9,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,4,3,7,0,8,4,4,3
SSC32766,80,71,149,25,16,43,11,20,28,0,3,5,3,3,12,46,42,88,27,21,46,6.5,7.1,13.6,57.5,59.2,59.1,45,54.9,51,3,7,4,3,0,3,3,8,10,12,5,17,20,6,26,0,0,0,0,0,0,20,6,24,80,69,148,4,6,8,69,63,136,13,12,26
SSC32767,21,22,45,18,12,34,0,3,3,0,0,0,0,0,0,18,12,37,0,7,5,0,0,0,85.7,54.5,82.2,85.7,68.2,82.2,0,0,0,0,0,0,0,4,4,0,0,3,3,0,5,0,0,0,0,0,0,9,3,12,27,23,52,0,0,0,24,14,36,3,3,10
SSC32768,1955,1951,3904,1100,460,1563,136,534,667,55,48,110,140,118,261,1438,1158,2598,410,682,1090,9.7,10.2,10,73.6,59.4,66.5,66,53.4,59.9,34,25,54,21,49,69,148,248,392,155,173,330,741,292,1039,10,35,46,37,43,75,785,373,1155,1936,1930,3871,407,440,849,1207,1158,2362,1065,1126,2187
SSC32769,72,64,130,32,15,53,6,14,26,3,3,6,0,0,0,46,32,81,14,26,42,0,0,0,63.9,50,62.3,56.9,50,65.4,0,0,3,0,0,0,3,6,7,4,0,6,24,7,30,0,0,0,3,0,3,23,14,34,74,66,140,5,5,11,65,56,122,7,10,17
SSC32770,52,54,107,26,10,41,3,9,14,3,0,9,0,0,0,32,26,62,18,30,45,0,0,0,61.5,48.1,57.9,61.5,35.2,59.8,0,0,0,0,0,0,3,3,5,3,4,9,10,0,15,3,0,3,3,3,3,16,6,17,57,52,108,12,15,22,40,40,85,22,22,40
SSC32771,1014,905,1919,246,125,375,52,138,191,17,17,35,61,30,84,373,311,687,401,374,777,16.4,9.6,12.2,36.8,34.4,35.8,31.1,30.9,31.3,0,10,8,0,6,8,19,50,65,31,57,90,166,83,250,14,25,41,17,17,26,196,126,322,750,668,1420,144,165,302,554,459,1013,310,317,626
SSC32772,3,4,5,3,0,3,3,3,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,100,75,120,200,75,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,3,6,3,4,0,0,3
SSC32773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32774,156,103,264,48,23,66,12,18,26,6,7,10,0,3,8,62,51,116,78,51,128,0,5.9,6.9,39.7,49.5,43.9,42.3,46.6,38.6,3,3,3,0,3,3,6,8,14,7,6,16,38,13,51,0,4,4,0,3,3,37,17,58,139,103,246,10,10,24,100,79,178,53,38,83
SSC32775,872,948,1817,391,239,633,86,273,362,30,22,52,44,34,81,555,567,1122,243,326,566,7.9,6,7.2,63.6,59.8,61.8,58.1,56.3,57.6,14,22,40,7,21,31,71,124,195,48,75,127,267,127,398,13,25,36,15,21,30,296,168,462,833,897,1723,172,168,341,525,568,1089,431,468,902
SSC32776,16,16,32,17,3,21,0,5,5,0,3,0,0,0,0,15,8,26,0,0,0,0,0,0,93.8,50,81.3,106.3,68.8,81.3,0,0,0,0,0,0,0,6,11,0,0,4,3,0,7,0,0,0,0,0,0,6,0,11,19,15,27,5,3,4,15,9,27,6,3,11
SSC32777,30,28,57,15,4,23,0,4,7,0,0,0,0,0,3,21,15,30,4,8,17,0,0,10,70,53.6,52.6,50,28.6,52.6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,4,3,10,28,31,53,3,3,3,19,17,38,6,9,16
SSC32778,3582,3854,7429,1594,1145,2733,642,944,1584,82,113,193,210,216,421,2523,2416,4936,869,1251,2120,8.3,8.9,8.5,70.4,62.7,66.4,64.7,57.1,60.7,570,525,1096,96,164,261,1105,1220,2328,228,330,555,300,189,489,18,32,56,27,50,80,349,270,618,2556,2749,5298,1180,1233,2417,1242,1365,2610,2432,2576,5004
SSC32779,44,41,90,23,14,40,7,14,13,0,0,0,3,0,3,31,22,54,7,16,28,9.7,0,5.6,70.5,53.7,60,68.2,68.3,58.9,0,0,0,0,3,3,7,3,4,0,7,8,12,8,18,0,0,0,0,0,3,12,4,18,50,56,105,4,4,10,35,41,73,16,11,29
SSC32780,143,148,291,25,16,42,10,17,24,5,6,5,9,8,23,53,46,96,83,87,163,17,17.4,24,37.1,31.1,33,28,26.4,24.4,0,3,3,0,0,0,9,14,21,0,11,13,47,22,68,3,7,7,0,3,5,50,33,85,124,124,249,25,20,51,96,93,189,50,58,106
SSC32781,70,72,138,21,9,28,3,13,21,4,3,5,0,0,0,30,30,54,36,32,69,0,0,0,42.9,41.7,39.1,40,34.7,39.1,0,0,0,0,0,3,0,3,3,4,3,9,16,10,30,0,0,0,0,0,0,17,15,33,63,67,130,14,13,24,51,53,107,21,20,37
SSC32782,356,350,698,195,105,304,22,84,106,8,10,18,10,5,18,235,207,442,86,117,206,4.3,2.4,4.1,66,59.1,63.3,63.2,56.9,61.3,0,3,3,0,4,4,9,30,40,3,22,28,64,42,107,3,3,7,7,10,17,75,48,121,344,360,700,43,42,91,259,251,504,120,133,253
SSC32783,332,328,658,188,94,285,37,98,132,12,12,26,17,13,32,249,218,464,54,102,161,6.8,6,6.9,75,66.5,70.5,71.4,62.2,67.3,5,10,18,4,9,14,21,43,67,26,35,56,112,62,172,3,10,10,7,3,11,121,74,192,335,311,640,63,80,140,179,165,348,198,204,403
SSC32784,4030,4319,8354,2077,1258,3335,564,1288,1852,114,168,278,166,154,318,2930,2863,5789,909,1260,2167,5.7,5.4,5.5,72.7,66.3,69.3,68.4,62.8,65.4,359,342,706,136,227,358,954,1173,2122,348,427,773,741,287,1033,29,36,66,52,71,120,819,396,1219,4148,4324,8468,675,743,1413,2843,3012,5850,1775,1822,3595
SSC32785,23,19,39,11,3,19,0,7,5,0,0,0,3,3,7,16,12,29,6,3,10,18.8,25,24.1,69.6,63.2,74.4,47.8,52.6,61.5,0,0,0,0,0,0,0,4,4,3,3,4,7,0,7,0,0,0,0,0,0,7,0,12,28,18,47,6,0,5,13,15,29,9,5,14
SSC32786,153,176,328,64,38,105,13,51,66,3,8,10,5,3,13,92,95,194,54,63,118,5.4,3.2,6.7,60.1,54,59.1,52.3,55.1,55.2,4,0,3,5,4,9,9,17,26,9,29,34,44,27,69,0,0,0,6,4,12,57,31,82,156,170,323,19,27,49,112,128,239,49,61,115
SSC32787,29,26,56,5,3,11,8,11,15,0,0,0,4,0,3,15,17,31,12,13,28,26.7,0,9.7,51.7,65.4,55.4,44.8,53.8,46.4,0,0,0,0,0,0,0,0,0,3,0,3,9,5,11,0,3,3,0,0,0,9,8,13,25,21,51,8,4,17,17,19,40,14,8,24
SSC32788,159,138,292,37,23,63,8,20,32,4,3,9,4,4,11,57,52,107,74,72,148,7,7.7,10.3,35.8,37.7,36.6,30.8,33.3,35.6,0,0,0,0,0,0,9,13,25,4,9,10,42,13,60,0,3,3,0,0,3,43,20,59,129,117,246,11,13,25,99,93,193,34,36,67
SSC32789,94,91,183,42,20,56,13,28,41,9,4,11,3,0,10,69,55,121,24,30,52,4.3,0,8.3,73.4,60.4,66.1,68.1,57.1,59,0,3,3,0,0,0,3,6,11,3,12,13,26,7,35,0,0,3,0,3,3,29,13,45,84,95,180,11,15,21,70,68,142,20,34,54
SSC32790,103,100,203,41,27,61,8,23,34,3,0,3,9,7,10,57,50,112,35,43,77,15.8,14,8.9,55.3,50,55.2,50.5,50,48.3,0,0,3,0,0,0,3,8,11,3,10,15,39,20,60,0,0,0,0,3,3,40,22,67,86,104,195,12,8,24,72,74,150,27,35,64
SSC32791,20,14,38,4,3,9,8,3,8,0,0,0,0,0,0,12,10,21,5,4,14,0,0,0,60,71.4,55.3,60,42.9,44.7,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,6,3,7,19,17,39,0,0,0,18,14,30,3,0,3
SSC32792,30,24,52,3,0,3,6,0,4,0,0,0,0,0,3,12,4,15,13,17,36,0,0,20,40,16.7,28.8,30,0,13.5,3,0,4,0,0,3,0,0,0,0,6,6,3,0,9,0,0,0,0,0,0,3,3,9,30,29,61,0,0,0,18,25,45,6,8,17
SSC32793,17,16,34,15,14,27,0,0,0,0,0,0,0,0,0,15,17,31,0,0,3,0,0,0,88.2,106.3,91.2,88.2,87.5,79.4,0,0,0,0,0,0,0,3,4,0,4,3,0,0,3,0,0,0,0,0,3,3,0,3,23,17,36,0,0,0,20,16,32,0,3,5
SSC32794,825,821,1646,467,216,680,70,236,309,24,19,46,56,51,105,618,520,1142,167,277,444,9.1,9.8,9.2,74.9,63.3,69.4,68,57.4,62.9,20,16,32,11,18,26,54,104,163,56,69,121,323,137,464,7,21,29,5,16,19,341,173,514,837,811,1647,169,183,351,544,516,1057,419,432,854
SSC32795,29,29,55,12,3,10,0,7,13,3,0,3,0,0,0,15,9,26,13,9,27,0,0,0,51.7,31,47.3,51.7,34.5,47.3,0,0,0,0,0,0,0,3,3,3,5,7,6,0,6,0,0,0,3,0,3,10,0,11,31,20,53,0,3,3,20,19,40,12,7,18
SSC32796,38,34,73,12,6,16,0,10,11,0,5,6,3,0,3,17,16,33,12,18,31,17.6,0,9.1,44.7,47.1,45.2,31.6,61.8,45.2,0,0,0,0,0,0,0,3,3,0,3,3,9,3,14,0,0,0,0,0,0,12,5,17,38,32,74,3,0,5,28,27,61,10,9,16
SSC32797,2405,2561,4960,1559,1345,2899,218,418,628,54,87,142,75,66,137,1897,1913,3810,223,335,554,4,3.5,3.6,78.9,74.7,76.8,76.1,72.2,74,273,306,578,79,151,234,787,837,1628,227,222,447,243,147,389,9,6,16,28,27,51,282,176,460,1468,1486,2960,735,816,1552,605,604,1207,1598,1708,3299
SSC32798,415,439,851,208,135,342,55,115,167,8,13,22,10,11,22,290,267,552,100,152,249,3.4,4.1,4,69.9,60.8,64.9,65.3,59.9,62.4,46,42,87,17,16,34,123,143,265,36,58,93,51,18,68,0,6,4,0,4,11,52,29,86,345,377,723,100,98,193,159,211,366,268,264,533
SSC32799,8,7,11,7,5,8,0,3,3,0,0,0,0,0,0,8,4,10,0,0,0,0,0,0,100,57.1,90.9,87.5,114.3,100,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,3,8,6,9,12,0,0,0,4,6,5,3,4,3
SSC32800,58,42,103,25,12,33,3,10,20,0,3,3,0,0,0,33,28,56,20,14,34,0,0,0,56.9,66.7,54.4,48.3,59.5,54.4,0,0,0,0,0,0,4,4,5,3,13,16,12,3,17,0,0,0,0,0,0,14,5,20,58,47,106,3,4,7,46,43,90,9,9,19
SSC32801,4291,4936,9230,1399,803,2202,613,1258,1872,114,99,215,195,145,341,2316,2307,4626,1626,2193,3823,8.4,6.3,7.4,54,46.7,50.1,49.5,43.8,46.5,73,83,162,34,98,134,279,524,810,337,595,932,1299,588,1883,38,70,105,95,129,225,1430,784,2216,3850,4384,8235,832,898,1732,2427,2733,5158,2149,2426,4577
SSC32802,349,358,707,108,77,182,22,58,80,8,5,10,4,12,14,149,146,293,170,177,349,2.7,8.2,4.8,42.7,40.8,41.4,39.5,39.1,38.5,3,4,3,4,3,4,12,22,35,6,40,48,66,31,101,3,9,9,3,8,9,74,44,121,320,326,641,46,51,102,232,223,455,120,133,257
SSC32803,1082,1139,2223,393,197,586,131,254,382,28,29,51,64,57,119,616,534,1150,394,532,930,10.4,10.7,10.3,56.9,46.9,51.7,51,42.1,45.8,4,4,12,5,10,12,42,77,117,50,70,121,291,166,453,6,27,34,15,25,34,310,211,523,1034,1078,2116,224,228,452,635,658,1293,556,566,1123
SSC32804,412,404,817,214,111,322,42,103,149,10,5,23,13,19,33,280,236,522,106,139,245,4.6,8.1,6.3,68,58.4,63.9,64.6,54.2,60.5,3,5,11,7,3,13,20,27,46,43,38,79,131,72,201,9,5,15,8,13,20,141,88,232,417,436,855,36,39,73,313,308,621,127,151,287
SSC32805,111,90,200,70,22,87,10,32,38,3,4,6,0,0,0,75,61,135,24,21,47,0,0,0,67.6,67.8,67.5,74.8,64.4,65.5,0,0,0,0,0,3,8,14,15,3,10,12,16,8,21,0,3,3,0,4,4,16,11,27,97,97,193,20,4,27,78,71,148,31,28,59
SSC32806,14,11,24,3,0,3,3,3,4,0,0,0,0,0,0,5,3,12,9,7,16,0,0,0,35.7,27.3,50,42.9,27.3,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,4,7,9,14,22,0,0,3,7,7,16,0,3,3
SSC32807,13,14,30,0,3,6,0,3,3,0,0,0,0,0,3,3,6,8,7,10,18,0,0,37.5,23.1,42.9,26.7,0,42.9,30,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,4,7,10,9,16,26,0,3,3,9,12,17,0,4,9
SSC32808,299,287,582,163,86,249,32,75,106,20,6,26,6,8,21,222,172,393,53,90,148,2.7,4.7,5.3,74.2,59.9,67.5,71.9,58.2,65.5,0,0,0,0,9,9,6,20,31,7,22,27,89,39,122,3,6,11,9,11,18,95,54,146,308,301,611,37,27,66,228,225,452,95,98,195
SSC32809,115,108,223,70,55,125,3,21,28,15,3,19,0,6,6,88,79,172,14,20,35,0,7.6,3.5,76.5,73.1,77.1,76.5,73.1,77.1,0,4,3,0,0,0,3,7,10,4,11,13,28,22,53,0,4,5,3,3,7,36,26,63,112,100,210,15,22,38,76,62,140,44,52,92
SSC32810,13,24,34,9,3,7,3,3,8,0,5,5,0,0,0,10,7,17,4,10,20,0,0,0,76.9,29.2,50,92.3,45.8,58.8,0,0,0,0,0,0,0,3,4,3,0,3,6,4,8,0,0,0,0,0,0,6,7,9,16,18,33,0,0,0,17,16,30,3,4,6
SSC32811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32812,300,268,568,127,67,195,33,74,110,10,8,14,15,10,25,186,162,342,79,84,164,8.1,6.2,7.3,62,60.4,60.2,56.7,55.6,56.2,10,6,12,9,3,8,14,27,38,8,33,45,97,29,124,3,3,4,3,4,8,100,36,142,326,285,609,15,17,36,263,228,490,62,55,120
SSC32813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32814,214,224,434,95,48,146,19,66,80,8,4,10,6,7,11,124,125,248,66,81,150,4.8,5.6,4.4,57.9,55.8,57.1,57,52.7,54.4,4,3,8,0,6,8,4,26,35,19,26,41,86,30,112,0,10,9,7,4,10,85,43,131,217,233,458,15,19,39,123,137,257,110,116,229
SSC32815,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
SSC32816,24,31,54,17,8,21,0,8,15,0,0,0,0,0,0,18,18,35,4,8,16,0,0,0,75,58.1,64.8,70.8,51.6,66.7,0,0,0,0,0,0,0,3,3,4,0,7,9,4,12,0,0,0,0,0,0,9,7,14,34,33,64,0,3,7,23,27,49,5,8,12
SSC32817,6260,6876,13136,3116,1871,4988,883,2015,2900,136,197,330,303,223,528,4441,4309,8750,1581,2296,3878,6.8,5.2,6,70.9,62.7,66.6,66.1,59.4,62.6,649,535,1182,203,347,555,1558,1785,3342,670,763,1439,974,465,1442,53,67,113,84,124,203,1112,647,1757,6617,7029,13648,954,962,1911,4601,4964,9571,2758,2820,5579
SSC32818,360,313,671,188,116,306,21,53,74,21,11,34,15,11,27,252,188,444,63,84,145,6,5.9,6.1,70,60.1,66.2,63.9,57.5,61.7,8,7,17,3,9,14,24,40,63,15,25,35,119,33,157,4,3,4,3,4,7,126,43,165,293,258,554,79,76,152,180,146,324,170,163,330
SSC32819,707,580,1289,124,66,191,34,82,118,16,17,29,51,22,78,223,186,410,365,275,639,22.9,11.8,19,31.5,32.1,31.8,24.6,28.4,26.2,0,3,6,0,3,4,4,27,32,14,36,46,150,52,205,8,9,15,9,18,23,171,81,249,554,439,991,83,82,170,445,336,782,176,176,354
SSC32820,15,12,26,6,4,13,0,3,3,0,0,0,0,0,0,8,5,16,3,4,7,0,0,0,53.3,41.7,61.5,40,58.3,61.5,0,0,0,0,0,0,0,4,4,5,0,3,3,3,4,0,0,0,0,0,0,3,3,4,14,18,31,0,0,0,13,12,22,0,0,0
SSC32821,74,54,124,47,23,71,3,11,14,0,0,3,0,0,3,50,36,83,11,12,31,0,0,3.6,67.6,66.7,66.9,67.6,63,71,0,0,0,0,0,0,4,3,8,4,4,9,10,6,16,0,0,0,0,0,0,10,6,15,70,63,129,6,3,12,53,43,99,15,11,26
SSC32822,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SSC32823,26,24,49,11,9,25,3,3,7,0,0,4,0,0,0,19,18,33,7,8,6,0,0,0,73.1,75,67.3,53.8,50,73.5,0,3,3,0,0,0,4,5,9,0,0,0,4,3,7,0,0,0,0,0,0,4,3,7,24,20,47,0,0,0,19,14,31,9,9,11
SSC32824,26,17,46,10,9,11,3,0,4,0,0,0,3,3,4,12,9,18,12,8,18,25,33.3,22.2,46.2,52.9,39.1,50,52.9,32.6,0,0,0,0,0,0,0,0,0,0,3,3,7,3,14,0,0,0,3,0,3,12,3,12,18,12,34,3,3,7,16,8,23,13,10,20
SSC32825,285,249,537,144,76,218,35,73,105,14,5,18,17,8,27,205,170,372,50,70,119,8.3,4.7,7.3,71.9,68.3,69.3,67.7,61.8,63.5,4,3,6,0,6,9,6,26,37,17,24,41,111,24,130,0,3,0,0,4,4,113,25,141,284,269,554,20,16,31,210,198,411,80,68,155
SSC32826,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,4,0,3,0,0,6
SSC32827,25,17,44,7,0,7,3,4,6,0,0,0,3,0,0,11,3,17,12,7,22,27.3,0,0,44,17.6,38.6,40,23.5,29.5,0,0,0,0,0,0,0,0,0,0,4,3,6,0,6,0,0,0,0,0,0,6,0,11,20,14,37,5,3,7,16,10,31,6,4,14
SSC32828,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0
SSC32829,443,403,851,142,85,229,52,103,162,18,0,22,33,20,50,249,211,461,160,161,323,13.3,9.5,10.8,56.2,52.4,54.2,47.9,46.7,48.5,0,4,9,3,9,11,8,35,43,27,55,84,150,61,213,3,10,8,15,12,18,162,78,243,418,376,791,60,56,115,280,259,536,179,166,348
SSC32830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC32831,22,22,42,0,0,0,3,0,0,0,0,0,0,0,0,4,3,9,8,9,18,0,0,0,18.2,13.6,21.4,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,11,22,0,0,0,7,11,20,0,0,0
SSC32832,1933,2336,4272,851,608,1456,215,484,704,42,67,115,75,73,148,1187,1232,2421,574,954,1532,6.3,5.9,6.1,61.4,52.7,56.7,57.3,49.6,53.3,108,89,197,44,77,118,252,443,693,120,158,276,412,181,591,22,31,61,29,30,63,469,242,711,1810,2092,3900,414,554,969,1121,1176,2299,1021,1393,2417
SSC32833,175,169,339,62,28,91,25,34,57,3,3,7,4,5,10,92,74,162,68,87,158,4.3,6.8,6.2,52.6,43.8,47.8,51.4,38.5,45.7,0,3,3,0,0,0,9,9,16,9,15,21,50,30,76,0,3,3,4,6,13,51,38,86,184,176,357,12,11,25,133,128,262,48,57,101
SSC32834,45,39,85,13,14,24,4,5,12,0,0,0,3,3,9,19,23,43,16,12,31,15.8,13,20.9,42.2,59,50.6,37.8,48.7,42.4,0,0,0,0,0,0,3,0,6,0,3,3,11,8,16,0,0,0,0,0,3,9,8,17,44,34,79,9,3,13,33,26,60,17,15,28
SSC32835,178,197,376,92,39,129,3,34,42,12,3,15,14,5,14,117,84,205,45,77,122,12,6,6.8,65.7,42.6,54.5,60.1,38.6,49.5,3,4,6,0,3,3,9,24,31,7,4,15,49,9,57,3,7,7,3,0,7,49,15,71,149,156,302,36,26,61,103,93,195,68,88,152
SSC32836,20,16,34,9,4,13,3,7,7,0,0,0,0,0,0,13,8,18,0,0,3,0,0,0,65,50,52.9,60,68.8,58.8,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,3,3,13,14,31,0,0,0,14,14,30,0,0,0
SSC32837,14,12,30,3,3,7,0,3,9,0,0,0,0,0,0,5,7,16,7,0,4,0,0,0,35.7,58.3,53.3,21.4,50,53.3,0,0,0,0,0,0,0,0,0,3,3,3,0,3,5,0,0,0,0,0,0,0,3,5,11,12,19,0,0,0,8,10,16,0,3,6
SSC32838,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0
